1_id	1_span	1_anno_default_ns::lemma	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_default_ns::lemma	4_anno_ptb::pos	meta_Author	meta_Birthdate	meta_Date_of_composition	meta_Filename	meta_Genre	meta_Manuscript
salt:/ppcmbe2/strutt-1890-1#sTok6768	some	some	Q	salt:/ppcmbe2/strutt-1890-1#structure3785	I have here some water containing a very small fraction of ether , about 1$$240th part .	IP-MAT	salt:/ppcmbe2/strutt-1890-1#structure3788	some water containing a very small fraction of ether , about 1$$240th part	NP	salt:/ppcmbe2/strutt-1890-1#sTok6769	water	water	N	Strutt, John William, 3rd baron Rayleigh 	b. 1842, d. 1919 	1890 	strutt-1890 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/strutt-1890-1#sTok7170	some	some	Q	salt:/ppcmbe2/strutt-1890-1#structure4031	or some analogous substance	CONJP	salt:/ppcmbe2/strutt-1890-1#structure4032	some analogous substance	NP	salt:/ppcmbe2/strutt-1890-1#sTok7172	substance	substance	N	Strutt, John William, 3rd baron Rayleigh 	b. 1842, d. 1919 	1890 	strutt-1890 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/strutt-1890-1#sTok8340	many	many	Q	salt:/ppcmbe2/strutt-1890-1#structure4706	In many books	PP	salt:/ppcmbe2/strutt-1890-1#structure4707	many books	NP	salt:/ppcmbe2/strutt-1890-1#sTok8341	books	book	NS	Strutt, John William, 3rd baron Rayleigh 	b. 1842, d. 1919 	1890 	strutt-1890 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/strutt-1890-1#sTok9244	half	half	Q	salt:/ppcmbe2/strutt-1890-1#structure5252	to half a year	PP	salt:/ppcmbe2/strutt-1890-1#structure5253	half a year	NP	salt:/ppcmbe2/strutt-1890-1#sTok9246	year	year	N	Strutt, John William, 3rd baron Rayleigh 	b. 1842, d. 1919 	1890 	strutt-1890 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/strutt-1890-1#sTok9981	some	some	Q	salt:/ppcmbe2/strutt-1890-1#structure5694	some years ago	ADVP	salt:/ppcmbe2/strutt-1890-1#structure5695	some years	NP	salt:/ppcmbe2/strutt-1890-1#sTok9982	years	year	NS	Strutt, John William, 3rd baron Rayleigh 	b. 1842, d. 1919 	1890 	strutt-1890 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok1284	all	all	Q	salt:/ppcmbe2/sturt-1890-2#structure728	through all these years	PP	salt:/ppcmbe2/sturt-1890-2#structure729	all these years	NP	salt:/ppcmbe2/sturt-1890-2#sTok1286	years	year	NS	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok3972	all	all	Q	salt:/ppcmbe2/sturt-1890-2#structure2237	being about all day	IP	salt:/ppcmbe2/sturt-1890-2#structure2238	all day	NP	salt:/ppcmbe2/sturt-1890-2#sTok3973	day	day	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok4871	each	each	Q	salt:/ppcmbe2/sturt-1890-2#structure2728	an hour later each night	ADVP	salt:/ppcmbe2/sturt-1890-2#structure2730	each night	NP	salt:/ppcmbe2/sturt-1890-2#sTok4872	night	night	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok5445	No	no	Q	salt:/ppcmbe2/sturt-1890-2#structure3036	No book suits ,	IP-MAT	salt:/ppcmbe2/sturt-1890-2#structure3037	No book	NP	salt:/ppcmbe2/sturt-1890-2#sTok5446	book	book	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok7807	few	few	Q	salt:/ppcmbe2/sturt-1890-2#structure4363	But there has been an effort and tension this last few days .	IP-MAT	salt:/ppcmbe2/sturt-1890-2#structure4368	this last few days	NP	salt:/ppcmbe2/sturt-1890-2#sTok7808	days	day	NS	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok8732	all	all	Q	salt:/ppcmbe2/sturt-1890-2#structure4894	*T*-2 has not ceased all day , save in the bright sunshine	IP	salt:/ppcmbe2/sturt-1890-2#structure4895	all day	NP	salt:/ppcmbe2/sturt-1890-2#sTok8733	day	day	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok8945	any	any	Q	salt:/ppcmbe2/sturt-1890-2#structure5008	this brutality of ' sport ' holds in it any seeds of humanity , 0 *T*-1 to grow up and *T*-1 * choke it	IP	salt:/ppcmbe2/sturt-1890-2#structure5014	any seeds of humanity , 0 *T*-1 to grow up and *T*-1 * choke it	NP	salt:/ppcmbe2/sturt-1890-2#sTok8946	seeds	seed	NS	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok8966	every	every	Q	salt:/ppcmbe2/sturt-1890-2#structure5023	It $is $n't {TEXT:isn't} every stone 0 0 *T*-1 hits the bird aimed at * ,	IP-MAT	salt:/ppcmbe2/sturt-1890-2#structure5025	every stone	NP	salt:/ppcmbe2/sturt-1890-2#sTok8967	stone	stone	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok10359	all	all	Q	salt:/ppcmbe2/sturt-1890-2#structure5827	entirely with all books , pictures , music and the rest of it	PP	salt:/ppcmbe2/sturt-1890-2#structure5828	all books , pictures , music and the rest of it	NP	salt:/ppcmbe2/sturt-1890-2#sTok10360	books	book	NS	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok10925	all	all	Q	salt:/ppcmbe2/sturt-1890-2#structure6153	all day Sunday	NP	salt:/ppcmbe2/sturt-1890-2#structure6154	all day	NP	salt:/ppcmbe2/sturt-1890-2#sTok10926	day	day	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1890-2#sTok11514	any	any	Q	salt:/ppcmbe2/sturt-1890-2#structure6482	of any idle man	PP	salt:/ppcmbe2/sturt-1890-2#structure6483	any idle man	NP	salt:/ppcmbe2/sturt-1890-2#sTok11516	man	man	N	Sturt, George 	b. 1863, d. 1927 	1890 	sturt-189x 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok2403	Several	several	Q	salt:/ppcmbe2/sturt-1914-2#structure1327	Several days ago	ADVP	salt:/ppcmbe2/sturt-1914-2#structure1328	Several days	NP	salt:/ppcmbe2/sturt-1914-2#sTok2404	days	day	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok2499	some	some	Q	salt:/ppcmbe2/sturt-1914-2#structure1371	some days ago	ADVP	salt:/ppcmbe2/sturt-1914-2#structure1372	some days	NP	salt:/ppcmbe2/sturt-1914-2#sTok2500	days	day	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok3804	all	all	Q	salt:/ppcmbe2/sturt-1914-2#structure2045	Without definite thought , one brooded all day over this calamity .	IP-MAT	salt:/ppcmbe2/sturt-1914-2#structure2049	all day	NP	salt:/ppcmbe2/sturt-1914-2#sTok3805	day	day	N	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok4259	half	half	Q	salt:/ppcmbe2/sturt-1914-2#structure2289	than half the horses	PP	salt:/ppcmbe2/sturt-1914-2#structure2290	half the horses	NP	salt:/ppcmbe2/sturt-1914-2#sTok4261	horses	horse	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok5168	many	many	Q	salt:/ppcmbe2/sturt-1914-2#structure2787	*T*-3 has been dominating the Prussian ruling classes , these many years	IP	salt:/ppcmbe2/sturt-1914-2#structure2789	these many years	NP	salt:/ppcmbe2/sturt-1914-2#sTok5169	years	year	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok5558	little	little	Q	salt:/ppcmbe2/sturt-1914-2#structure3008	I for one having little heart for it	IP	salt:/ppcmbe2/sturt-1914-2#structure3012	little heart for it	NP	salt:/ppcmbe2/sturt-1914-2#sTok5559	heart	heart	N	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok7156	few	few	Q	salt:/ppcmbe2/sturt-1914-2#structure3919	coughing , this last few days	IP	salt:/ppcmbe2/sturt-1914-2#structure3920	this last few days	NP	salt:/ppcmbe2/sturt-1914-2#sTok7157	days	day	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok8890	Each	each	Q	salt:/ppcmbe2/sturt-1914-2#structure4897	Each man is there , and <font> knows it <$$font> , not chiefly or at all for himself , but for his comrades , and for the Nation left at home ...	IP-MAT-1	salt:/ppcmbe2/sturt-1914-2#structure4898	Each man	NP	salt:/ppcmbe2/sturt-1914-2#sTok8891	man	man	N	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok9950	all	all	Q	salt:/ppcmbe2/sturt-1914-2#structure5512	of all the old country crafts	PP	salt:/ppcmbe2/sturt-1914-2#structure5513	all the old country crafts	NP	salt:/ppcmbe2/sturt-1914-2#sTok9953	country	country	N	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok9950	all	all	Q	salt:/ppcmbe2/sturt-1914-2#structure5512	of all the old country crafts	PP	salt:/ppcmbe2/sturt-1914-2#structure5513	all the old country crafts	NP	salt:/ppcmbe2/sturt-1914-2#sTok9954	crafts	craft	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok12738	few	few	Q	salt:/ppcmbe2/sturt-1914-2#structure7103	for the few years of one's life	PP	salt:/ppcmbe2/sturt-1914-2#structure7104	the few years of one's life	NP	salt:/ppcmbe2/sturt-1914-2#sTok12739	years	year	NS	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/sturt-1914-2#sTok12970	no	no	Q	salt:/ppcmbe2/sturt-1914-2#structure7216	We have no regular ' man ' now in the garden -	IP-MAT	salt:/ppcmbe2/sturt-1914-2#structure7218	no regular ' man	NP	salt:/ppcmbe2/sturt-1914-2#sTok12973	man	man	N	Sturt, George 	b. 1863, d. 1927 	1914 	sturt-1914 	DIARY PRIV 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok812	either	either	Q	salt:/ppcmbe2/swift-1726-2#structure452	of either Ship	PP	salt:/ppcmbe2/swift-1726-2#structure453	either Ship	NP	salt:/ppcmbe2/swift-1726-2#sTok813	Ship	ship	N	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok1223	no	no	Q	salt:/ppcmbe2/swift-1726-2#structure672	*con* would permit no Man to search me	IP	salt:/ppcmbe2/swift-1726-2#structure673	no Man	NP	salt:/ppcmbe2/swift-1726-2#sTok1224	Man	man	N	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok1705	all	all	Q	salt:/ppcmbe2/swift-1726-2#structure954	I lay all Night in the Cave where 0 *T*-1 I had lodged my Provisions .	IP-MAT	salt:/ppcmbe2/swift-1726-2#structure956	all Night	NP	salt:/ppcmbe2/swift-1726-2#sTok1706	Night	night	N	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok4662	some	some	Q	salt:/ppcmbe2/swift-1726-2#structure2696	some Days longer	ADJP	salt:/ppcmbe2/swift-1726-2#structure2697	some Days	NP	salt:/ppcmbe2/swift-1726-2#sTok4663	Days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok6461	every	every	Q	salt:/ppcmbe2/swift-1726-2#structure3794	*T*-2 beat her every Day	IP	salt:/ppcmbe2/swift-1726-2#structure3796	every Day	NP	salt:/ppcmbe2/swift-1726-2#sTok6462	Day	day	N	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok9573	several	several	Q	salt:/ppcmbe2/swift-1726-2#structure5607	of the several Countries where 0 *T*-1 I had travelled	PP	salt:/ppcmbe2/swift-1726-2#structure5608	the several Countries where 0 *T*-1 I had travelled	NP	salt:/ppcmbe2/swift-1726-2#sTok9574	Countries	country	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok10283	some	some	Q	salt:/ppcmbe2/swift-1726-2#structure6017	and *con* had been some Years Governor of <font> Lagado <$$font> ;	IP-MAT	salt:/ppcmbe2/swift-1726-2#structure6018	some Years	NP	salt:/ppcmbe2/swift-1726-2#sTok10284	Years	year	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok11212	all	all	Q	salt:/ppcmbe2/swift-1726-2#structure6575	*T*-1 all the Fruits of the Earth shall come to Maturity at whatever Season 0 *T*-3 we think *T*-3 fit 0 *T*-4 to chuse	IP	salt:/ppcmbe2/swift-1726-2#structure6576	all the Fruits of the Earth	NP	salt:/ppcmbe2/swift-1726-2#sTok11214	Fruits	fruit	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok11916	several	several	Q	salt:/ppcmbe2/swift-1726-2#structure6995	of several Houses	PP	salt:/ppcmbe2/swift-1726-2#structure6996	several Houses	NP	salt:/ppcmbe2/swift-1726-2#sTok11917	Houses	house	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1726-2#sTok11953	many	many	Q	salt:/ppcmbe2/swift-1726-2#structure7017	for many Days	PP	salt:/ppcmbe2/swift-1726-2#structure7018	many Days	NP	salt:/ppcmbe2/swift-1726-2#sTok11954	Days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1726 	swift-1726 	FICTION 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok2013	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure1225	some skillfull man would take me into guardian-ship	IP	salt:/ppcmbe2/swift-1735-2#structure1226	some skillfull man	NP	salt:/ppcmbe2/swift-1735-2#sTok2015	man	man	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok3884	every	every	Q	salt:/ppcmbe2/swift-1735-2#structure2284	my poor revenues are sinking every day	IP	salt:/ppcmbe2/swift-1735-2#structure2286	every day	NP	salt:/ppcmbe2/swift-1735-2#sTok3885	day	day	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok4863	every	every	Q	salt:/ppcmbe2/swift-1735-2#structure2854	*T*-1 although not equal to yours , I drink a bottle to myself every day	IP	salt:/ppcmbe2/swift-1735-2#structure2864	every day	NP	salt:/ppcmbe2/swift-1735-2#sTok4864	day	day	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok5124	any	any	Q	salt:/ppcmbe2/swift-1735-2#structure3007	any man *T*-1 so	IP	salt:/ppcmbe2/swift-1735-2#structure3008	any man	NP	salt:/ppcmbe2/swift-1735-2#sTok5125	man	man	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok6288	all	all	Q	salt:/ppcmbe2/swift-1735-2#structure3666	of all honest men	PP	salt:/ppcmbe2/swift-1735-2#structure3667	all honest men	NP	salt:/ppcmbe2/swift-1735-2#sTok6290	men	man	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok6447	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure3764	some days ago	ADVP	salt:/ppcmbe2/swift-1735-2#structure3765	some days	NP	salt:/ppcmbe2/swift-1735-2#sTok6448	days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok6885	any	any	Q	salt:/ppcmbe2/swift-1735-2#structure4036	in any young man	PP	salt:/ppcmbe2/swift-1735-2#structure4037	any young man	NP	salt:/ppcmbe2/swift-1735-2#sTok6887	man	man	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok7232	many	many	Q	salt:/ppcmbe2/swift-1735-2#structure4235	many years since 0 I had the honour of being known to you	PP	salt:/ppcmbe2/swift-1735-2#structure4236	many years	NP	salt:/ppcmbe2/swift-1735-2#sTok7233	years	year	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok8156	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure4787	some days ago	ADVP	salt:/ppcmbe2/swift-1735-2#structure4788	some days	NP	salt:/ppcmbe2/swift-1735-2#sTok8157	days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok8330	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure4874	S=r= . Your Memorandum about borrowing for you from D=r= Helsham Galen's Notes on Hippocrates , hath layn some days before me upon my Table ,	IP-MAT	salt:/ppcmbe2/swift-1735-2#structure4886	some days	NP	salt:/ppcmbe2/swift-1735-2#sTok8331	days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok8862	any	any	Q	salt:/ppcmbe2/swift-1735-2#structure5200	to fix any day during this Vacation to dine at the Deanry	IP	salt:/ppcmbe2/swift-1735-2#structure5201	any day during this Vacation	NP	salt:/ppcmbe2/swift-1735-2#sTok8863	day	day	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok9083	every	every	Q	salt:/ppcmbe2/swift-1735-2#structure5325	*T*-2 possesseth every virtue	IP	salt:/ppcmbe2/swift-1735-2#structure5326	every virtue	NP	salt:/ppcmbe2/swift-1735-2#sTok9084	virtue	virtue	N	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok9644	all	all	Q	salt:/ppcmbe2/swift-1735-2#structure5650	like all Kings	ADJP	salt:/ppcmbe2/swift-1735-2#structure5651	all Kings	NP	salt:/ppcmbe2/swift-1735-2#sTok9645	Kings	king	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok10462	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure6092	some days before 0 You left us	PP	salt:/ppcmbe2/swift-1735-2#structure6093	some days	NP	salt:/ppcmbe2/swift-1735-2#sTok10463	days	day	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok11397	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure6646	for some years	PP	salt:/ppcmbe2/swift-1735-2#structure6647	some years	NP	salt:/ppcmbe2/swift-1735-2#sTok11398	years	year	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/swift-1735-2#sTok11650	some	some	Q	salt:/ppcmbe2/swift-1735-2#structure6788	from some years	PP	salt:/ppcmbe2/swift-1735-2#structure6789	some years	NP	salt:/ppcmbe2/swift-1735-2#sTok11651	years	year	NS	Swift, Jonathan 	b. 1667, d. 1745 	1735 	swift-1735 	LET PRIV 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok3084	some	some	Q	salt:/ppcmbe2/talbot-1901-1#structure1885	in some <P_98> manner	PP	salt:/ppcmbe2/talbot-1901-1#structure1886	some <P_98> manner	NP	salt:/ppcmbe2/talbot-1901-1#sTok3086	manner	manner	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok4031	any	any	Q	salt:/ppcmbe2/talbot-1901-1#structure2445	by any man to whom 0 *T*-3 has been given faith in the living God , eternal and infinite , revealed as the Father of our Lord Jesus Christ , and who 0 *T*-4 has pondered on that faith	PP	salt:/ppcmbe2/talbot-1901-1#structure2446	any man to whom 0 *T*-3 has been given faith in the living God , eternal and infinite , revealed as the Father of our Lord Jesus Christ , and who 0 *T*-4 has pondered on that faith	NP	salt:/ppcmbe2/talbot-1901-1#sTok4032	man	man	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok4281	all	all	Q	salt:/ppcmbe2/talbot-1901-1#structure2597	all the day long	ADJP	salt:/ppcmbe2/talbot-1901-1#structure2598	all the day	NP	salt:/ppcmbe2/talbot-1901-1#sTok4283	day	day	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok5018	all	all	Q	salt:/ppcmbe2/talbot-1901-1#structure3049	and all the crafts	CONJP	salt:/ppcmbe2/talbot-1901-1#structure3050	all the crafts	NP	salt:/ppcmbe2/talbot-1901-1#sTok5020	crafts	craft	NS	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok5408	any	any	Q	salt:/ppcmbe2/talbot-1901-1#structure3287	*T*-1 any man have not	IP	salt:/ppcmbe2/talbot-1901-1#structure3288	any man	NP	salt:/ppcmbe2/talbot-1901-1#sTok5409	man	man	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok5691	any	any	Q	salt:/ppcmbe2/talbot-1901-1#structure3467	there be any virtue	IP	salt:/ppcmbe2/talbot-1901-1#structure3469	any virtue	NP	salt:/ppcmbe2/talbot-1901-1#sTok5692	virtue	virtue	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/talbot-1901-1#sTok10549	No	no	Q	salt:/ppcmbe2/talbot-1901-1#structure6392	No man can serve two masters	IP	salt:/ppcmbe2/talbot-1901-1#structure6393	No man	NP	salt:/ppcmbe2/talbot-1901-1#sTok10550	man	man	N	Talbot, Edward Stuart 	b. 1844, d. 1934 	1901 	talbot-1901 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok1157	some	some	Q	salt:/ppcmbe2/temple-1914-2#structure679	with some great virtue	PP	salt:/ppcmbe2/temple-1914-2#structure680	some great virtue	NP	salt:/ppcmbe2/temple-1914-2#sTok1159	virtue	virtue	N	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok1273	some	some	Q	salt:/ppcmbe2/temple-1914-2#structure749	we must come out of our own circle some day	IP	salt:/ppcmbe2/temple-1914-2#structure753	some day	NP	salt:/ppcmbe2/temple-1914-2#sTok1274	day	day	N	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok2620	every	every	Q	salt:/ppcmbe2/temple-1914-2#structure1550	we <font> say <$$font> our prayers indeed every day	IP	salt:/ppcmbe2/temple-1914-2#structure1554	every day	NP	salt:/ppcmbe2/temple-1914-2#sTok2621	day	day	N	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok3938	every	every	Q	salt:/ppcmbe2/temple-1914-2#structure2400	*T*-2 every year on the successive Sundays we went through the Creeds clause by clause , trying to see more clearly not only the meaning but the importance of each , and why 0 *T*-3 it matters	IP	salt:/ppcmbe2/temple-1914-2#structure2401	every year	NP	salt:/ppcmbe2/temple-1914-2#sTok3939	year	year	N	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok5408	some	some	Q	salt:/ppcmbe2/temple-1914-2#structure3316	but some sins seem to be mere passing episodes in our life .	IP-MAT	salt:/ppcmbe2/temple-1914-2#structure3317	some sins	NP	salt:/ppcmbe2/temple-1914-2#sTok5409	sins	sin	NS	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok10614	some	some	Q	salt:/ppcmbe2/temple-1914-2#structure6400	we need some supreme virtue which 0 *T*-3 shall regulate all the others	IP	salt:/ppcmbe2/temple-1914-2#structure6402	some supreme virtue which 0 *T*-3 shall regulate all the others	NP	salt:/ppcmbe2/temple-1914-2#sTok10616	virtue	virtue	N	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/temple-1914-2#sTok10793	all	all	Q	salt:/ppcmbe2/temple-1914-2#structure6520	of all virtues	PP	salt:/ppcmbe2/temple-1914-2#structure6521	all virtues	NP	salt:/ppcmbe2/temple-1914-2#sTok10794	virtues	virtue	NS	Temple, William 	b. 1881, d. 1944 	1914 	temple-1914 	SERMON 	n/a 
salt:/ppcmbe2/thackeray-1855-2#sTok43	no	no	Q	salt:/ppcmbe2/thackeray-1855-2#structure16	*T*-1 Mr Tom Potts showed the orator no mercy	IP	salt:/ppcmbe2/thackeray-1855-2#structure19	no mercy	NP	salt:/ppcmbe2/thackeray-1855-2#sTok44	mercy	mercy	N	Thackeray, William Makepeace 	b. 1811, d. 1863 	1855 	thackeray-1855 	FICTION 	n/a 
salt:/ppcmbe2/thackeray-1855-2#sTok458	all	all	Q	salt:/ppcmbe2/thackeray-1855-2#structure255	of all honest men	PP	salt:/ppcmbe2/thackeray-1855-2#structure256	all honest men	NP	salt:/ppcmbe2/thackeray-1855-2#sTok460	men	man	NS	Thackeray, William Makepeace 	b. 1811, d. 1863 	1855 	thackeray-1855 	FICTION 	n/a 
