1_id	1_span	1_anno_default_ns::lemma	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_default_ns::lemma	4_anno_ptb::pos	meta_Author	meta_Birthdate	meta_Date_of_composition	meta_Filename	meta_Genre	meta_Manuscript
salt:/ppcmbe2/erv-old-1885-1#sTok4120	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure2295	And all flesh *ICH*-1 *ICH*-3 died 0 that *T*-2 moved upon the earth , both fowl , and cattle , and beast , and every creeping thing 0 that *T*-4 creepeth upon the earth , and every man :	IP-MAT	salt:/ppcmbe2/erv-old-1885-1#structure2296	all flesh *ICH*-1 *ICH*-3	NP	salt:/ppcmbe2/erv-old-1885-1#sTok4121	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok4155	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure2313	and every man	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure2314	every man	NP	salt:/ppcmbe2/erv-old-1885-1#sTok4156	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok4787	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure2640	of all flesh , both fowl , and cattle	PP	salt:/ppcmbe2/erv-old-1885-1#structure2641	all flesh , both fowl , and cattle	NP	salt:/ppcmbe2/erv-old-1885-1#sTok4788	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5076	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure2802	and all the fishes of the sea	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure2803	all the fishes of the sea	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5078	fishes	fish	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5284	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure2914	with every living creature 0 that *T*-2 is with you , the fowl , the cattle , and every beast of the earth with you ; of all 0 that *T*-3 go out of the ark , even every beast of the earth	PP	salt:/ppcmbe2/erv-old-1885-1#structure2915	every living creature 0 that *T*-2 is with you , the fowl , the cattle , and every beast of the earth with you ; of all 0 that *T*-3 go out of the ark , even every beast of the earth	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5286	creature	creature	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5340	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure2944	neither shall all flesh be cut off any more by the waters of the flood ;	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-1#structure2945	all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5341	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5392	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure2976	and every living creature 0 that *T*-2 is with you	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure2977	every living creature 0 that *T*-2 is with you	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5394	creature	creature	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5478	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure3026	and every living creature of all flesh	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure3027	every living creature of all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5480	creature	creature	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5482	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3028	of all flesh	PP	salt:/ppcmbe2/erv-old-1885-1#structure3029	all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5483	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5499	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3036	*T*-1 to destroy all flesh	IP	salt:/ppcmbe2/erv-old-1885-1#structure3037	all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5500	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5530	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure3053	and every living creature of all flesh 0 that *T*-1 is upon the earth	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure3054	every living creature of all flesh 0 that *T*-1 is upon the earth	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5532	creature	creature	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5534	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3055	of all flesh	PP	salt:/ppcmbe2/erv-old-1885-1#structure3056	all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5535	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5567	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3077	and all flesh 0 that *T*-2 is upon the earth	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure3078	all flesh 0 that *T*-2 is upon the earth	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5568	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok5852	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3208	And all the days of Noah were nine hundred and fifty years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-1#structure3209	all the days of Noah	NP	salt:/ppcmbe2/erv-old-1885-1#sTok5854	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok6030	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3309	and all their substance 0 that *T*-1 they had gathered	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure3310	all their substance 0 that *T*-1 they had gathered	NP	salt:/ppcmbe2/erv-old-1885-1#sTok6032	substance	substance	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok7041	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure3905	for all the land which 0 *T*-2 thou seest , to thee will I give it	IP	salt:/ppcmbe2/erv-old-1885-1#structure3906	all the land which 0 *T*-2 thou seest	NP	salt:/ppcmbe2/erv-old-1885-1#sTok7043	land	land	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok7356	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure4104	all the country of the Amalekites , and also the Amorites , 0 that *T*-1 dwelt in Hazazon-tamar	NP	salt:/ppcmbe2/erv-old-1885-1#structure4105	all the country of the Amalekites	NP	salt:/ppcmbe2/erv-old-1885-1#sTok7358	country	country	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok10418	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure5860	*T*-2 all the earth shall be filled with the glory of the Lord	IP	salt:/ppcmbe2/erv-old-1885-1#structure5861	all the earth	NP	salt:/ppcmbe2/erv-old-1885-1#sTok10420	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok10433	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure5869	all those men which 0 *T*-3 have seen my glory , and my signs , which 0 *T*-4 I wrought in Egypt and in the wilderness , yet have tempted me these ten times	IP	salt:/ppcmbe2/erv-old-1885-1#structure5870	all those men which 0 *T*-3 have seen my glory , and my signs , which 0 *T*-4 I wrought in Egypt and in the wilderness	NP	salt:/ppcmbe2/erv-old-1885-1#sTok10435	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok10856	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure6115	for every day	PP	salt:/ppcmbe2/erv-old-1885-1#structure6116	every day	NP	salt:/ppcmbe2/erv-old-1885-1#sTok10857	day	day	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok11622	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6551	all thy brethren the sons of Levi with thee	IP	salt:/ppcmbe2/erv-old-1885-1#structure6552	all thy brethren the sons of Levi	NP	salt:/ppcmbe2/erv-old-1885-1#sTok11624	brethren	brother	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok11851	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure6678	and take ye every man his censer ,	IP-IMP-SPE	salt:/ppcmbe2/erv-old-1885-1#structure6680	every man	QP	salt:/ppcmbe2/erv-old-1885-1#sTok11852	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok11870	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure6687	and bring ye before the Lord every man his censer , two hundred and fifty censers	IP	salt:/ppcmbe2/erv-old-1885-1#structure6691	every man	QP	salt:/ppcmbe2/erv-old-1885-1#sTok11871	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok11895	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure6702	And they took every man his censer ,	IP-MAT	salt:/ppcmbe2/erv-old-1885-1#structure6704	every man	QP	salt:/ppcmbe2/erv-old-1885-1#sTok11896	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12015	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6769	of all flesh	PP	salt:/ppcmbe2/erv-old-1885-1#structure6770	all flesh	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12016	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12126	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6826	in all their sins	PP	salt:/ppcmbe2/erv-old-1885-1#structure6827	all their sins	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12128	sins	sin	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12201	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6863	to do all these works	IP	salt:/ppcmbe2/erv-old-1885-1#structure6864	all these works	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12203	works	work	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12231	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6877	of all men	PP	salt:/ppcmbe2/erv-old-1885-1#structure6878	all men	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12232	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12244	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6886	of all men	PP	salt:/ppcmbe2/erv-old-1885-1#structure6887	all men	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12245	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok12362	all	all	Q	salt:/ppcmbe2/erv-old-1885-1#structure6952	and all the men 0 that *T*-2 appertained unto Korah	CONJP	salt:/ppcmbe2/erv-old-1885-1#structure6953	all the men 0 that *T*-2 appertained unto Korah	NP	salt:/ppcmbe2/erv-old-1885-1#sTok12364	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-1#sTok13282	every	every	Q	salt:/ppcmbe2/erv-old-1885-1#structure7461	and *con* took every man his rod .	IP-MAT	salt:/ppcmbe2/erv-old-1885-1#structure7462	every man	QP	salt:/ppcmbe2/erv-old-1885-1#sTok13283	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok968	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure541	And all the days 0 that *T*-1 Adam lived were nine hundred and thirty years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure542	all the days 0 that *T*-1 Adam lived	NP	salt:/ppcmbe2/erv-old-1885-2#sTok970	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1029	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure567	and all the days of Seth were nine hundred and twelve years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure568	all the days of Seth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1031	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1084	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure591	and all the days of Enosh were nine hundred and five years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure592	all the days of Enosh	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1086	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1139	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure615	and all the days of Kenan were nine hundred and ten years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure616	all the days of Kenan	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1141	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1196	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure640	and all the days of Mahalalel were eight hundred ninety and five years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure641	all the days of Mahalalel	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1198	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1255	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure665	<P_5,20G> and all the days of Jared were nine hundred sixty and two years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure666	all the days of Jared	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1257	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1313	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure692	and all the days of Enoch were three hundred sixty and five years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure693	all the days of Enoch	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1315	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1388	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure724	and all the days of Methuselah were nine hundred sixty and nine years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure725	all the days of Methuselah	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1390	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok1488	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure773	and all the days of Lamech were seven hundred seventy and seven years :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure774	all the days of Lamech	NP	salt:/ppcmbe2/erv-old-1885-2#sTok1490	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok2449	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure1250	of all the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure1251	all the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok2451	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok2484	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure1269	of all the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure1270	all the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok2486	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok2502	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure1279	of all the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure1280	all the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok2504	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok3109	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure1583	Behold , to me thou hast given no seed	IP	salt:/ppcmbe2/erv-old-1885-2#structure1588	no seed	NP	salt:/ppcmbe2/erv-old-1885-2#sTok3110	seed	seed	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok4073	every	every	Q	salt:/ppcmbe2/erv-old-1885-2#structure2107	against every man	PP	salt:/ppcmbe2/erv-old-1885-2#structure2108	every man	NP	salt:/ppcmbe2/erv-old-1885-2#sTok4074	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok4092	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure2119	of all his brethren	PP	salt:/ppcmbe2/erv-old-1885-2#structure2120	all his brethren	NP	salt:/ppcmbe2/erv-old-1885-2#sTok4094	brethren	brother	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok4427	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure2316	the land of thy sojournings , all the land of Canaan	NP	salt:/ppcmbe2/erv-old-1885-2#structure2319	all the land of Canaan	NP	salt:/ppcmbe2/erv-old-1885-2#sTok4429	land	land	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok5070	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure2664	And all the men of his house , those born in the house , and those bought with money of the stranger , were circumcised with him .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure2665	all the men of his house , those born in the house , and those bought with money of the stranger	NP	salt:/ppcmbe2/erv-old-1885-2#sTok5072	men	man	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok5930	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure3148	of all the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure3149	all the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok5932	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok6321	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure3356	and tarry all night ,	IP-IMP-SPE	salt:/ppcmbe2/erv-old-1885-2#structure3357	all night	NP	salt:/ppcmbe2/erv-old-1885-2#sTok6322	night	night	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok6358	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure3370	Nay ; but we will abide in the street all night	IP	salt:/ppcmbe2/erv-old-1885-2#structure3374	all night	NP	salt:/ppcmbe2/erv-old-1885-2#sTok6359	night	night	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok7317	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure3889	toward all the land of the Plain	PP	salt:/ppcmbe2/erv-old-1885-2#structure3890	all the land of the Plain	NP	salt:/ppcmbe2/erv-old-1885-2#sTok7319	land	land	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok7480	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure3979	of all the earth	PP	salt:/ppcmbe2/erv-old-1885-2#structure3980	all the earth	NP	salt:/ppcmbe2/erv-old-1885-2#sTok7482	earth	earth	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok7664	both	both	Q	salt:/ppcmbe2/erv-old-1885-2#structure4078	Thus were both the daughters of Lot with child by their father .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure4080	both the daughters of Lot	NP	salt:/ppcmbe2/erv-old-1885-2#sTok7666	daughters	daughter	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok9438	many	many	Q	salt:/ppcmbe2/erv-old-1885-2#structure5065	And Abraham sojourned in the land of the Philistines many days .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure5071	many days	NP	salt:/ppcmbe2/erv-old-1885-2#sTok9439	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok11193	every	every	Q	salt:/ppcmbe2/erv-old-1885-2#structure6095	and every sin offering of theirs	CONJP	salt:/ppcmbe2/erv-old-1885-2#structure6096	every sin offering of theirs	NP	salt:/ppcmbe2/erv-old-1885-2#sTok11194	sin	sin	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok11422	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure6230	of all flesh which 0 *T*-2 they offer unto the Lord , both of *ICH*-3 man and beast	PP	salt:/ppcmbe2/erv-old-1885-2#structure6231	all flesh which 0 *T*-2 they offer unto the Lord , both of *ICH*-3 man and beast	NP	salt:/ppcmbe2/erv-old-1885-2#sTok11423	flesh	flesh	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok12127	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure6642	And ye shall bear no sin by reason of it , when 0 ye have heaved from it the best thereof :	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-2#structure6644	no sin	NP	salt:/ppcmbe2/erv-old-1885-2#sTok12128	sin	sin	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok12544	any	any	Q	salt:/ppcmbe2/erv-old-1885-2#structure6884	of any man	PP	salt:/ppcmbe2/erv-old-1885-2#structure6885	any man	NP	salt:/ppcmbe2/erv-old-1885-2#sTok12545	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok12606	any	any	Q	salt:/ppcmbe2/erv-old-1885-2#structure6917	of any man 0 that *T*-2 is dead	PP	salt:/ppcmbe2/erv-old-1885-2#structure6918	any man 0 that *T*-2 is dead	NP	salt:/ppcmbe2/erv-old-1885-2#sTok12607	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok13095	no	no	Q	salt:/ppcmbe2/erv-old-1885-2#structure7173	And there was no water for the congregation :	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure7175	no water	NP=1	salt:/ppcmbe2/erv-old-1885-2#sTok13096	water	water	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok13219	any	any	Q	salt:/ppcmbe2/erv-old-1885-2#structure7252	neither is there any water 0 *T*-2 to drink .	IP-MAT-SPE	salt:/ppcmbe2/erv-old-1885-2#structure7254	any water 0 *T*-2 to drink	NP=1	salt:/ppcmbe2/erv-old-1885-2#sTok13220	water	water	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok14062	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure7733	even all the House of Israel	IP	salt:/ppcmbe2/erv-old-1885-2#structure7734	even all the House of Israel	NP	salt:/ppcmbe2/erv-old-1885-2#sTok14064	House	house	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok15598	every	every	Q	salt:/ppcmbe2/erv-old-1885-2#structure8609	And ye girded on every man his weapons of war ,	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure8611	every man	QP	salt:/ppcmbe2/erv-old-1885-2#sTok15599	man	man	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok15774	many	many	Q	salt:/ppcmbe2/erv-old-1885-2#structure8691	So ye abode in Kadesh many days , according unto the days 0 that *T*-1 ye abode <font> there <$$font> .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure8696	many days	NP	salt:/ppcmbe2/erv-old-1885-2#sTok15775	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok15829	many	many	Q	salt:/ppcmbe2/erv-old-1885-2#structure8721	and we compassed mount Seir many days .	IP-MAT	salt:/ppcmbe2/erv-old-1885-2#structure8724	many days	NP	salt:/ppcmbe2/erv-old-1885-2#sTok15830	days	day	NS	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
salt:/ppcmbe2/erv-old-1885-2#sTok15994	all	all	Q	salt:/ppcmbe2/erv-old-1885-2#structure8821	in all the work of thy hand	PP	salt:/ppcmbe2/erv-old-1885-2#structure8822	all the work of thy hand	NP	salt:/ppcmbe2/erv-old-1885-2#sTok15996	work	work	N	English Old Testament Revisers 	see Remarks 	1885 	erv-old-1885 	BIBLE 	n/a 
