1_id	1_span	1_anno_default_ns:lemma	1_anno_ptb:pos	1_meta_Author	1_meta_Date_of_composition	1_meta_Filename	1_meta_Genre	1_meta_Manuscript	1_meta_annis:doc	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_default_ns:lemma	4_anno_ptb:pos	5_id	5_span	5_anno_default_ns:lemma	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
23358950	All	all	Q	Anonymous English gentleman 	1791 	anon4-1791 	TRAVELOGUE 	n/a 	anon4-1791-2	23358951	All the stone 0 0 *T*-1 they use for building in the adjacent country is fetched from it	IP-MAT	23358952	All the stone 0 0 *T*-1 they use for building in the adjacent country	NP	23358954	stone	stone	N	23358954	stone	stone	N	23358952	All the stone 0 0 *T*-1 they use for building in the adjacent country	NP	23358952	All the stone 0 0 *T*-1 they use for building in the adjacent country	NP
24299092	all	all	Q	Cobbett, William 	1838 	cobbett-1838 	HANDB OTHER 	n/a 	cobbett-1838-2	24299093	all stone fruits do better budded than grafted	IP	24299094	all stone fruits	NP	24299095	stone	stone	N	24299095	stone	stone	N	24299094	all stone fruits	NP	24299094	all stone fruits	NP
26138182	several	several	Q	Justice, Elizabeth 	1739 	justice-1739 	TRAVELOGUE 	n/a 	justice-1739-2	26138181	with several fine Stones	PP	26138183	several fine Stones	NP	26138185	Stones	stone	NS	26138185	Stones	stone	NS	26138183	several fine Stones	NP	26138183	several fine Stones	NP
26267903	some	some	Q	Knox, John 	1786 (published 1787) 	knox-1786 	TRAVELOGUE 	n/a 	knox-1786-2	26267902	removing some great stones 0 that *T*-2 choak {COM:sic} up the south passage	IP	26267904	some great stones 0 that *T*-2 choak {COM:sic} up the south passage	NP	26267906	stones	stone	NS	26267906	stones	stone	NS	26267904	some great stones 0 that *T*-2 choak {COM:sic} up the south passage	NP	26267904	some great stones 0 that *T*-2 choak {COM:sic} up the south passage	NP
27753977	all	all	Q	Ruskin, John 	1835 	ruskin-1835 	DIARY PRIV 	n/a 	ruskin-1835-1	27753976	for all the stones at the bottom look blue through it .	IP-MAT	27753978	all the stones at the bottom	NP	27753980	stones	stone	NS	27753980	stones	stone	NS	27753978	all the stones at the bottom	NP	27753978	all the stones at the bottom	NP
28153652	every	every	Q	Sturt, George 	1890 	sturt-189x 	DIARY PRIV 	n/a 	sturt-1890-2	28153647	It $is $n't {TEXT:isn't} every stone 0 0 *T*-1 hits the bird aimed at * ,	IP-MAT	28153653	every stone	NP	28153654	stone	stone	N	28153654	stone	stone	N	28153653	every stone	NP	28153653	every stone	NP
28546160	no	no	Q	Victoria, queen of England 	1864-1866 	victoria-186x-official-letters 	LET NON-PRIV 	n/a 	victoria-186x-official-letters-2	28546162	no stone should be <font> left unturned <$$font> to try and * prevent the resumption of hostilities	IP	28546163	no stone	NP	28546164	stone	stone	N	28546164	stone	stone	N	28546163	no stone	NP	28546163	no stone	NP
28764321	few	few	Q	Wesley, John 	1744-1745 	wesley-174x 	DIARY PRIV 	n/a 	wesley-174x-1	28764318	and a few Stones or Pieces of Dirt	CONJP	28764320	a few Stones or Pieces of Dirt	NP	28764322	Stones	stone	NS	28764322	Stones	stone	NS	28764320	a few Stones or Pieces of Dirt	NP	28764320	a few Stones or Pieces of Dirt	NP
