"id";"q_token";"q_lemma";"lemma";"text";"genre";"dialect";"plural";"singular";"count";"semantics";"orig";"oe reflex";"oe class";"oe stem";"oe gender";"period_simple";"period_sorted";"period_main"
"salt:/ppcme2/cmcapchr.m4#sTok5127";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok7620";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok7926";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok7937";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok8058";"euery";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok8765";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok8825";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok8893";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok8934";"no";"no";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok9478";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok9854";"euery";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok10011";"eueri";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok12579";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok12830";"alle";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok14646";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok14990";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok15024";"euery";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok15139";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok19712";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok19768";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok21863";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok22830";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok23926";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok27135";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok29345";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok33272";"Summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok34780";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok35325";"Alle";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok36638";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok36727";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok38187";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok38372";"sum";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok38846";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok39750";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok40719";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok40733";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok41690";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok42825";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok42874";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok43694";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok44780";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok44802";"many";"many";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok44882";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok45696";"many";"many";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok45797";"summe";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok48547";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok49056";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok51141";"ony";"any";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok51397";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok52545";"euery";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok52923";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok53246";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok56852";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok56912";"No";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok58304";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok59213";"All";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok59271";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok60228";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok60258";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok60746";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok61851";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok62327";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok63613";"all";"all";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok63900";"sum";"some";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok64268";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok65950";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok66023";"No";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok66164";"euery";"every";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok66631";"no";"no";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok67207";"many";"many";"man";"CMCAPCHR";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapchr.m4#sTok68177";"ony";"any";"man";"CMCAPCHR";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapser.m4#sTok237";"ony";"any";"man";"CMCAPSER";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapser.m4#sTok841";"sum";"some";"man";"CMCAPSER";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapser.m4#sTok1574";"many";"many";"man";"CMCAPSER";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcapser.m4#sTok1759";"euery";"every";"man";"CMCAPSER";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m4";"h_m4";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok1184";"Alle";"all";"man";"CMCLOUD";"";"EMO";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok1549";"sum";"some";"man";"CMCLOUD";"";"EMO";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok4533";"no";"no";"man";"CMCLOUD";"";"EMO";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok8400";"any";"any";"man";"CMCLOUD";"";"EMO";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok10156";"Alle";"all";"man";"CMCLOUD";"";"EMO";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok15608";"no";"no";"man";"CMCLOUD";"";"EMO";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok15876";"no";"no";"man";"CMCLOUD";"";"EMO";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmcloud.m3#sTok18900";"any";"any";"man";"CMCLOUD";"";"EMO";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok3298";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok3384";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok3564";"many";"many";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok3719";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok4105";"som";"some";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok7323";"any";"any";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok9121";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok9882";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok10465";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok11326";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok11936";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok14082";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok14465";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok15957";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok15986";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok16622";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok16842";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok17757";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok17799";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok20743";"alle";"all";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok21082";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok21233";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctmeli.m3#sTok21315";"everi";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok55";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok2346";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok2842";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok7324";"any";"any";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok7814";"many";"many";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok8721";"alle";"all";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok10994";"many";"many";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok11434";"noon";"none";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok11814";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok14340";"many";"many";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok14829";"many";"many";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok15008";"noon";"none";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok15631";"Som";"some";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok17739";"som";"some";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok17885";"any";"any";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok19519";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok20838";"any";"any";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok22158";"every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok26217";"Every";"every";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok26736";"som";"some";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok26742";"som";"some";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok30220";"many";"many";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok30652";"any";"any";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok32507";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok33196";"no";"no";"man";"CMCTPROS";"";"EML";0;1;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmctpars.m3#sTok33233";"many";"many";"man";"CMCTPROS";"";"EML";1;0;"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
