id;lemma;text;genre;dialect;plural;singular;count;semantics;orig;oe reflex;oe class;oe stem;oe gender;period_simple;period_sorted;period_main
ale-1;ale;coaelhom.o3;Homilies;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-2;ale;coblick.o23;Biography, Lives;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-3;ale;coboeth.o2;Philosophy;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-4;ale;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-5;ale;cochdrul;Rule;;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-6;ale;cochdrul;Rule;;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-7;ale;cochdrul;Rule;;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-8;ale;cochdrul;Rule;;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-9;ale;cochronE.o34;History;West Saxon/X;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-10;ale;cochronE.o34;History;West Saxon/X;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-11;ale;codicts.o34;Philosophy;West Saxon/X;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-12;ale;codocu1.o1;Charters and Wills;Anglian Mercian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o1;b_o1;a_oe
ale-13;ale;codocu1.o1;Charters and Wills;Kentish;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o1;b_o1;a_oe
ale-14;ale;codocu3.o23;Charters and Wills;Anglian Mercian/X;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-15;ale;codocu3.o3;Charters and Wills;Anglian/X;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
ale-16;ale;coherbar;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-17;ale;coherbar;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-18;ale;coherbar;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;?;a_o?;a_oe
ale-19;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-20;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-21;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-22;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-23;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-24;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-25;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-26;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-27;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-28;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-29;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-30;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-31;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-32;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-33;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-34;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-35;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-36;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-37;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-38;ale;colacnu.o23;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-39;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-40;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-41;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-42;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-43;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-44;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-45;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-46;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-47;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-48;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-49;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-50;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-51;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-52;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-53;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-54;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-55;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-56;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-57;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-58;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-59;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-60;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-61;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-62;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-63;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-64;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-65;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-66;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-67;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-68;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-69;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-70;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-71;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-72;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-73;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-74;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-75;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-76;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-77;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-78;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-79;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-80;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-81;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-82;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-83;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-84;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-85;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-86;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-87;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-88;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-89;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-90;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-91;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-92;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-93;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-94;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-95;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-96;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-97;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-98;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-99;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-100;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-101;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-102;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-103;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-104;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-105;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-106;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-107;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-108;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-109;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-110;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-111;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-112;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-113;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-114;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-115;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-116;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-117;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-118;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-119;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-120;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-121;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-122;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-123;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-124;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-125;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-126;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-127;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-128;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-129;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-130;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-131;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-132;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-133;ale;colaece.o2;Handbooks, medicine;West Saxon/Anglian;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-134;ale;colawine.ox2;Laws;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-135;ale;coorosiu.o2;History;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-136;ale;coorosiu.o2;History;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-137;ale;coorosiu.o2;History;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o2;c_o2;a_oe
ale-138;ale;cootest.o3;Bible;West Saxon;0;1;u;s;G;ealu;Weak;Stems in -þ;N;o3;d_o3;a_oe
attor_poison-1;attor_poison;coaelhom.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-2;attor_poison;coaelhom.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-3;attor_poison;coaelhom.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-4;attor_poison;coaelive.o3;Biography, lives;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-5;attor_poison;coaelive.o3;Biography, lives;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-6;attor_poison;coaelive.o3;Biography, lives;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-7;attor_poison;coaelive.o3;Biography, lives;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-8;attor_poison;coaelive.o3;Biography, lives;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-9;attor_poison;coalex.o23;Travelogue;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-10;attor_poison;coapollo.o3;Fiction;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-11;attor_poison;coapollo.o3;Fiction;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-12;attor_poison;cobede.o2;History;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-13;attor_poison;cobede.o2;History;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-14;attor_poison;cobede.o2;History;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-15;attor_poison;cobede.o2;History;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-16;attor_poison;cobede.o2;History;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-17;attor_poison;coblick.o23;Homilies;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-18;attor_poison;coblick.o23;Biography, Lives;West Saxon/Anglian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-19;attor_poison;cocathom1.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-20;attor_poison;cocathom1.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-21;attor_poison;cocathom1.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-22;attor_poison;cocathom1.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-23;attor_poison;cocathom1.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-24;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-25;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-26;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-27;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-28;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-29;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-30;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-31;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-32;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-33;attor_poison;cocathom2.o3;Homilies;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o3;d_o3;a_oe
attor_poison-34;attor_poison;cochdrul;Rule;;1;0;u;s;G;attor;Strong;A-Stem;N;?;a_o?;a_oe
attor_poison-35;attor_poison;cocura.o2;Religious treatise;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-36;attor_poison;cocura.o2;Religious treatise;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-37;attor_poison;cocura.o2;Religious treatise;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-38;attor_poison;cocura.o2;Religious treatise;West Saxon;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-39;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-40;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-41;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-42;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-43;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-44;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-45;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;1;0;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-46;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
attor_poison-47;attor_poison;cogregdC.o24;Biography, lives;West Saxon/Anglian Mercian;0;1;u;s;G;attor;Strong;A-Stem;N;o2;c_o2;a_oe
