"id";"token";"lemma";"anno_ptb::pos";"author";"birthdate";"date_of_composition";"filename";"genre";"manuscript";"period";"plural";"singular";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"salt:/ppcmbe2/adams-1787-2#sTok427";"names";"name";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok712";"names";"name";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok838";"work";"work";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok1603";"years";"year";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok2324";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok3527";"years";"year";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok4721";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok5932";"name";"name";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok6761";"name";"name";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok6823";"work";"work";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok6843";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok6865";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok6884";"years";"year";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok7004";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok7619";"years";"year";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok7705";"days";"day";"NS";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok8106";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok9330";"name";"name";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/adams-1787-2#sTok10420";"year";"year";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/adams-1787-2#sTok10435";"name";"name";"N";"Adams, George ";"b. 1750, d. 1795 ";"1787 ";"adams-1787 ";"SCIENCE OTHER ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/albin-1736-1#sTok984";"night";"night";"N";"Albin, Eleazar ";"b. ?, fl. 1713, d. 1759 ";"1736 ";"albin-1736 ";"SCIENCE OTHER ";"n/a ";"l1";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/albin-1736-1#sTok1113";"years";"year";"NS$";"Albin, Eleazar ";"b. ?, fl. 1713, d. 1759 ";"1736 ";"albin-1736 ";"SCIENCE OTHER ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/albin-1736-1#sTok6579";"night";"night";"N";"Albin, Eleazar ";"b. ?, fl. 1713, d. 1759 ";"1736 ";"albin-1736 ";"SCIENCE OTHER ";"n/a ";"l1";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/albin-1736-1#sTok11716";"days";"day";"NS";"Albin, Eleazar ";"b. ?, fl. 1713, d. 1759 ";"1736 ";"albin-1736 ";"SCIENCE OTHER ";"n/a ";"l1";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok284";"name";"name";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok558";"years";"year";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok1218";"work";"work";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok1598";"Years";"year";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok3514";"years";"year";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok4948";"day";"day";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok5410";"work";"work";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok6121";"years";"year";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok6455";"day";"day";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok6925";"wisdom";"wisdom";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"wisdom";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok7306";"year";"year";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok7436";"evils";"evil";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok8113";"work";"work";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok8391";"day";"day";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok10037";"work";"work";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok10171";"day";"day";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews1-1785-2#sTok10196";"love";"love";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"lufu";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/andrews1-1785-2#sTok10767";"years";"year";"NS";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews1-1785-2#sTok10874";"name";"name";"N";"Andrews, John ";"b. 1736, d. 1809 ";"1785-1786 ";"andrews1-1785 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok234";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok480";"name";"name";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok1006";"day";"day";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok1008";"doom";"doom";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"dom";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok1752";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok2147";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok2189";"work";"work";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok2249";"night";"night";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok3312";"evil";"evil";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"yfel";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok4233";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok5031";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok5049";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok6113";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok6207";"name";"name";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok6221";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok6251";"days";"day";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok6506";"year";"year";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok7315";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok7486";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok7741";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok8126";"years";"year";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/andrews2-1796-2#sTok8921";"days";"day";"NS";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";1;0;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok9510";"name";"name";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"salt:/ppcmbe2/andrews2-1796-2#sTok11244";"work";"work";"N";"Andrews, James Pettit ";"b. 1737?, 1797 ";"1796 ";"andrews-1796 ";"HISTORY ";"n/a ";"l2";0;1;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok263";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok294";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok1388";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok1726";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok2072";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok2262";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok2401";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok3767";"love";"love";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"u";"a";"G";"lufu";"Strong";"O-Stem";"F"
"salt:/ppcmbe2/anon1-1711-1#sTok4056";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4145";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4149";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4163";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4194";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4227";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4252";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4269";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4275";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4298";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4384";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4477";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4499";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4778";"Works";"work";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok4787";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok5277";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok5379";"Years";"year";"NS";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok5478";"Night";"night";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok5521";"Years";"year";"NS$";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6036";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6040";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6275";"Day";"day";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/anon1-1711-1#sTok6609";"Night";"night";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6810";"Night";"night";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6820";"Day";"day";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/anon1-1711-1#sTok6838";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok6938";"Year";"year";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"salt:/ppcmbe2/anon1-1711-1#sTok7118";"Day";"day";"N";"anonymous (see Remarks) ";"b. ?, d. ? ";"1711 ";"anon1-1711 ";"EDUC TREAT ";"n/a ";"l1";0;1;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"salt:/ppcmbe2/anon2-1732-2#sTok239";"Names";"name";"NS";"Anonymous author of 'The index-writer' ";"? ";"1732 ";"anon2-1732 ";"EDUC TREAT ";"n/a ";"l1";1;0;"c";"a";"G";"nama";"Weak";"N-Stem";"M"
