"id";"q_token";"q_form";"q_lemma";"noun_id";"token";"oe_lemma";"lemma";"context_id";"context";"noun_pos";"q_pos";"context_cat";"cameron_number";"doe_short_title";"dialect";"edition";"genre";"latin_translation";"manuscript";"manuscript_date";"remarks";"sawyer_number";"word_count";"filename";"period";"text_name";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ycoe/coblick.o23#sTok42471";"eal";"eal";"all";"salt:/ycoe/coblick.o23#sTok42473";"folc";"folc";"folk";"salt:/ycoe/coblick.o23#structure24731";"eal Iudea folc";"N^N";"Q^N";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coblick.o23#sTok45059";"eall";"eal";"all";"salt:/ycoe/coblick.o23#sTok45061";"folc";"folc";"folk";"salt:/ycoe/coblick.o23#structure26313";"eall þæt folc";"N^N";"Q^N";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coblick.o23#sTok45259";"eallum";"eal";"all";"salt:/ycoe/coblick.o23#sTok45261";"folce";"folc";"folk";"salt:/ycoe/coblick.o23#structure26420";"eallum þæm folce";"N^D";"Q^D";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coblick.o23#sTok46458";"eallum";"eal";"all";"salt:/ycoe/coblick.o23#sTok46459";"folce";"folc";"folk";"salt:/ycoe/coblick.o23#structure27131";"eallum folce";"N^D";"Q^D";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coblick.o23#sTok46621";"eal";"eal";"all";"salt:/ycoe/coblick.o23#sTok46622";"folc";"folc";"folk";"salt:/ycoe/coblick.o23#structure27232";"eal folc Romwara";"N^N";"Q^N";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coblick.o23#sTok52047";"eal";"eal";"all";"salt:/ycoe/coblick.o23#sTok52049";"folc";"folc";"folk";"salt:/ycoe/coblick.o23#structure30450";"eal þæt folc";"N^N";"Q^N";"NP";"HomS: B3.2.8, B3.2.10, B3.2.14, B3.2.17, B3.2.21, B3.2.26, B3.2.40.5, B3.2.46, B.3.2.47 HomU: B3.4.18, B3.4.19, B3.4.20 LS: B3.3.1.2, B3.3.12, B3.3.17.2, B3.3.20, B3.3.25, B3.3.32";"HomS (BlHom 2-7, 9, 11-12)HomU (BlHom 1, 8, 10)LS (BlHom 13-15, 17(MichaelMor), 17(MartinMor), 19)";"West Saxon/Anglian";"Morris, Richard. 1967 (1874-1880). \"The Blickling Homilies.\" EETS 58, 63, 73. London: Trübner.";"LS: Biography, Lives";"No";"Collection of W.H.Scheide, Titusville [Princeton. N.J.]";"s. x/xi";"";"";"42,506";"coblick.o23";"o23";"Blickling Homilies";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coboeth.o2#sTok16505";"eall";"eal";"all";"salt:/ycoe/coboeth.o2#sTok16506";"folc";"folc";"folk";"salt:/ycoe/coboeth.o2#structure9933";"eall folc";"N^A";"Q^A";"NP";"B9.3";"Bo";"West Saxon";"Sedgefield, Walter John. 1899. \"King Alfred's Old English Version of Boethius de Consolatione Philosophiae.\" Oxford: Clarendon Press. Reprinted Darmstadt 1968.";"Philosophy";"Body: Yes";"London, British Museum, Cotton Otho A.VI";"s. x med.";"";"";"48,443";"coboeth.o2";"o2";"Boethius, Consolation of Philosophy";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coboeth.o2#sTok17264";"manegum";"manig";"many";"salt:/ycoe/coboeth.o2#sTok17265";"folce";"folc";"folk";"salt:/ycoe/coboeth.o2#structure10413";"manegum folce";"N^D";"Q^D";"NP";"B9.3";"Bo";"West Saxon";"Sedgefield, Walter John. 1899. \"King Alfred's Old English Version of Boethius de Consolatione Philosophiae.\" Oxford: Clarendon Press. Reprinted Darmstadt 1968.";"Philosophy";"Body: Yes";"London, British Museum, Cotton Otho A.VI";"s. x med.";"";"";"48,443";"coboeth.o2";"o2";"Boethius, Consolation of Philosophy";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coboeth.o2#sTok17337";"ealles";"eal";"all";"salt:/ycoe/coboeth.o2#sTok17339";"folces";"folc";"folk";"salt:/ycoe/coboeth.o2#structure10459";"ealles ðæs folces";"N^G";"Q^G";"NP";"B9.3";"Bo";"West Saxon";"Sedgefield, Walter John. 1899. \"King Alfred's Old English Version of Boethius de Consolatione Philosophiae.\" Oxford: Clarendon Press. Reprinted Darmstadt 1968.";"Philosophy";"Body: Yes";"London, British Museum, Cotton Otho A.VI";"s. x med.";"";"";"48,443";"coboeth.o2";"o2";"Boethius, Consolation of Philosophy";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coboeth.o2#sTok27479";"ealles";"eal";"all";"salt:/ycoe/coboeth.o2#sTok27481";"folces";"folc";"folk";"salt:/ycoe/coboeth.o2#structure16453";"ealles his folces";"N^G";"Q^G";"NP";"B9.3";"Bo";"West Saxon";"Sedgefield, Walter John. 1899. \"King Alfred's Old English Version of Boethius de Consolatione Philosophiae.\" Oxford: Clarendon Press. Reprinted Darmstadt 1968.";"Philosophy";"Body: Yes";"London, British Museum, Cotton Otho A.VI";"s. x med.";"";"";"48,443";"coboeth.o2";"o2";"Boethius, Consolation of Philosophy";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/coboeth.o2#sTok48700";"micel";"micel";"much";"salt:/ycoe/coboeth.o2#sTok48701";"folc";"folc";"folk";"salt:/ycoe/coboeth.o2#structure29192";"micel folc";"N^N";"Q^N";"NP";"B9.3";"Bo";"West Saxon";"Sedgefield, Walter John. 1899. \"King Alfred's Old English Version of Boethius de Consolatione Philosophiae.\" Oxford: Clarendon Press. Reprinted Darmstadt 1968.";"Philosophy";"Body: Yes";"London, British Museum, Cotton Otho A.VI";"s. x med.";"";"";"48,443";"coboeth.o2";"o2";"Boethius, Consolation of Philosophy";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o2";"c_o2";"a_oe"
"salt:/ycoe/cobyrhtf.o3#sTok8521";"ealles";"eal";"all";"salt:/ycoe/cobyrhtf.o3#sTok8522";"folces";"folc";"folk";"salt:/ycoe/cobyrhtf.o3#structure3016";"ealles folces";"N^G";"Q^G";"NP";"B20.20.1";"ByrM 1";"West Saxon";"Baker, Peter S. and Michael Lapidge 1995. \"Byrhtferth's Enchiridion.\" EETS s.s. 15. Oxford: OUP.";"Science";"Yes";"Oxford, Bodleian, Ashmole 328";"s. xi med.";"Sample, pp. 1-74";"";"10,243";"cobyrhtf.o3";"o3";"Byrhtferth's Manual";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocanedgD#sTok29";"eal";"eal";"all";"salt:/ycoe/cocanedgD#sTok31";"folc";"folc";"folk";"salt:/ycoe/cocanedgD#structure24";"eal cristen folc";"N^A";"Q^A";"NP";"B13.1.1.1";"WCan 1.1.1";"";"Fowler, Roger. 1972. \"Wulfstan's Canons of Edgar.\" EETS 266. London: OUP.";"Ecclesiastical laws";"No";"Cambridge, Corpus Christi College 201";"s. xi in.";"";"";"1,765";"cocanedgD";"?";"Canons of Edgar";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"?";"a_o?";"a_oe"
"salt:/ycoe/cocanedgD#sTok1580";"eal";"eal";"all";"salt:/ycoe/cocanedgD#sTok1581";"folc";"folc";"folk";"salt:/ycoe/cocanedgD#structure1038";"eal folc";"N^A";"Q^A";"NP";"B13.1.1.1";"WCan 1.1.1";"";"Fowler, Roger. 1972. \"Wulfstan's Canons of Edgar.\" EETS 266. London: OUP.";"Ecclesiastical laws";"No";"Cambridge, Corpus Christi College 201";"s. xi in.";"";"";"1,765";"cocanedgD";"?";"Canons of Edgar";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"?";"a_o?";"a_oe"
"salt:/ycoe/cocanedgX#sTok16";"eall";"eal";"all";"salt:/ycoe/cocanedgX#sTok18";"folc";"folc";"folk";"salt:/ycoe/cocanedgX#structure14";"eall cristen folc";"N^A";"Q^A";"NP";"B13.1.1.2";"WCan 1.1.2";"West Saxon";"Fowler, Roger. 1972. \"Wulfstan's Canons of Edgar.\" EETS 266. London: OUP.";"Ecclesiastical laws";"No";"Oxford, Bodleian, Junius 121";"xi 3rd quarter";"";"";"2,118";"cocanedgX";"?";"Canons of Edgar";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"?";"a_o?";"a_oe"
"salt:/ycoe/cocanedgX#sTok1594";"eall";"eal";"all";"salt:/ycoe/cocanedgX#sTok1595";"folc";"folc";"folk";"salt:/ycoe/cocanedgX#structure1008";"eall folc";"N^A";"Q^A";"NP";"B13.1.1.2";"WCan 1.1.2";"West Saxon";"Fowler, Roger. 1972. \"Wulfstan's Canons of Edgar.\" EETS 266. London: OUP.";"Ecclesiastical laws";"No";"Oxford, Bodleian, Junius 121";"xi 3rd quarter";"";"";"2,118";"cocanedgX";"?";"Canons of Edgar";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"?";"a_o?";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok5071";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok5072";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure2906";"eallum folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok6410";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok6411";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure3683";"eallum folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok11635";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok11636";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure6678";"ealles folces";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok14201";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok14203";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure8145";"eallum ðam folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok21473";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok21475";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure12236";"ealles hæðenes folces . 0 þe *T*-2 wurdon to Gode gebigede þurh þæra apostola *ICH*-3 lare 0 þe *T*-4 wæron iudeiscre þeode";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok28149";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok28150";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure16038";"ealles folces";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok29717";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok29718";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure16920";"ealles folces";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok29906";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok29908";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure17031";"ealles gelyfedes folces";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok31962";"eal";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok31964";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure18168";"eal þæt folc 0 þe *T*-1 þæt wundor geseah";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok34889";"eal";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok34890";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure19826";"eal folc";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok34912";"eal";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok34913";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure19841";"eal folc 0 þe *T*-1 þæt wundor geseah";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok39860";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok39862";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure22638";"eallum cristenum folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok45689";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok45691";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure25863";"ealles oðres folces 0 þe *T*-1 wæs þa gyt hæðen & ungetemed";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok70992";"eall";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok70994";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure40234";"eall þæt folc";"N^A";"Q^A";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok75553";"eall";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok75555";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure42803";"eall Israhela folc";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok86760";"eall";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok86762";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure49104";"eall cristen folc : 0 þe *T*-1 sceal mid neadunge . & strecum mode þæt heofonlice rice geearnian";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok91119";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok91121";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure51670";"eallum his folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok91138";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok91139";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure51681";"eallum folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok91338";"ealles";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok91339";"folces";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure51799";"ealles folces";"N^G";"Q^G";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok91717";"eallum";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok91719";"folce";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure52017";"eallum ðam folce";"N^D";"Q^D";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cocathom1.o3#sTok91794";"eall";"eal";"all";"salt:/ycoe/cocathom1.o3#sTok91798";"folc";"folc";"folk";"salt:/ycoe/cocathom1.o3#structure52061";"eall þæs wælhreowan caseres folc";"N^N";"Q^N";"NP";"B1.1.2 - B1.1.42";"ÆCHom I";"West Saxon";"Clemoes, P. 1997. \"Ælfric's Catholic Homilies: The First Series.\" EETS s.s. 17. Oxford: OUP.";"Homilies";"No";"Cambridge, University Library, Gg.3.28";"s. x/xi";"";"";"106,173";"cocathom1.o3";"o3";"Ælfric's  Catholic Homilies I";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"o3";"d_o3";"a_oe"
