"id";"q_token";"q_form";"q_lemma";"noun_id";"token";"oe_lemma";"lemma";"context_id";"context";"noun_pos";"q_pos";"context_cat";"cameron_number";"doe_short_title";"dialect";"edition";"genre";"latin_translation";"manuscript";"manuscript_date";"remarks";"sawyer_number";"word_count";"filename";"period";"text_name";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ycoe/coverhom#sTok4528";"sum";"sum";"some";"salt:/ycoe/coverhom#sTok4529";"man";"man";"man";"salt:/ycoe/coverhom#structure2544";"sum man Aremaððia þære byrig";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok5309";"ealra";"eal";"all";"salt:/ycoe/coverhom#sTok5310";"manna";"man";"man";"salt:/ycoe/coverhom#structure2981";"ealra manna";"N^G";"Q^G";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok6800";"æghwylcum";"ǽg-hwilc";"which";"salt:/ycoe/coverhom#sTok6801";"men";"man";"man";"salt:/ycoe/coverhom#structure3960";"æghwylcum men";"N^D";"Q^D";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok7073";"ænig";"ǽnig";"any";"salt:/ycoe/coverhom#sTok7074";"man";"man";"man";"salt:/ycoe/coverhom#structure4126";"ænig man";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok8029";"eallum";"eal";"all";"salt:/ycoe/coverhom#sTok8031";"mannum";"man";"man";"salt:/ycoe/coverhom#structure4674";"eallum geleaffullum mannum";"N^D";"Q^D";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok9300";"ænig";"ǽnig";"any";"salt:/ycoe/coverhom#sTok9301";"man";"man";"man";"salt:/ycoe/coverhom#structure5401";"ænig man 0 þæt *T*-1 to þæs mycel *ICH*-2 age þæt he ne scyle his unwillan alætan his æhta & on unmyrhðe his lif geendian";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok12046";"ælces";"ǽlc";"each";"salt:/ycoe/coverhom#sTok12047";"mannes";"man";"man";"salt:/ycoe/coverhom#structure7020";"ælces mannes";"N^G";"Q^G";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok14168";"æniges";"ǽnig";"any";"salt:/ycoe/coverhom#sTok14169";"mannes";"man";"man";"salt:/ycoe/coverhom#structure8278";"æniges mannes";"N^G";"Q^G";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok14424";"ænig";"ǽnig";"any";"salt:/ycoe/coverhom#sTok14425";"man";"man";"man";"salt:/ycoe/coverhom#structure8421";"ænig man";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok14843";"æghwylc";"ǽg-hwilc";"which";"salt:/ycoe/coverhom#sTok14844";"mann";"man";"man";"salt:/ycoe/coverhom#structure8669";"æghwylc mann";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok15912";"æghwylc";"ǽg-hwilc";"which";"salt:/ycoe/coverhom#sTok15913";"man";"man";"man";"salt:/ycoe/coverhom#structure9308";"æghwylc man";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok15919";"ealle";"eal";"all";"salt:/ycoe/coverhom#sTok15920";"men";"man";"man";"salt:/ycoe/coverhom#structure9312";"ealle men *ICH*-1";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok15937";"ænegum";"ǽnig";"any";"salt:/ycoe/coverhom#sTok15938";"men";"man";"man";"salt:/ycoe/coverhom#structure9323";"ænegum men";"N^D";"Q^D";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhom#sTok16182";"ealle";"eal";"all";"salt:/ycoe/coverhom#sTok16183";"men";"man";"man";"salt:/ycoe/coverhom#structure9474";"ealle men";"N^N";"Q^N";"NP";"HomS: B3.2.1, B3.2.2, B3.2.3, B3.2.4, B3.2.11.5, B3.2.24, B3.2.34, B3.2.36, B3.2.38, B3.2.39, B3.2.40.6, B3.2.43 HomU: B3.3.6, B3.4.7, B3.4.8, B3.4.9, B3.4.10, B3.4.11 HomM: B3.5.11, B3.5.13 LS: B3.3.17.3, B3.3.19";"HomS (ScraggVerc 1, 3, 5, 8, 9, 10, 11, 12, 13, 16, 19, 20)HomU (ScraggVerc 2, 4, 6, 7, 15, 22)HomM (ScraggVerc 14, 21)LS (ScraggVerc 17, 18)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"LS: Biography, Lives";"?";"Vercelli, Biblioteca Capitolare, CXVII";"s. x2";"";"";"45,674";"coverhom";"?";"Vercelli Homilies";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhomE#sTok3463";"ænigne";"ǽnig";"any";"salt:/ycoe/coverhomE#sTok3464";"man";"man";"man";"salt:/ycoe/coverhomE#structure2060";"ænigne man";"N^A";"Q^A";"NP";"B3.2.24.1";"HomS 24.1 (Scragg)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"Homilies";"?";"Oxford, Bodleian, Bodley 340 and 342";"s. xi in.";"";"";"4,463";"coverhomE";"?";"Vercelli Homilies, Homily I";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhomE#sTok5705";"sum";"sum";"some";"salt:/ycoe/coverhomE#sTok5708";"man";"man";"man";"salt:/ycoe/coverhomE#structure3339";"sum rice *ICH*-2 man & æðele";"N^N";"Q^N";"NP";"B3.2.24.1";"HomS 24.1 (Scragg)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"Homilies";"?";"Oxford, Bodleian, Bodley 340 and 342";"s. xi in.";"";"";"4,463";"coverhomE";"?";"Vercelli Homilies, Homily I";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhomE#sTok5785";"sum";"sum";"some";"salt:/ycoe/coverhomE#sTok5787";"man";"man";"man";"salt:/ycoe/coverhomE#structure3387";"sum mære man";"N^N";"Q^N";"NP";"B3.2.24.1";"HomS 24.1 (Scragg)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"Homilies";"?";"Oxford, Bodleian, Bodley 340 and 342";"s. xi in.";"";"";"4,463";"coverhomE";"?";"Vercelli Homilies, Homily I";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/coverhomL#sTok474";"æniges";"ǽnig";"any";"salt:/ycoe/coverhomL#sTok475";"monnes";"man";"man";"salt:/ycoe/coverhomL#structure299";"æniges monnes";"N^G";"Q^G";"NP";"B3.4.15.1";"HomU 15.1 (Scragg)";"";"Scragg, D.G. 1992. \"The Vercelli Homilies and Related Texts.\" EETS 300. Oxford: OUP.";"Homilies";"?";"Oxford, Bodleian, Hatton 115";"s. xi2";"";"";"1,986";"coverhomL";"?";"Vercelli Homilies, Homily IX";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/covinsal#sTok27";"sum";"sum";"some";"salt:/ycoe/covinsal#sTok29";"man";"man";"man";"salt:/ycoe/covinsal#structure16";"sum æðele man *ICH*-3";"N^N";"Q^N";"NP";"B8.5.4.1";"VSal (1)";"";"Cross, J.E. 1996. \"Two Old English Apocrypha and Their Manuscript Source: The Gospel of Nichodemus and The Avenging of the Saviour, with contributions by Denis Brearley, Julia Crick, Thomas Hall and Andy Orchard.\" Cambridge Studies in Anglo-Saxon England 19: 249-93. Cambridge: CUP.";"Apocrypha";"Yes";"Cambridge, University Library, Ii.2.11";"s. xi (3rd quarter)";"";"";"3,655";"covinsal";"?";"Vindicta Salvatoris";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/covinsal#sTok131";"sum";"sum";"some";"salt:/ycoe/covinsal#sTok132";"man";"man";"man";"salt:/ycoe/covinsal#structure71";"sum man *ICH*-2";"N^N";"Q^N";"NP";"B8.5.4.1";"VSal (1)";"";"Cross, J.E. 1996. \"Two Old English Apocrypha and Their Manuscript Source: The Gospel of Nichodemus and The Avenging of the Saviour, with contributions by Denis Brearley, Julia Crick, Thomas Hall and Andy Orchard.\" Cambridge Studies in Anglo-Saxon England 19: 249-93. Cambridge: CUP.";"Apocrypha";"Yes";"Cambridge, University Library, Ii.2.11";"s. xi (3rd quarter)";"";"";"3,655";"covinsal";"?";"Vindicta Salvatoris";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/covinsal#sTok1531";"mænige";"manig";"many";"salt:/ycoe/covinsal#sTok1533";"men";"man";"man";"salt:/ycoe/covinsal#structure896";"mænige oðre men";"N^N";"Q^N";"NP";"B8.5.4.1";"VSal (1)";"";"Cross, J.E. 1996. \"Two Old English Apocrypha and Their Manuscript Source: The Gospel of Nichodemus and The Avenging of the Saviour, with contributions by Denis Brearley, Julia Crick, Thomas Hall and Andy Orchard.\" Cambridge Studies in Anglo-Saxon England 19: 249-93. Cambridge: CUP.";"Apocrypha";"Yes";"Cambridge, University Library, Ii.2.11";"s. xi (3rd quarter)";"";"";"3,655";"covinsal";"?";"Vindicta Salvatoris";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/covinsal#sTok2554";"ænig";"ǽnig";"any";"salt:/ycoe/covinsal#sTok2555";"man";"man";"man";"salt:/ycoe/covinsal#structure1508";"ænig man *ICH*-4";"N^N";"Q^N";"NP";"B8.5.4.1";"VSal (1)";"";"Cross, J.E. 1996. \"Two Old English Apocrypha and Their Manuscript Source: The Gospel of Nichodemus and The Avenging of the Saviour, with contributions by Denis Brearley, Julia Crick, Thomas Hall and Andy Orchard.\" Cambridge Studies in Anglo-Saxon England 19: 249-93. Cambridge: CUP.";"Apocrypha";"Yes";"Cambridge, University Library, Ii.2.11";"s. xi (3rd quarter)";"";"";"3,655";"covinsal";"?";"Vindicta Salvatoris";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"?";"a_o?";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok6197";"manegra";"manig";"many";"salt:/ycoe/cowsgosp.o3#sTok6198";"manna";"man";"man";"salt:/ycoe/cowsgosp.o3#structure3735";"manegra manna";"N^G";"Q^G";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok7841";"eallum";"eal";"all";"salt:/ycoe/cowsgosp.o3#sTok7842";"mannum";"man";"man";"salt:/ycoe/cowsgosp.o3#structure4704";"eallum mannum";"N^D";"Q^D";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok8380";"lytylra";"lytel";"little";"salt:/ycoe/cowsgosp.o3#sTok8381";"manna";"man";"man";"salt:/ycoe/cowsgosp.o3#structure5039";"þyssa lytylra manna";"N^G";"Q^G";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok14487";"ænegum";"ǽnig";"any";"salt:/ycoe/cowsgosp.o3#sTok14488";"menn";"man";"man";"salt:/ycoe/cowsgosp.o3#structure8703";"ænegum menn";"N^D";"Q^D";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok14924";"sum";"sum";"some";"salt:/ycoe/cowsgosp.o3#sTok14925";"mann";"man";"man";"salt:/ycoe/cowsgosp.o3#structure8971";"sum mann";"N^N";"Q^N";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
"salt:/ycoe/cowsgosp.o3#sTok15639";"hwylc";"hwilc";"which";"salt:/ycoe/cowsgosp.o3#sTok15640";"mann";"man";"man";"salt:/ycoe/cowsgosp.o3#structure9416";"hwylc mann";"N^N";"Q^N";"NP";"B8.4.3.1, B8.4.3.2, B8.4.3.3, B8.4.3.4";"Mt (WSCp), Mk (WSCp), Lk (WSCp), Jn (WSCp)";"West Saxon";"Skeat, Walter William. 1871-1887. \"The Four Gospels in Anglo-Saxon, Northumbrian and Old Mercian Versions.\" Cambridge: CUP. Reprinted Darmstadt 1970.";"Bible";"Yes";"Cambridge, Corpus Christi College, 140";"s. xi1";"";"";"71,104";"cowsgosp.o3";"o3";"West-Saxon Gospels";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"o3";"d_o3";"a_oe"
