"corpus";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"Author";"Birthdate";"Date_of_composition";"Filename";"Genre";"Manuscript";"composition_year";"period_simple";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10244";"a";"a";"him have a wife";"IP";"wife";"wife";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10298";"The";"the";"The King resolved to give her the meeting in Catalonia .";"IP-MAT";"King";"king";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"G";"cyning";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10406";"a";"a";"a very young wife , and a very uxorious husband";"NP";"wife";"wife";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10421";"the";"the";"the daughter of a French peer , and the widow of a Spanish grandee";"NP";"daughter";"daughter";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"G";"dohtor";"Irregular";"Stem in -r";"F"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10655";"the";"the";"no person whom 0 she wished *T*-1 to attach could long resist the graces of her manners and of her conversation";"IP";"graces";"grace";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10759";"the";"the";"*T*-10 the King took part with the Queen";"IP";"King";"king";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"G";"cyning";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1833-2#sTok10863";"the";"the";"by the Emperor";"PP";"Emperor";"emperor";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1833";"macaulay-1833";"HISTORY";"n/a";1833;"l3";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok86";"a";"a";"to a son named Joseph , who 0 *T*-1 succeeded to all the lands of the family , while 0 James was cut off with a shilling";"PP";"son";"son";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"sunu";"Strong";"U-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok97";"the";"the";"to all the lands of the family";"PP";"lands";"land";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"land";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok114";"The";"the";"The favourite son , however , was so extravagant , that he soon became as poor as his disinherited brother .";"IP-MAT";"son";"son";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"sunu";"Strong";"U-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok188";"a";"a";"Here he had a son , named Charles , well known as the author of the History of Music , and as the father of two remarkable children , of a son distinguished by learning , and of a daughter still more honourably distinguished by genius .";"IP-MAT";"son";"son";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"sunu";"Strong";"U-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok207";"the";"the";"as the father of two remarkable children , of a son distinguished by learning , and of a daughter still more honourably distinguished by genius";"PP";"father";"father";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"fæder";"Irregular";"Stem in -r";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok215";"a";"a";"of a son distinguished by learning";"PP";"son";"son";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"sunu";"Strong";"U-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok223";"a";"a";"of a daughter still more honourably distinguished by genius";"PP";"daughter";"daughter";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"dohtor";"Irregular";"Stem in -r";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok293";"a";"a";"Fulk Greville , a highborn and highbred man , who 0 *T*-1 seems to have had in large measure all the accomplishments and all the follies , all the virtues and all the vices , which , 0 *T*-2 a hundred years ago , were considered as making up the character of a fine gentleman";"NP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok318";"the";"the";"all the virtues and all the vices";"NP";"virtues";"virtue";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok524";"a";"a";"and *con* took a house in Poland Street ; a situation which 0 *T*-1 had been fashionable in the reign of Queen Anne , but which , 0 *T*-2 since that time , had been deserted by most of its wealthy and noble inhabitants .";"IP-MAT";"house";"house";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok795";"a";"a";"to have been as bad a father as 0 0 *T*-1 a very honest , affectionate , and sweet tempered man can well be";"IP";"father";"father";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"fæder";"Irregular";"Stem in -r";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok801";"a";"a";"*T*-1 a very honest , affectionate , and sweet tempered man can well be";"IP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok987";"a";"a";"in a Catholic country";"PP";"country";"country";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1098";"the";"the";"with the most celebrated works of Voltaire and Molie`re";"PP";"works";"work";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1273";"The";"the";"The great book of human nature was turned over before her .";"IP-MAT";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1352";"the";"the";"in the adjoining house";"PP";"house";"house";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1601";"the";"the";"on the other hand";"PP";"hand";"hand";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hand";"Strong";"U-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1616";"a";"a";"an honest fellow , a man whom 0 it was impossible *T*-1 not to like";"NP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1787";"the";"the";"to recount the names of all the men of letters and artists whom 0 Frances Burney had an opportunity of *T*-2 seeing and hearing";"IP";"names";"name";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok1791";"the";"the";"of all the men of letters and artists whom 0 Frances Burney had an opportunity of *T*-2 seeing and hearing";"PP";"men";"man";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok2115";"the";"the";"of the night";"PP";"night";"night";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok2548";"an";"a";"She had not , it is true , an eye for the fine shades of character .";"IP-MAT";"eye";"eye";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok2807";"a";"a";"When 0 she was fifteen , her father took a second wife .";"IP-MAT";"wife";"wife";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok3414";"A";"a";"A man of great original genius , on the other hand , a man who 0 *T*-1 has attained to mastery in some high walk of art , is by no means to be implicitly trusted as a judge of the performances of others .";"IP-MAT";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok3422";"the";"the";"on the other hand";"PP";"hand";"hand";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hand";"Strong";"U-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok3426";"a";"a";"A man of great original genius , on the other hand , a man who 0 *T*-1 has attained to mastery in some high walk of art";"NP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok3498";"a";"a";"of a work";"PP";"work";"work";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok3987";"a";"a";"to have been a man eminently qualified for the useful office of a connoisseur";"IP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4088";"the";"the";"on the death of Virginia";"PP";"death";"death";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"deaþ";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4181";"the";"the";"the most eloquent man and the most lovely woman of that generation";"NP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4228";"the";"the";"into the reluctant hand of the manager";"PP";"hand";"hand";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hand";"Strong";"U-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4239";"the";"the";"in the year 1754";"PP";"year";"year";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4468";"the";"the";"to the work of removing blemishes";"PP";"work";"work";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4567";"the";"the";"in the following year";"PP";"year";"year";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4574";"the";"the";"in the following year";"PP";"year";"year";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4770";"the";"the";"on the other hand";"PP";"hand";"hand";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hand";"Strong";"U-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok4820";"a";"a";"like a man";"ADJP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5187";"the";"the";"of the Custom House";"PP";"House";"house";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5210";"the";"the";"To the last , however , the unhappy man continued *ICH*-1 to brood over the injustice of the manager and the pit ,";"IP-MAT";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5527";"the";"the";"To them alone was confided the name of the desolate old hall in which 0 *T*-1 he hid himself like a wild beast in a den .";"IP-MAT";"name";"name";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5848";"the";"the";"to the eye of her mind";"PP";"eye";"eye";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5882";"an";"a";"*T*-1 made an unfortunate love match";"IP";"love";"love";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"lufu";"Strong";"O-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok5891";"an";"a";"leaving an infant daughter";"IP";"daughter";"daughter";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"dohtor";"Irregular";"Stem in -r";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6226";"the";"the";"with the name of the author";"PP";"name";"name";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6263";"the";"the";"*T*-2 took the name of Grafton";"IP";"name";"name";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6315";"a";"a";"she had written a book";"IP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6367";"a";"a";"Dr. Burney was as bad a father as 0 0 *T*-3 so goodhearted a man could possibly be";"IP";"father";"father";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"fæder";"Irregular";"Stem in -r";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6375";"a";"a";"*T*-3 so goodhearted a man could possibly be";"IP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6564";"the";"the";"and never even *con* asked the name of her work .";"IP-MAT";"name";"name";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6660";"the";"the";"of the book";"PP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6690";"The";"the";"The house by which 0 *T*-1 it was published was not , we believe , held in high estimation .";"IP-MAT";"house";"house";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok6858";"the";"the";"And now the book found its way to tables which 0 *T*-1 had seldom been polluted by marble covered volumes .";"IP-MAT";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7010";"the";"the";"over the book";"PP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7055";"The";"the";"The book had been admired while 0 it was ascribed to men of letters long conversant with the world , and accustomed to composition .";"IP-MAT";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7096";"the";"the";"a reserved , silent young woman had produced the best work of fiction 0 that *T*-2 had appeared since the death of Smollett";"IP";"work";"work";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7107";"the";"the";"since the death of Smollett";"PP";"death";"death";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"deaþ";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7155";"the";"the";"Evelina , it was said , was the work of a girl of seventeen .";"IP-MAT";"work";"work";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7537";"a";"a";"and a loving heart";"CONJP";"heart";"heart";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"heorte";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7703";"the";"the";"of the book";"PP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7829";"a";"a";"with all his coarseness and irritability , he was a man of sterling benevolence";"IP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7905";"the";"the";"in the second book of the Iliad";"PP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok7942";"the";"the";"*T*-1 slew the man in the Haymarket";"IP";"man";"man";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok8258";"the";"the";"for the eyes of two or three persons who 0 *T*-3 had loved her from infancy , who 0 *T*-4 had loved her in obscurity , and to whom 0 *T*-5 her fame gave the purest and most exquisite delight";"PP";"eyes";"eye";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok8310";"a";"a";"of a kind heart , sure of perfect sympathy";"PP";"heart";"heart";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"heorte";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok8734";"a";"a";"and she had too good a heart not to be grateful for so rare an act of friendship .";"IP-MAT";"heart";"heart";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"heorte";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok9075";"the";"the";"to the eye";"PP";"eye";"eye";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok9142";"The";"the";"The work proceeded fast ,";"IP-MAT";"work";"work";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"u";"a";"G";"weorc";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok9183";"the";"the";"the four years , which 0 *T*-1 had elapsed since 0 Evelina appeared , had not been unprofitably spent";"IP";"years";"year";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"gear";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok9250";"the";"the";"of the book";"PP";"book";"book";"N";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F"
"LModE";"salt:/ppcmbe2/macaulay-1843-2#sTok9389";"those";"those";"*T*-1 remember those days";"IP";"days";"day";"NS";"Thomas Babington Macaulay, baron Macaulay";"b. 1800, d. 1859";"1843";"macaulay-1843";"BIOGR OTHER";"n/a";1843;"l3";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
