"corpus";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"Author";"Birthdate";"Date_of_composition";"Filename";"Genre";"Manuscript";"composition_year";"period_simple";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8593";"the";"the";"the Earth goes round the Sun every year in the Ecliptic , one half of which 0 *T*-1 is on the north side of the Equinoctial and the other half on it's south side";"IP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8683";"the";"the";"Therefore whilst 0 the Sun advances northward , from having described the Parallel <font> abX , <$$font> touching the Ecliptic in <font> X , <$$font> the days continually lengthen";"IP-MAT";"days";"day";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8689";"the";"the";"and the nights shorten , until 0 he comes to <font> y , <$$font> and *con* describes the Parallel <font> yzx , <$$font> when 0 the days are at the longest and the nights at the shortest :";"IP-MAT";"nights";"night";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8713";"the";"the";"the days are at the longest";"IP";"days";"day";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8720";"the";"the";"the nights at the shortest";"IP";"nights";"night";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8803";"the";"the";"the days to shorten";"IP";"days";"day";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8852";"the";"the";"*T*-2 having only the small portion <font> ab <$$font> above the Horizon <font> MCL , <$$font> and the greatest portion <font> bX <$$font> below it , the days are at the shortest";"IP";"days";"day";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8859";"the";"the";"the nights at the longest ; because 0 the Sun recedes no farther south , but *con* returns northward as before";"IP";"nights";"night";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"niht";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8904";"the";"the";"then the days and nights are equally long ; that is , 12 hours each";"IP";"days";"day";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok8939";"the";"the";"of the Earth";"PP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9175";"the";"the";"the Earth turns round eastward";"IP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9264";"the";"the";"*T*-1 the Earth turns";"IP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9278";"A";"a";"A stone let *pro* fall from the top of a main-mast , if 0 it meets with no obstacle , falls on the deck of the ship , as near the foot of the mast *ICH*-1 when 0 the ship sails , as when 0 she is at rest .";"IP-MAT";"stone";"stone";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"c";"G";"stan";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9303";"the";"the";"of the ship";"PP";"ship";"ship";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"scip";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9316";"the";"the";"the ship sails";"IP";"ship";"ship";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"scip";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9382";"the";"the";"the ship sails";"IP";"ship";"ship";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"scip";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9727";"the";"the";"the Earth to be at rest in the Center of the Universe";"IP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9869";"the";"the";"of the Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9887";"the";"the";"in the Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok9999";"the";"the";"in the following manner";"PP";"manner";"manner";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10061";"the";"the";"towards the eye";"PP";"eye";"eye";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10079";"the";"the";"between the eye and candle";"PP";"eye";"eye";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10384";"this";"this";"in this manner";"PP";"manner";"manner";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10463";"the";"the";"of the visible Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10489";"the";"the";"from the Earth";"PP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10505";"the";"the";"*T*-2 the eye is no judge of different distances";"IP";"eye";"eye";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"c";"c";"G";"eage";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10586";"the";"the";"to the Earth";"PP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10656";"the";"the";"in the Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10777";"the";"the";"from the Earth at <font> E";"PP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10879";"the";"the";"in the Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10937";"the";"the";"nearer the Earth <font> E";"ADJP";"Earth";"earth";"N";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F"
"LModE";"salt:/ppcmbe2/ferguson-1756-2#sTok10993";"the";"the";"in the Heavens";"PP";"Heavens";"heaven";"NS";"Ferguson, James";"b. 1710, d. 1776";"1756";"ferguson-1756";"SCIENCE OTHER";"n/a";1756;"l1";"u";"a";"G";"heofon";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok436";"the";"the";"the very Name of a Whore makes me swoon ;";"IP-MAT";"Name";"name";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok1195";"the";"the";"he is the most witty , most entertaining Creature in the World";"IP";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok1580";"a";"a";"a Man is wish'd Joy of *T*-1 by his Friends";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok1597";"a";"a";"And yet no man wishes a Man Joy of being Condemn'd or of getting the Plague .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok1613";"a";"a";"a Man is marry'd";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2632";"the";"the";"*T*-1 $'s {TEXT:what's} the matter with her";"IP";"matter";"matter";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"s";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2649";"the";"the";"in the <P_21> House";"PP";"House";"house";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2668";"the";"the";"in the most barbarous manner";"PP";"manner";"manner";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2676";"a";"a";"You are a wicked Man .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2714";"a";"a";"with such a Wife";"PP";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2780";"the";"the";"Sir <font> Sim. <$$font> So the Enemy is reinforc'd ,";"IP-MAT";"Enemy";"enemy";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok2896";"the";"the";"the House too hot for him";"IP";"House";"house";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3073";"the";"the";"I had rather walk on Foot all the Days of my Life";"IP";"Days";"day";"NS";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3214";"the";"the";"Nay , the Man is agreeable enough ,";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3270";"the";"the";"Mrs. <font> Raff. <$$font> And the best-natur'd Creature in the World .";"FRAG";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3399";"the";"the";"For to me , he is the most agreeable Creature on Earth .";"IP-MAT";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3482";"the";"the";"Then he is the most entertaining Creature upon Earth ,";"IP-MAT";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok3609";"those";"those";"like those Country Ladies 0 0 you have lately convers'd with *T*-1 , who 0 *T*-2 never owe a Visit at the Weeks-End to any of their Husband's Tenant's Wives";"ADJP";"Country";"country";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok4082";"this";"this";"this Creature will not let me be at quiet";"IP";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok4903";"a";"a";"to a Man";"PP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok5320";"The";"the";"The Man acts like a Man ,";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok5324";"a";"a";"like a Man";"ADJP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok5588";"a";"a";"Col. <font> Raff. <$$font> All this a Man *ICH*-1 must bear 0 that *T*-2 is marry'd .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok5630";"a";"a";"and yet *pro* have a good Wife -";"IP-MAT";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok5637";"the";"the";"I have the best Wife in the World ,";"IP-MAT";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6042";"the";"the";"Ha ! ha , ha ! this is the Man *ICH*-1 now 0 that *T*-2 knows the World , and Mankind , and Womankind .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6065";"the";"the";"to name the very Man whom 0 *T*-1 she detests of all Men breathing";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6305";"a";"a";"having a virtuous Wife";"IP";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6329";"a";"a";"in a Wife";"PP";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6420";"the";"the";"of the Matter";"PP";"Matter";"matter";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"s";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6613";"a";"a";"in a Wife";"PP";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6620";"a";"a";"* have a Wife as good and chaste as yours";"IP";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok6997";"the";"the";"of the best-natur'd Creatures in the World";"PP";"Creatures";"creature";"NS";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7021";"a";"a";"a Man is oblig'd in honour to provide for a Cast Mistress ,";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7778";"a";"a";"<$$font> $he $'s {TEXT:he's} a Man of Honour , $I hope .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7794";"a";"a";"<P_32> Sir <font> Sim. <$$font> Oh , a Man of very nice Honour , I dare answer for him , and one who 0 *T*-1 lies with every Man's Wife 0 0 he comes near *T*-2 .";"NP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7857";"a";"a";"to break open a House";"IP";"House";"house";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"hus";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7871";"A";"a";"A Man 0 that *T*-1 robs me of five Shillings is a Rogue , and 0 *T*-2 to be hang'd ;";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7910";"a";"a";"and a Man of Honour";"CONJP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok7947";"a";"a";"a Man was to carry his Treasure about openly among Thieves";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok8174";"a";"a";"but I have a Wife 0 that *T*-1 wou'd make the Devil Jealous -";"IP-MAT";"Wife";"wife";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"wif";"Strong";"A-Stem";"N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok8190";"the";"the";"Oh , here comes the Man 0 0 I have been looking after *T*-1 .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok8279";"the";"the";"in the Name of Mischief";"PP";"Name";"name";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"a";"G";"nama";"Weak";"N-Stem";"M"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok8679";"a";"a";"but if 0 you shou'd guess afterwards , you are a Man of Honour .";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok8699";"the";"the";"- I am the happiest Man in the World -";"IP-MAT";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok9326";"the";"the";"in the same manner as of their Laundresses";"PP";"manner";"manner";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"u";"a";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok9377";"a";"a";"you are a Man of Honour";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok9931";"the";"the";"if 0 I was assur'd 0 *T*-3 you did think of me , I shou'd be the most miserable Creature breathing";"IP";"Creature";"creature";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok10156";"the";"the";"in the Country";"PP";"Country";"country";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"R";"";"";"";""
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok10459";"a";"a";"a Man , celebrated for his Wit , shou'd put his Wit to a Girl";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
"LModE";"salt:/ppcmbe2/fielding1-1735-2#sTok10496";"a";"a";"*T*-1 a Man shou'd not put his Wit to a Girl , as well as to any one";"IP";"Man";"man";"N";"Fielding, Henry";"b. 1707, d. 1754";"1735";"fielding1-1735";"DRAMA COMEDY";"n/a";1735;"l1";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N"
