"id";"q_token";"q_lemma";"context";"token";"lemma";"plural";"singular";"author";"period";"filename";"genre";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ppcmbe2/bradley1-1905-1#sTok11110";"every";"every";"a steam launch plies between this head of tide water and Deganwy every day in summer";"day";"day";"";"1";"Bradley, Arthur Granville";"l4";"bradley1-1905";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/bradley2-1760-2#sTok1416";"several";"several";"under their several Names";"Names";"name";"1";"";"Bradley, Martha";"l1";"bradley2-1760";"HANDB OTHER";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/bradley2-1760-2#sTok4302";"any";"any";"there were any Man so devoted to his Pleasure in eating , that he consulted no other";"Man";"man";"";"1";"Bradley, Martha";"l1";"bradley2-1760";"HANDB OTHER";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/bradley2-1760-2#sTok4650";"all";"all";"in all Works of this Kind";"Works";"work";"1";"";"Bradley, Martha";"l1";"bradley2-1760";"HANDB OTHER";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/bradley2-1760-2#sTok5645";"all";"all";"for that is in Season all the Year , with Greens or Fowls .";"Year";"year";"";"1";"Bradley, Martha";"l1";"bradley2-1760";"HANDB OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/bradley2-1760-2#sTok8220";"any";"any";"than any other Meat";"Meat";"meat";"";"1";"Bradley, Martha";"l1";"bradley2-1760";"HANDB OTHER";"u";"s";"G";"mete";"Strong";"A-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok361";"all";"all";"for all his Creatures";"Creatures";"creature";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok1336";"several";"several";"under the several Names of <font> Poverty <$$font> and <font> Riches";"Names";"name";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok2291";"any";"any";"of any good Man 0 that *T*-3 prayed for Abundance or Excess";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok5566";"some";"some";"*T*-1 do some Men *ICH*-2 act upon these Occasions , who 0 *T*-3 are so far from making use of temporal Things , only in regard to the advantage of the Spirit , that they keep God's Laws and obey his Commandments no farther than 0 0 *T*-5 they comport with their worldly Interest";"Men";"man";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok6436";"every";"every";"<font> And every Man 0 that *T*-1 striveth for the mastery , is temperate in all things :";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok6497";"all";"all";"of all God's good Creatures";"Creatures";"creature";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok6636";"all";"all";"from all men";"men";"man";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok6993";"every";"every";"And every man 0 that *T*-1 striveth for the mastery , is temperate in all things ;";"man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok7745";"every";"every";"and every man 0 that *T*-1 striveth for the mastery is temperate in all things . <$$font>";"man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok8163";"every";"every";"For every Man 0 that *T*-2 striveth for the mastery <$$font> , the Apostle assures us , <font> 0 *ICH*-1 is temperate in all things . <$$font> Which 0 *T*-3 leads me to the Consideration of my II. <font> Second <$$font> Particular , namely , To examine the Duty recommended , that we should be <font> temperate in all things <$$font> ; and to shew how necessarily 0 *T*-4 it must be practised by use , if 0 ever we resolve <font> to strive for the mastery . <$$font>";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok8420";"Every";"every";"1st {COM:\"st\"_in_italics} then , <paren> I say <$$paren> Every Man <font> 0 that *T*-1 strives for the mastery <$$font> , must be moderate in his Refreshments of eating and drinking .";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok9026";"some";"some";"by some devout Souls , the Goodness of whose Intentions 0 *T*-1 may sanctify their Practises";"Souls";"soul";"1";"";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"a";"G";"sawel";"Strong";"O-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok9279";"every";"every";"of every Man amongst us , <font> 0 that *T*-6 striveth for the mastery";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok9301";"Every";"every";"But , 2dly {COM:\"dly\"_in_italics} , <font> Every Man 0 that *T*-1 strives for the Mastery <$$font> , must also lay a becoming Restraint upon every thing else which 0 *T*-2 may interrupt him in his Progress ;";"Man";"man";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brady-1713-2#sTok10332";"every";"every";"breathe himself every Day , to fit him for the Contest";"Day";"day";"";"1";"Brady, Nicholas";"l1";"brady-1713";"SERMON";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/brightland-1711-1#sTok1576";"all";"all";"<font> J. B. <$$font> upon the great Encouragement to the First Impression of his <font> Grammar <$$font> , has with indefatigable Industry consulted all the Polite and Learned Men 0 that *T*-1 he and his Friends cou'd engage , in order to obtain such Improvements , as 0 0 *T*-2 might make it approach near to Perfection in the <font> Second Edition : <$$font>";"Men";"man";"1";"";"Brightland, John";"l1";"brightland-1711";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok1394";"all";"all";"all night long";"night";"night";"";"1";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok1527";"All";"all";"All her nice books are mine -";"books";"book";"1";"";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok2249";"few";"few";"even in those few days";"days";"day";"1";"";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok5908";"all";"all";"with all my might";"might";"might";"";"1";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"u";"a";"G";"meaht";"Strong";"O-Stem";"F";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok11433";"No";"no";"No books";"books";"book";"1";"";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok12025";"no";"no";"still , he has no right to appropriate what 0 *T*-1 is mine , and * make it ridiculous to me with his vile mistakes and mis-pronunciations !";"right";"right";"";"1";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"a";"G";"riht";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/bronte-1848-2#sTok12769";"every";"every";"\" But , when 0 I look for his father in his face , I find <font> her <$$font> every day more !";"day";"day";"";"1";"Bronte, Emily (alias Ellis Bell)";"l3";"bronte-1847";"FICTION";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok392";"every";"every";"to leave his pretty young wife alone while 0 he is in his office in town every day";"day";"day";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok2790";"no";"no";"Honi. Maud , it is no jesting matter .";"matter";"matter";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"s";"R";"";"";"";"";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok4221";"all";"all";"hansom cabs rattling along the streets all night";"night";"night";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok4275";"all";"all";"I scarcely got a wink of sleep all night ;";"night";"night";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok4959";"no";"no";"He $would $n't {TEXT:wouldn't} give no name ;";"name";"name";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"nama";"Weak";"N-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok5660";"No";"no";"Golds. No matter ,";"matter";"matter";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"s";"R";"";"";"";"";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok7102";"half";"half";"with half an eye";"eye";"eye";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"c";"G";"eage";"Strong";"A-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok9864";"no";"no";"in no mood for business";"mood";"mood";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"mod";"Strong";"A-Stem";"N";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brough-1867-2#sTok13895";"All";"all";"All day have I been seeking you";"day";"day";"";"1";"Brough, William";"l4";"brough-1867";"DRAMA COMEDY";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brougham1-1861-1#sTok438";"every";"every";"I feel these symptoms every day , just about this time -";"day";"day";"";"1";"Brougham, John";"l4";"brougham1-1861";"DRAMA COMEDY";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brougham1-1861-1#sTok12499";"all";"all";"all your charity";"charity";"charity";"";"1";"Brougham, John";"l4";"brougham1-1861";"DRAMA COMEDY";"u";"a";"R";"";"";"";"";"l4";"l_l4";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok36";"every";"every";"not to have an hour or two *ICH*-3 every other day at least , 0 *T*-4 to bestow upon the pleasure and improvement 0 *T*-5 to be derived from reading";"day";"day";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok659";"no";"no";"in no country";"country";"country";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"R";"";"";"";"";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok1443";"much";"much";"containing much matter of harmless and even improving amusement , selected with very considerable taste";"matter";"matter";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"s";"R";"";"";"";"";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2211";"any";"any";"to sell any book on the political controversies of the day";"book";"book";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2253";"all";"all";"as all other works";"works";"work";"1";"";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2292";"no";"no";"That history , the nature of the constitution , the doctrines of political economy , may safely be disseminated in this shape , no man now-a-days will be hardy enough *ICH*-1 to deny .";"man";"man";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2598";"every";"every";"by every man who 0 *T*-2 lives under it";"man";"man";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2726";"any";"any";"any man or set of men deny the existence of such abuses";"man";"man";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok2996";"every";"every";"every day , or every other day";"day";"day";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok3000";"every";"every";"or every other day";"day";"day";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok4085";"some";"some";"*T*-3 *exp* were afterwards introduced , in perfect consistency with the primary object , some literary and scientific works";"works";"work";"1";"";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok4190";"each";"each";"If 0 there are twenty-four men together , this arrangement would only require each man to work one extra day in four weeks , supposing the reading to go on the whole day , which 0 *T*-2 it would not * ;";"man";"man";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok4582";"some";"some";"of some work";"work";"work";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok6214";"no";"no";"*T*-2 no books sufficiently illustrate";"books";"book";"1";"";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok7533";"all";"all";"all the year round";"year";"year";"";"1";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/brougham2-1825-2#sTok9377";"all";"all";"upon all these matters";"matters";"matter";"1";"";"Brougham, Henry";"l3";"brougham2-1825";"EDUC TREAT";"c";"s";"R";"";"";"";"";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok1304";"all";"all";"For my part , I could not sleep all night ,";"night";"night";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok3784";"all";"all";"in all his works";"works";"work";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok4921";"every";"every";"every bliss which 0 *T*-1 was wanting when in it , appears easily attained when away from it ,";"bliss";"bliss";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"u";"a";"G";"bliss";"Strong";"O-Stem";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok7568";"every";"every";"I every day , certainly , am more able to enjoy them";"day";"day";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok9066";"no";"no";"Indeed I have no wonderful matters 0 *T*-1 to scrawl , now -";"matters";"matter";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"s";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok9206";"no";"no";"but till then - no matter what 0 *T*-1 happens - the spirits - the health - the never dying <font> hope <$$font> are too strong to be <font> much <$$font> affected by whatever 0 *T*-2 comes to pass -";"matter";"matter";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"s";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok11672";"all";"all";"with <font> all <$$font> their virtue";"virtue";"virtue";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok12412";"some";"some";"some years since";"years";"year";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1768-2#sTok12985";"any";"any";"as <font> any <$$font> country whatever";"country";"country";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1768";"DIARY PRIV";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok4086";"some";"some";"for some years";"years";"year";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok6520";"all";"all";"all the work 0 0 *T*-2 I can do by myself is not enough to maintain us";"work";"work";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok7810";"every";"every";"for she has pestered me every day these nine months . \"";"day";"day";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok7879";"every";"every";"to claim a just debt every day for nine months together";"day";"day";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok10634";"any";"any";"from <font> any man";"man";"man";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1782-2#sTok12990";"all";"all";"and all the folks used to say 0 he was the better workman of the two . \"";"folks";"folk";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1782";"FICTION";"u";"c";"G";"folc";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok2062";"all";"all";"with all my heart";"heart";"heart";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"heorte";"Weak";"N-Stem";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok4476";"any";"any";"any man makes a blunder , a mistake";"man";"man";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok5585";"some";"some";"some days after";"days";"day";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok5775";"No";"no";"No man could ever more completely devote his whole mind to the object of his affection ;";"man";"man";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok7749";"any";"any";"in any positive and formidable manner";"manner";"manner";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok8974";"all";"all";"with all her sweet daughters but the youngest";"daughters";"daughter";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"dohtor";"Irregular";"Stem in -r";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok9540";"some";"some";"of some political matters";"matters";"matter";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"s";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok9753";"many";"many";"for many years";"years";"year";"1";"";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok10315";"no";"no";"at no house but Sir Thomas Gage's , where 0 *T*-1 they carry their harps , and *T*-1 *con* frequently have music";"house";"house";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok10350";"all";"all";"and *con* danced all night";"night";"night";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burney-1792-2#sTok12684";"Every";"every";"Every man has , some time in his life , an ambition to be a wag";"man";"man";"";"1";"Burney, Frances (Fanny), later Mme. d'Arblay";"l2";"burney-1792";"DIARY PRIV";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok1515";"all";"all";"all manner of preparation *ICH*-1 was made for the defence of the City :";"manner";"manner";"";"1";"Burton, John";"l2";"burton1-1762";"SERMON";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok6865";"some";"some";"of some impending evil";"evil";"evil";"";"1";"Burton, John";"l2";"burton1-1762";"SERMON";"u";"a";"G";"yfel";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok7778";"Many";"many";"Many men keep up the decent appearances of religion ,";"men";"man";"1";"";"Burton, John";"l2";"burton1-1762";"SERMON";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok8895";"every";"every";"of every virtue";"virtue";"virtue";"";"1";"Burton, John";"l2";"burton1-1762";"SERMON";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok10003";"no";"no";"admit no manner of communication";"manner";"manner";"";"1";"Burton, John";"l2";"burton1-1762";"SERMON";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok11732";"every";"every";"of every possible virtue";"virtue";"virtue";"";"1";"Burton, John";"l2";"burton1-1762";"SERMON";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton1-1762-1#sTok11826";"all";"all";"being delivered from our enemies we may serve him without fear , in holiness and righteousness before him all the days of our life";"days";"day";"1";"";"Burton, John";"l2";"burton1-1762";"SERMON";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/burton2-1857-2#sTok1711";"every";"every";"*T*-2 breaketh his fast every day with six or seven of the Ajwah-date";"day";"day";"";"1";"Burton, Richard Francis, Sir";"l3";"burton2-1857";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
"salt:/ppcmbe2/burton2-1857-2#sTok2485";"every";"every";"and even in the hottest weather the Persian wheel floods the soil every third day .";"day";"day";"";"1";"Burton, Richard Francis, Sir";"l3";"burton2-1857";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l3";"k_l3";"c_lmod"
