"id";"q_token";"q_lemma";"context";"token";"lemma";"plural";"singular";"author";"period";"filename";"genre";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ppcmbe2/adams-1787-2#sTok371";"all";"all";"bringing all his creatures to a state of truth , goodness , and consequent happiness , an end worthy of the best and wisest of beings";"creatures";"creature";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok683";"all";"all";"of all trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok804";"many";"many";"of many trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok2323";"every";"every";"Perennial plants are supplied in this manner with a new skin every year ;";"year";"year";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok2565";"Many";"many";"Many trees have them in all their parts , others only in some of them , while 0 others do not exhibit any .";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok2632";"some";"some";"in some trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok3244";"some";"some";"some trees , and a great many herbaceous plants , in which 0 *T*-2 this part is continued inward , in form of rays , through the blea into the wood , forming as 0 it were so many wedges , 0 that *T*-3 split as 0 it were the substance of both those parts , a circumstance which 0 *T*-4 accounts for the vegetation of some particular trees , which 0 *T*-5 are known *-6 to live when <P_662> deprived of the bark ; because 0 they have rays of the same substance *ICH*-7 within , which 0 *T*-8 answer the purpose , and this in a degree answering to the nature of their life";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok3310";"some";"some";"of some particular trees , which 0 *T*-5 are known *-6 to live when <P_662> deprived of the bark ; because 0 they have rays of the same substance *ICH*-7 within , which 0 *T*-8 answer the purpose , and this in a degree answering to the nature of their life";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok3971";"some";"some";"There are some trees , however , where 0 *T*-2 the meshes are not visible , and in which 0 *T*-3 the fibres lie quite in a strait direction .";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok5350";"some";"some";"in some trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok5388";"all";"all";"in all trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok5854";"some";"some";"in some trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok6094";"all";"all";"in all trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok6424";"some";"some";"In some trees";"trees";"tree";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok6842";"every";"every";"The bark and the wood grow thicker every year , while 0 the pith , on the contrary , grows more slender , so that in a branch of one year it is of a larger size than 0 0 *T*-1 it is in the same branch when two years old , and so on .";"year";"year";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok7704";"several";"several";"for several days";"days";"day";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok8858";"Every";"every";"Every tree may be considered as consisting of $numerous {TEXT:numerou} concentric strata , or flakes , forming so many cones , inscribed one within the other , and whose number 0 *T*-1 is almost indefinite .";"tree";"tree";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"c";"G";"treow";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok9529";"any";"any";"of any substance";"substance";"substance";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"c";"s";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok10346";"each";"each";"But besides the large crystals produced in this way , each salt is capable of producing a very different appearance of the crystalline kind , when 0 only a drop of the saline solution is made use of *-2 , and the crystallization viewed through a microscope .";"salt";"salt";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"u";"s";"G";"sealt";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok10607";"all";"all";"otherwise all salts would crystallize in the same manner .";"salts";"salt";"1";"";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"u";"s";"G";"sealt";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/adams-1787-2#sTok10633";"each";"each";"of each salt";"salt";"salt";"";"1";"Adams, George";"l2";"adams-1787";"SCIENCE OTHER";"u";"s";"G";"sealt";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/albin-1736-1#sTok4733";"all";"all";"and all the house Spiders";"house";"house";"";"1";"Albin, Eleazar";"l1";"albin-1736";"SCIENCE OTHER";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok453";"all";"all";"of all manner of regard and feeling for the Americans";"manner";"manner";"";"1";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok1293";"any";"any";"in any country in christendom";"country";"country";"";"1";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok3694";"all";"all";"securing all its rights";"rights";"right";"1";"";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"a";"G";"riht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok4136";"all";"all";"in all countries";"countries";"country";"1";"";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok7145";"all";"all";"*T*-2 all men are soldiers";"men";"man";"1";"";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok7243";"any";"any";"in any country whatever";"country";"country";"";"1";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok7304";"many";"many";"*T*-1 would have lingered many a year , unless 0 it had been thus forced into completion";"year";"year";"";"1";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews1-1785-2#sTok9333";"any";"any";"any men braver than themselves";"men";"man";"1";"";"Andrews, John";"l2";"andrews1-1785";"HISTORY";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews2-1796-2#sTok525";"all";"all";"all manner of authority , whether civil or military , is derived from the crown";"manner";"manner";"";"1";"Andrews, James Pettit";"l2";"andrews-1796";"HISTORY";"u";"a";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews2-1796-2#sTok2247";"all";"all";"to watch their flock , herds , corn , woods , &c. all the night";"night";"night";"";"1";"Andrews, James Pettit";"l2";"andrews-1796";"HISTORY";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews2-1796-2#sTok3419";"No";"no";"' No man , ' wrote the orthodox Elizabeth to Archbishop Whitgift , ' should be suffered to decline either to the *ICH*-1 right or left hand from the drawn line limited by authority . '";"man";"man";"";"1";"Andrews, James Pettit";"l2";"andrews-1796";"HISTORY";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews2-1796-2#sTok6112";"some";"some";"some years before the dissolution of religious houses";"years";"year";"1";"";"Andrews, James Pettit";"l2";"andrews-1796";"HISTORY";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/andrews2-1796-2#sTok7739";"many";"many";"for many succeeding years";"years";"year";"1";"";"Andrews, James Pettit";"l2";"andrews-1796";"HISTORY";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok434";"some";"some";"after some other manner";"manner";"manner";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"u";"a";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok513";"no";"no";"I have no manner of private Interest or Design in Writing this Essay";"manner";"manner";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"u";"a";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok1893";"several";"several";"upon several matters";"matters";"matter";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"s";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok3530";"any";"any";"of any Country";"Country";"country";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok4274";"several";"several";"and consequently several Years will be gain'd :";"Years";"year";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok4550";"all";"all";"*T*-3 he Advises all Men to Learn it after the same Method";"Men";"man";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok4683";"all";"all";"concerning all such Matters as 0 0 he had occasion to Discourse about *T*-3";"Matters";"matter";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"s";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok4783";"no";"no";"and yet no Man for many Years has Writ finer <font> Latin <$$font> than 0 0 *T*-1 he did * .";"Man";"man";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok4786";"many";"many";"for many Years";"Years";"year";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok5378";"some";"some";"By this means also , Boys wou'd gain some Years , which 0 *T*-1 they might spend very usefully in reading good Books , in learning Arithmetick , in Geography , in Chronology , History , practical Mathematicks , and such other Arts as 0 0 *T*-2 are suitable to their Capacities , besides other Advantages which 0 *T*-3 wou'd accrue to them from the Use of this Method .";"Years";"year";"1";"";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok5477";"every";"every";"as many as 0 0 *T*-1 cou'd conveniently shou'd meet together every Night <paren> which 0 *T*-2 is a leisure Time";"Night";"night";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6076";"any";"any";"into any other Book";"Book";"book";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6286";"some";"some";"from some Book";"Book";"book";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6408";"any";"any";"of any other Book";"Book";"book";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6426";"any";"any";"nor is there any Book of a more easy , and familiar Stile than the Gospels";"Book";"book";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6608";"every";"every";"him order one of his Scholars , every Night to read a Chapter leisurely , distinctly and with an audible Voice";"Night";"night";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok6819";"every";"every";"Thus two Chapters wou'd be learn'd every Day ,";"Day";"day";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok7117";"every";"every";"two Chapters shou'd be learn'd every Day , according to the fore-going Method";"Day";"day";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon1-1711-1#sTok7145";"no";"no";"Boys , immediately after 0 they have learn'd to decline Nouns and Verbs , taught no other Book *ICH*-3 for some Time , but the <font> New Testament";"Book";"book";"";"1";"anonymous (see Remarks)";"l1";"anon1-1711";"EDUC TREAT";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok3180";"no";"no";"$'T $is {TEXT:'Tis} no easy matter to enumerate all kinds of Things and Notions ,";"matter";"matter";"";"1";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"s";"R";"";"";"";"";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok3291";"many";"many";"of many Men";"Men";"man";"1";"";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok3634";"some";"some";"some Man of Leisure and Judgment *ICH*-4 might be found out willing to take the Pains of making use of , and uniting their learned Labours towards finishing that Work";"Man";"man";"";"1";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok3773";"each";"each";"an Hour or two each Day will be thought *-2 too much by him";"Day";"day";"";"1";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok7376";"some";"some";"*T*-1 some Men set up for Reputation";"Men";"man";"1";"";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon2-1732-2#sTok7591";"all";"all";"*T*-3 *pro* must be acknowledged , more or less , affect all Men";"Men";"man";"1";"";"Anonymous author of 'The index-writer'";"l1";"anon2-1732";"EDUC TREAT";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l1";"i_l1";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok696";"some";"some";"he had not understood some other philosophical books";"books";"book";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok2147";"half";"half";"than half a year";"year";"year";"";"1";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok2231";"some";"some";"his attachment to the Earl of Shaftesbury having procured him some powerful enemies";"enemies";"enemy";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"R";"";"";"";"";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok2317";"no";"no";"*T*-2 indeed no man who 0 *T*-3 was attached to a free , legal , and limited government , could be";"man";"man";"";"1";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok2544";"several";"several";"for several years";"years";"year";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok3055";"all";"all";"of all rights and advantages thereunto belonging";"rights";"right";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"a";"G";"riht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok3339";"no";"no";"he had no hand in the enterprize";"hand";"hand";"";"1";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"hand";"Strong";"U-Stem";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok6722";"Some";"some";"Some years before his death";"years";"year";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok6993";"any";"any";"*T*-1 will frighten any bishop from serving him , though otherwise inclinable enough in his own breast";"bishop";"bishop";"";"1";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok7989";"all";"all";"with all men";"men";"man";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok9038";"all";"all";"\" By this , <paren> said he himself <$$paren> I please all those men , who 0 *T*-1 commonly can speak pertinently upon nothing else .";"men";"man";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok11036";"many";"many";"many years after";"years";"year";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon3-1772-2#sTok11730";"all";"all";"But all our Author's Works have been collected together , and frequently reprinted , in three volumes , folio .";"Works";"work";"1";"";"anonymous";"l2";"anon3-1772";"BIOGR OTHER";"u";"a";"G";"weorc";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok105";"some";"some";"and you see some very good houses ;";"houses";"house";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok590";"Each";"each";"Each gaming house , each room , nay , each part of a room , has its peculiar hour , two only of which , 0 *T*-1 from the commencement of play to the conclusion <paren> which 0 *T*-3 is from ten in the morning to two or three the next <$$paren> are allotted for meals , and often not one employed .";"house";"house";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok906";"several";"several";"For several days";"days";"day";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok2381";"Any";"any";"Any man may be a Bourgeois for six or seven Louis ;";"man";"man";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok3303";"every";"every";"Charlemagne *ICH*-1 is carried , thus dressed out and powdered , thrice every year round the town , in order to imprint on the minds of the inhabitants , a due sense of the benefits 0 0 *T*-2 they have received from him -";"year";"year";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok4876";"several";"several";"and there are several very good houses in appearance -";"houses";"house";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok5189";"All";"all";"All the stone 0 0 *T*-1 they use for building in the adjacent country is fetched from it";"stone";"stone";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"u";"c";"G";"stan";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok5334";"some";"some";"some years since";"years";"year";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok6292";"any";"any";"or any day in Lent";"day";"day";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok6775";"several";"several";"and you see several gentlemens' elegant houses .";"houses";"house";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"c";"G";"hus";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok8148";"all";"all";"to stay all night at Bois le Duc";"night";"night";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"niht";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok8579";"some";"some";"some years after the revolt";"years";"year";"1";"";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"gear";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/anon4-1791-2#sTok9497";"every";"every";"*T*-2 sails every day";"day";"day";"";"1";"Anonymous English gentleman";"l2";"anon4-1791";"TRAVELOGUE";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok953";"few";"few";"for a few days";"days";"day";"1";"";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok3553";"no";"no";"This will be no evil to <P_170> us ,";"evil";"evil";"";"1";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"u";"a";"G";"yfel";"Strong";"A-Stem";"N";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok3988";"few";"few";"A few days ago";"days";"day";"1";"";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok4747";"any";"any";"or any other book";"book";"book";"";"1";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"c";"c";"G";"boc";"Weak";"Consonant-Stem";"F";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok5220";"each";"each";"she has been each day expecting to be able to come on the morrow";"day";"day";"";"1";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
"salt:/ppcmbe2/austen-180x-1#sTok5466";"few";"few";"a few days since";"days";"day";"1";"";"Austen, Jane";"l2";"austen-180x";"LET PRIV";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";"l2";"j_l2";"c_lmod"
