"id";"q_token";"q_form";"q_lemma";"context";"token";"lemma";"plural";"singular";"author";"period";"dialect";"filename";"genre";"verse_or_prose";"foreign_original";"relationship_to_spoken_language";"prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ppcme2/cmancriw.m1#sTok5197";"Alle";"alle";"all";"Alle menne sares";"menne";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok10185";"vh";"vh";"few";"vh mon walde steoke feste vh þurl for hwon 0 *T*-1 heo machten bi steoken deað þrute";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok10365";"$moni";"$moni";"many";"$to $moni {TEXT:tomoni} mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok10995";"nan";"nan";"no";"wið nan mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok11187";"nan";"nan";"no";"wið nan mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok11353";"ani";"ani";"any";"ani god mon is of feorren icomen";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok11514";"nan";"nan";"no";"to nan mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok13957";"alle";"alle";"all";"ha *ICH*-1 aȝen tobeon feor from * alle worldliche men";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok15127";"nan";"nan";"no";"$for ne mei nan mon hit werien .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok16286";"na";"na";"no";"*T*-1 na mon *ICH*-2 ne cnaweð 0 ꝥ *T*-3 naueð hit <P_II.75> ismecchet";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok16809";"nan";"nan";"no";"Ne chaste ȝe nan swich mon neauer on oðerwise";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok17136";"nan";"nan";"no";"For þi mine leoue sustren ne ȝeue ȝe nan swic mon nan inȝeong to speokene .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok17468";"na";"na";"no";"Ȝef 0 þu wult swich beon ne scheau þu na mon þi wlite .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok20161";"vch";"vch";"each";"vch monnes flesch";"monnes";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok21579";"nan";"nan";"no";"An oðer half nan mon ne mei wel iuge blod ear 0 hit beo icolet .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok21958";"nan";"nan";"no";"he ne cnaweð nan mon .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok33731";"nan";"nan";"no";"*con* nan mon read ne askeð";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok39912";"nan";"nan";"no";"Alle sunnen sunderliche . bi hare {TEXT:bihare} nomeliche nomen ne machte nan mon Rikenen .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok39938";"nan";"nan";"no";"& *exp* nis ich wene nan mon . 0 ꝥ *T*-1 ne mai under stonden him of his sunnen nomeliche under summe of þilke imeane 0 þe *T*-2 beoð her iwritene .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok40839";"euch";"euch";"each";"*T*-1 ablent euch mon 0 ꝥ *T*-2 ham in blaweð . ꝥ is 0 þe *T*-3 boleȝeð him $þurh ham in heorte {TEXT:inheorte} prude";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok42826";"na";"na";"no";"& na mon nule don ham naut";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok47548";"euch";"euch";"each";"castel is euch god mon 0 ꝥ *T*-1 þe feont weorreð";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok55597";"alle";"alle";"all";"*con* luuest se inwarliche alle men & wimmen";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok59986";"nan";"nan";"no";"þe feont ne mei neden nan mon . to na sunne . þach 0 he eggi þer to .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok61259";"alle";"alle";"all";"ouer alle men";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok66140";"nan";"nan";"no";"Þeos twa nan mon ne parti from oðer .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok67168";"nan";"nan";"no";"nan mon hit nute";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok68139";"alle";"alle";"all";"to alle men ilich";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok68694";"sum";"sum";"some";"to sum lif hali mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok73325";"moni";"moni";"many";"$ȝet {TEXT:Sȝet} seið moni mon . hwet *T*-1 is god þe betere þach 0 ich pine for his luue";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok74433";"euch";"euch";"each";"euch mon wið wisdom weie hwat 0 *T*-1 he muȝe don";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok76948";"alle";"alle";"all";"to alle men";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok77987";"alle";"alle";"all";"of alle men";"men";"man";"1";"";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok82120";"sum";"sum";"some";"*T*-1 þu hauest sum mon sum chere";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok82603";"nan";"nan";"no";"of nan mon";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok83310";"Na";"na";"no";"Na mon bute 0 he habbe neode ne laðe ȝe to drinken .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok83540";"na";"na";"no";"hit na mon ne eili";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok83634";"nan";"nan";"no";"nan mon slepen";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok83671";"$nan";"$nan";"none";"$nan {TEXT:ꝥnan} mon ne sið ow";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok84756";"na";"na";"no";"na mon ne seo ham unlepped ne open heaued";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmancriw.m1#sTok84775";"nan";"nan";"no";"ha ne cusse nan mon . ne $cuð mon ne cunes mon .";"mon";"man";"";"1";"X";"M1";"WMO";"CMANCRIW";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmastro.m3#sTok186";"eny";"eny";"any";"to eny mortal man in this regioun";"man";"man";"";"1";"CHAUCER GEOFFREY";"M3";"EMO";"CMASTRO";"";"PROSE";"X";"WRITTEN";"INSTR SEC";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok72";"ech";"ech";"each";"to ech man / 0 þet *T*-1 wile by y-borȝe";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok176";"alle";"alle";"all";"*T*-1 loki ssolle alle men";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok1502";"nenne";"nenne";"none";"þou ne sselt / slaȝe nenne man";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok2937";"ech";"ech";"each";"*T*-1 ech man cristen / ssel yleue stedeuestliche";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok4053";"alle";"alle";"all";"of alle þe guode men 0 þet *T*-3 byeþ / and *T*-3 ssolle by . al to þe ende of þe wordle / and *T*-3 weren zeþþe þe $ginningge , to gidere / ine þe byleaue of Iesu crist";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok10045";"no";"no";"no";"no man / ne may his knawe / al-huet þanne / þet hi byþ uol wexe / and heȝe ycliue / ine dyngnetes";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok13108";"non";"non";"no";"non guod man / ne ssel his onderuonge / in to his seruice / huanne 0 he is sleuuol . {TEXT:ontrewe._written_over_sleuuol} onssriuel . uoryetinde . slak . and fallinde";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok13416";"non";"non";"no";"Þer ne ys non zuo guod *ICH*-2 man / þet yef 0 he yzeȝe wel / his oȝene lackes / þet *ICH*-4 he ne ssolde uynde / ynoȝ 0 *T*-3 uor to zigge eche daye / ine his ssrifþe .";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok18689";"ech";"ech";"each";"and betere *ICH*-1 may ech man rede þe ilke zenne / and þe oþre / ine þe boc of his inwyt : þanne ine ane ssepes scinne .";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok20470";"ech";"ech";"each";"ech man habbe his oȝene : uor fornicacion . ' þet ys to zigge : his oȝene wyf";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok39375";"alle";"alle";"all";"vridom habbeþ alle men .";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok40881";"eny";"eny";"any";"*T*-3 eure dede eny oþer man";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok57020";"Alle";"alle";"all";"Alle þe guode men ine þise wordle byeþ oncouþe and pilgrims .";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok58296";"nenne";"nenne";"none";"uor nenne man";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok59738";"alle";"alle";"all";"to-uore alle men";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok62598";"alle";"alle";"all";"be-uore alle men";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok63014";"no";"no";"no";"*T*-2 no man ne may dyngneliche zigge";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok63391";"no";"no";"no";"Ac naȝt þe ilke degrez / and dingnetes / heryinges alsuo / huyche 0 *T*-1 hyre makyere hy bereþ no man uollyche þenche /";"man";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok63733";"none";"none";"none";"none mannes speche";"mannes";"man";"";"1";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmayenbi.m2#sTok65202";"alle";"alle";"all";"Vor alle men of ulesse ymad : huet *ICH*-2 *T*-1 byeþ hy <P_271> bote wermes ?";"men";"man";"1";"";"DAN MICHEL";"M2";"KL";"CMAYENBI";"";"PROSE";"FRENCH";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m2";"f_m2";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok849";"na";"na";"no";"ne *con* reproues na man of þaire mis-dede .";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok3634";"alle";"alle";"all";"onur alle men";"men";"man";"1";"";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok3640";"na";"na";"no";"til na man";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok3795";"na";"na";"no";"to na man";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok7058";"na";"na";"no";"and na man";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok7535";"alle";"alle";"all";"til alle men , baþe to *ICH*-1 mare & les";"men";"man";"1";"";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok9499";"alle";"alle";"all";"When 0 ye here þis vers at matins , ye sal for-giue alle men þaire trespas for þe loue o gode .";"men";"man";"1";"";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok11993";"ani";"ani";"any";"ani man askis hir ohte 0 þat *T*-1 es a-gain resun";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok14446";"ilke";"ilke";"each";"ilke man hauis propir gifte o god in al maner";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok15282";"na";"na";"no";"na man may telle foly to þam";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok18445";"nane";"nane";"no";"fra nane oþir man";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok20007";"any";"any";"any";"any riche man of þe sekil , sais sain Benet , Offirs his doȝtir til god and til haly kirke";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok20082";"na";"na";"no";"ne na man þurz þaim";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmbenrul.m3#sTok21094";"na";"na";"no";"to na man";"man";"man";"";"1";"X";"M3";"NL";"CMBENRUL";"";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmboeth.m3#sTok2464";"no";"no";"no";"yif 0 ther be a blisfulnesse 0 that *T*-3 be freel and veyn and inparfyt , ther may no man doute that ther nys som blisfulnesse 0 that *T*-6 is sad , stedefast , and parfyt";"man";"man";"";"1";"CHAUCER GEOFFREY";"M3";"EMO";"CMBOETH";"";"PROSE";"LATIN/FRENCH";"WRITTEN";"X";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmboeth.m3#sTok3641";"every";"every";"every";"Thanne is every blisful man God .";"man";"man";"";"1";"CHAUCER GEOFFREY";"M3";"EMO";"CMBOETH";"";"PROSE";"LATIN/FRENCH";"WRITTEN";"X";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
