"id";"q_token";"q_form";"q_lemma";"context";"token";"lemma";"plural";"singular";"author";"period";"dialect";"filename";"genre";"verse_or_prose";"foreign_original";"relationship_to_spoken_language";"prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"period_simple";"period_sorted";"period_main"
"salt:/ppcme2/cmmandev.m3#sTok11239";"ony";"ony";"any";"ony man durste neyghe to the tour";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok11569";"many";"many";"many";"he hadde lost many worthi men 0 þat *T*-2 troweden to passen þat ryuere be swymmynge";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok13296";"no";"no";"no";"now no man duelleth at the rathere toun of Damyete";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok14548";"no";"no";"no";"no man dar ben hardy to entre";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok15927";"Summe";"summe";"some";"Summe men taken the see at Gene";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok16226";"manye";"manye";"many";"& thus manye wedded men preuen ȝif the children ben here owne .";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok17204";"no";"no";"no";"be this desert no man may go on horsbak because þate þere nys nouþer mete *ICH*-3 for hors ne water 0 *T*-2 to drynke";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok17298";"sum";"sum";"some";"And sum men maken hem more";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok17305";"sum";"sum";"some";"And sum men hasten hem";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok18038";"ony";"ony";"any";"of ony man";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok19745";"no";"no";"no";"And þei suffre no cristene man entre in to that place but ȝif 0 it be of the specyall grace of the Soudan ,";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok20783";"all";"all";"all";"to all men";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok20864";"ony";"ony";"any";"*T*-1 euere ony man saugh";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok23475";"many";"many";"many";"And þere was in þat tyme many gode holy men & holy heremytes of whom 0 *T*-2 the book of fadres lyfes speketh";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok24322";"no";"no";"no";"But the sarazines wole not suffre no cristene man ne Iewes to come þerein ,";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok24336";"none";"none";"none";"none so foule synfull men scholde not come in so holy place";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok30995";"no";"no";"no";"þei sawgh no man *ICH*-2 aboute hem but only here fader";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok31821";"manye";"manye";"many";"*T*-2 manye cristene men dwelleden";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok35016";"all";"all";"all";"reysen all men 0 þat *T*-2 hadden suffred deth sith that the world was formed from deth to lyue";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok35132";"euery";"euery";"every";"And þanne schall euery man haue after his dissert ouþer gode or euyll but ȝif 0 the mercy of god passe his rightwisness .";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok36278";"many";"many";"many";"amonges the sarazines o part & other , *exp* duellen many cristene men of many maneres & dyuerse names";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok36729";"no";"no";"no";"And also no man may ȝeuen couenable medicyne but ȝif 0 he knowe the qualitee of the dede .";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok37842";"no";"no";"no";"And treuly no gode man scholde not duellen in þat contre ,";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok38019";"ony";"ony";"any";"to ony worthi man 0 þat *T*-1 hath gon be þat weye";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok38267";"ony";"ony";"any";"ony cristene men comen vpon hem";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok38325";"euery";"euery";"every";"& þerfore hath euery man stewes in his hous";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok38670";"euery";"euery";"every";"euery man after his dissert";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok38690";"euery";"euery";"every";"*T*-7 euery <P_85> man schall haue .iiij=xx=. wyfes all maydenes";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok39095";"alle";"alle";"all";"to alle men";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok39716";"ony";"ony";"any";"ony man aske hem what 0 *T*-1 is here beleeue";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok39774";"euery";"euery";"every";"euery man schall haue his meryte after 0 0 *T*-1 he hath disserued";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok39817";"euery";"euery";"every";"euery man scholde haue .ij. *ICH*-1 wyfes or .iij. or .iiij";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok40903";"all";"all";"all";"of all cristene men";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok41729";"all";"all";"all";"all his men weren wrothe";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok43229";"summe";"summe";"some";"*T*-2 summe men seyn";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok44456";"euery";"euery";"every";"And of þat salt euery man taketh what 0 *T*-1 he wil 0 for to salte with *T*-2 to his nede .";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok44478";"many";"many";"many";"Þere *exp* duellen many cristene men vndir tribute of Sarrazines .";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok44722";"no";"no";"no";"no cristene man may not longe duelle ne enduren with the lif in þat cytee";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok45778";"summe";"summe";"some";"*T*-1 summe men seyn";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok45797";"no";"no";"no";"the wommen wil not suffre no men amonges hem to ben here souereynes";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok45903";"all";"all";"all";"& as creatures out of wytt þei slowen all the men of the contrey 0 þat *T*-1 weren laft";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok47347";"many";"many";"many";"*T*-3 many men knowen noght";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok47648";"sum";"sum";"some";"But ȝit sum men loue not hem so wel as the oþere";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok49085";"sum";"sum";"some";"for sum worthi man 0 þat *T*-2 was sumtyme , as hercules & many oþere 0 þat *T*-3 diden many meruayles in here tyme";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok49578";"sum";"sum";"some";"And þere ben also sum cristene men 0 þat *T*-2 seyn þat summe bestes han gode meetynge , þat is to seye for to meete with hem first at morwe & summe bestes wykked meetynge & þat þei han preued ofte tyme þat the hare *ICH*-4 hath full euyll meetynge & swyn & many oþere bestes .";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok50028";"many";"many";"many";"& þere duellen many cristene men of gode feyth .";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok50040";"manye";"manye";"many";"And þere *exp* ben manye religous men";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok50477";"summe";"summe";"some";"And summe men seyn þat whan 0 þei wil gadre the peper þei maken fuyr & *con* brennen aboute to make the serpentes and the cokedrilles to flee ,";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok50817";"Sum";"sum";"some";"Sum men clepen it the well of ȝouthe";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok51209";"ony";"ony";"any";"ony man dyeth in the contree";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok53429";"ony";"ony";"any";"þei refusen ony man";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok53547";"euery";"euery";"every";"And euery man taketh what part þat *T*-1 him lyketh .";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok53593";"euery";"euery";"every";"& euery man þere taketh what 0 *T*-1 he wole withouten ony contradiccioun";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok57834";"euery";"euery";"every";"and euery man of the contree taketh of hem als many *ICH*-2 as 0 0 *T*-1 him lyketh ,";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok58751";"ony";"ony";"any";"þei seen ony men passynge þorgh here contrees";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok58923";"all";"all";"all";"& all the men & wommen of þat yle han houndes hedes";"men";"man";"1";"";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok59052";"ony";"ony";"any";"þei taken ony man in bataylle";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmandev.m3#sTok59771";"no";"no";"no";"no strange man 0 þat *T*-2 entreth in to þat contree , but only to men 0 þat *T*-3 ben born of the same contree";"man";"man";"";"1";"X";"M3";"EML";"CMMANDEV";"";"PROSE";"FRENCH";"WRITTEN";"NARR IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmarga.m1#sTok4752";"na";"na";"no";"ne mahte hit na mon redliche areachen";"mon";"man";"";"1";"X";"M1";"WMO";"CMMARGA";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmmarga.m1#sTok5990";"na";"na";"no";"Ne neauer ȝet ne mahte me ouercume na mon bute þu nuþe .";"mon";"man";"";"1";"X";"M1";"WMO";"CMMARGA";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmmarga.m1#sTok8148";"euch";"euch";"each";"euch monnes selhðe";"monnes";"man";"";"1";"X";"M1";"WMO";"CMMARGA";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmmarga.m1#sTok9969";"alle";"alle";"all";"alle sunfule men imuneget i þine benen . & i þine eadie beoden";"men";"man";"1";"";"X";"M1";"WMO";"CMMARGA";"";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m1";"e_m1";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok880";"no";"no";"no";"no man *ICH*-2 can tell hit but God hymselfe";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok1131";"all";"all";"all";"The xiij. day all men *ICH*-1 schull be redy to aryse 0 þat *T*-2 haue ben ded befor .";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok1160";"no";"no";"no";"no man may tell hit";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok1181";"all";"all";"all";"and all men and woymen and childyrne schull aryse vp yn þe age of xxx=ti= ȝere";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok2295";"no";"no";"no";"no man myght tell þe payne þerof , ny of þe hete";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok3551";"all";"all";"all";"of all men";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok4005";"all";"all";"all";"and all oþer men";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok4356";"no";"no";"no";"þer myght no man se hym half an oure";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok4406";"all";"all";"all";"among all men";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok5087";"all";"all";"all";"all þe men and wymen , 0 þat *T*-1 euer wer borne , stonden yfere";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok5493";"all";"all";"all";"all men forto pray to God forto send hom wyttyng , what 0 *T*-1 þys pylgrym *ICH*-2 was 0 þat *T*-3 soo godly halpe hym yn his nede";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok6428";"no";"no";"no";"no man cowþe tell";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok9171";"yche";"yche";"each";"Then yche man prayde bysyly on his ende to dyuerse sayntys of Heuen , to haue helpe and socour yn þat gret nede .";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok10037";"yche";"yche";"each";"*T*-2 yche man was commawndet forto come yn to þe mete";"man";"man";"";"1";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok10193";"all";"all";"all";"of all men";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok10237";"all";"all";"all";"all men herden";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
"salt:/ppcme2/cmmirk.m34#sTok10272";"all";"all";"all";"and all men";"men";"man";"1";"";"MIRK JOHN";"M3/4";"WMO";"CMMIRK";"";"PROSE";"X";"X";"INSTR REL";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";"m3";"g_m3";"b_me"
