"corpus";"period_main";"period_sorted";"period_simple";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender";"Period";"Genre";"Dialect";"File_name";"Text_name";"Date";"Author";"Verse_or_prose";"Foreign_original";"Relationship_to_spoken_language";"Prototypicaltext_category";"Birthdate";"Date_of_composition";"Filename";"Manuscript";"composition_year"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8836";"the";"the";"Igal the son of Joseph";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8849";"the";"the";"Hoshea the son of Nun";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8862";"the";"the";"Palti the son of Raphu";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8875";"the";"the";"Gaddiel the son of Sodi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8898";"the";"the";"Gaddi the son of Susi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8911";"the";"the";"Ammiel the son of Gemalli";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8924";"the";"the";"Sethur the son of Michael";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8937";"the";"the";"Nahbi the son of Vophsi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8950";"the";"the";"Geuel the son of Machi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8958";"the";"the";"These are the names of the men which 0 *T*-1 Moses sent to spy out the land .";"IP-MAT";"names";"name";"NS";"c";"a";"G";"nama";"Weak";"N-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8961";"the";"the";"of the men which 0 *T*-1 Moses sent to spy out the land";"PP";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8971";"the";"the";"to spy out the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8979";"the";"the";"Hoshea the son of Nun";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok8993";"the";"the";"to spy out the land of Canaan";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9025";"the";"the";"the land , what 0 *T*-1 it is ; and the people 0 that *T*-2 dwelleth therein , whether 0 they be strong or weak , whether 0 they be few or many ; and what 0 *T*-3 the land *ICH*-4 is 0 that they dwell in *T*-4 , whether 0 it be good or bad ; and what cities 0 *T*-5 they be 0 that they dwell in *T*-6 , whether in camps , or in strong holds ; <P_13,20N> and what 0 *T*-7 the land is , whether 0 it be fat or lean , whether 0 there be wood therein , or not";"NP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9063";"the";"the";"*T*-3 the land *ICH*-4 is 0 that they dwell in *T*-4 , whether 0 it be good or bad";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9110";"the";"the";"*T*-7 the land is , whether 0 it be fat or lean , whether 0 there be wood therein , or not";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9144";"the";"the";"of the fruit of the land";"PP";"fruit";"fruit";"N";"c";"s";"R";"";"";"";"";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9147";"the";"the";"of the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9174";"the";"the";"and *con* spied out the land from the wilderness of Zin unto Rehob , to the entering in of Hamath .";"IP-MAT";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9323";"the";"the";"spying out the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9387";"the";"the";"and *con* shewed them the fruit of the land .";"IP-MAT";"fruit";"fruit";"N";"c";"s";"R";"";"";"";"";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9390";"the";"the";"of the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9407";"the";"the";"unto the land whither 0 *T*-1 thou sentest us";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9430";"the";"the";"and this is the fruit of it .";"IP-MAT-SPE";"fruit";"fruit";"N";"c";"s";"R";"";"";"";"";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9444";"the";"the";"in the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9477";"the";"the";"in the land of the South";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9555";"the";"the";"But the men 0 that *T*-1 went up with him said , We be not able to go up against the people ;";"IP-MAT";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9594";"the";"the";"of the land which 0 *T*-1 they had spied out";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9611";"The";"the";"The land , through which 0 *T*-2 we have gone to spy it out , is a land 0 that *T*-3 eateth up the inhabitants thereof";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9627";"a";"a";"The land , through which 0 *T*-2 we have gone to spy it out , is a land 0 that *T*-3 eateth up the inhabitants thereof";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9664";"the";"the";"the Nephilim , the sons of Anak , which 0 *T*-1 come of the Nephilim";"NP";"sons";"son";"NS";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9718";"that";"that";"and the people wept that night .";"IP-MAT";"night";"night";"N";"c";"a";"G";"niht";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9752";"the";"the";"in the land of Egypt";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9780";"this";"this";"unto this land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9860";"the";"the";"Joshua the son of Nun";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9866";"the";"the";"Caleb the son of Jephunneh";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9882";"the";"the";"*T*-2 spied out the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9905";"The";"the";"The land , which 0 we passed through *T*-1 to spy it out , is an exceeding good land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9920";"an";"a";"The land , which 0 we passed through *T*-1 to spy it out , is an exceeding good land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9940";"this";"this";"into this land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9949";"a";"a";"give it unto us ; a land which 0 *T*-1 floweth with milk and honey";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok9975";"the";"the";"of the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10149";"this";"this";"of this land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10251";"the";"the";"into the land which 0 *T*-2 he sware unto them";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10332";"the";"the";"of the fathers";"PP";"fathers";"father";"NS";"c";"c";"G";"fæder";"Irregular";"Stem in -r";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10419";"the";"the";"*T*-2 all the earth shall be filled with the glory of the Lord";"IP";"earth";"earth";"N";"u";"s";"G";"eorþe";"Weak";"N-Stem";"F";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10434";"those";"those";"all those men which 0 *T*-3 have seen my glory , and my signs , which 0 *T*-4 I wrought in Egypt and in the wilderness , yet have tempted me these ten times";"IP";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10482";"the";"the";"but in very deed , as 0 0 *T*-1 I live , and as 0 0 *T*-2 all the earth shall be filled with the glory of the Lord ; because 0 all those men which 0 *T*-3 have seen my glory , and my signs , which 0 *T*-4 I wrought in Egypt and in the wilderness , yet have tempted me these ten times , and *con* have not hearkened to my voice ; surely they shall not see the land which 0 *T*-5 I sware unto their fathers ,";"IP-MAT-SPE";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10534";"the";"the";"into the land whereinto 0 *T*-1 he went";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10718";"the";"the";"into the land , concerning which 0 *T*-3 I lifted up my hand that I would make you dwell therein";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10740";"the";"the";"Caleb the son of Jephunneh";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10747";"the";"the";"Joshua the son of Nun";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10780";"the";"the";"and they shall know the land which 0 *T*-1 ye have rejected .";"IP-MAT-SPE";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10839";"the";"the";"of the days in which 0 *T*-1 ye spied out the land";"PP";"days";"day";"NS";"c";"a";"G";"dæg";"Strong";"A-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10848";"the";"the";"*T*-1 ye spied out the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10858";"a";"a";"After the number of the days in which 0 *T*-1 ye spied out the land , even forty days , for every day a year *ICH*-2 , shall ye bear your iniquities , even forty years ,";"IP-MAT-SPE";"year";"year";"N";"c";"a";"G";"gear";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10926";"the";"the";"And the men , which 0 *T*-1 Moses sent to spy the land , who 0 *T*-2 returned , and *T*-2 made all the congregation to murmur against him , by bringing up an evil report against the land , even those men 0 that *T*-3 did bring up an evil report of the land , died by the plague before the Lord .";"IP-MAT";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10936";"the";"the";"to spy the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10962";"the";"the";"against the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10966";"those";"those";"And the men , which 0 *T*-1 Moses sent to spy the land , who 0 *T*-2 returned , and *T*-2 made all the congregation to murmur against him , by bringing up an evil report against the land , even those men 0 that *T*-3 did bring up an evil report of the land , died by the plague before the Lord .";"IP-MAT";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10978";"the";"the";"of the land";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10992";"the";"the";"Joshua the son of Nun";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok10999";"the";"the";"Caleb the son of Jephunneh";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11008";"those";"those";"of those men 0 that *T*-2 went to spy out the land";"PP";"men";"man";"NS";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11017";"the";"the";"to spy out the land";"IP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11259";"the";"the";"Korah , the son of Izhar , the son of Kohath , the son of Levi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11264";"the";"the";"Izhar , the son of Kohath , the son of Levi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11269";"the";"the";"Kohath , the son of Levi";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11279";"the";"the";"Dathan and Abiram , the sons of Eliab";"NP";"sons";"son";"NS";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11287";"the";"the";"On , the son of Peleth";"NP";"son";"son";"N";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11514";"the";"the";"the man whom 0 *T*-2 the Lord doth choose , he <font> shall be <$$font> holy";"IP";"man";"man";"N";"c";"c";"G";"mann";"Weak";"Consonant-Stem";"M/N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11625";"the";"the";"all thy brethren the sons of Levi";"NP";"sons";"son";"NS";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11678";"the";"the";"Dathan and Abiram , the sons of Eliab";"NP";"sons";"son";"NS";"c";"c";"G";"sunu";"Strong";"U-Stem";"M";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
"LModE";"c_lmod";"h_l4";"l4";"salt:/ppcmbe2/erv-old-1885-1#sTok11708";"a";"a";"out of a land flowing with milk and honey";"PP";"land";"land";"N";"u";"a";"G";"land";"Strong";"A-Stem";"N";;"BIBLE";;;;;"English Old Testament Revisers";;;;;"see Remarks";"1885";"erv-old-1885";"n/a";"1885"
