"corpus";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"Period";"period_simple";"Genre";"Dialect";"File_name";"Text_name";"Date";"Author";"Verse_or_prose";"Foreign_original";"Relationship_to_spoken_language";"Prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"ME";"salt:/ppcme2/cmgregor.m4#sTok43771";"the";"the";"unto the ale howse";"PP";"ale";"ale";"N";"M4";"m4";"";"SL";"CMGREGOR";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"u";"s";"G";"ealu";"Weak";"Stems in -þ";"N"
"ME";"salt:/ppcme2/cmkempe.m4#sTok4086";"þe";"the";"þe ale was as fayr standyng vndyr berm as 0 0 *T*-2 any man mygth se";"IP";"ale";"ale";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"s";"G";"ealu";"Weak";"Stems in -þ";"N"
"ME";"salt:/ppcme2/cmkempe.m4#sTok4112";"þe";"the";"alle þe ale was lost euery brewyng aftyr oþer";"IP";"ale";"ale";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"s";"G";"ealu";"Weak";"Stems in -þ";"N"
"ME";"salt:/ppcme2/cmkempe.m4#sTok61588";"þe";"the";"at þe ale";"PP";"ale";"ale";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"u";"s";"G";"ealu";"Weak";"Stems in -þ";"N"
"ME";"salt:/ppcme2/cmthorn.mx4#sTok5718";"a";"a";"with a littill ale : pigill , <P_71> bugill & sanigle";"PP";"ale";"ale";"N";"mx4";"m4";"Handbooks, medicine";"Northern";"cmthorn.mx4";"Liber de Diversis Medicinis";"c1440";"";"";"";"";;"u";"s";"G";"ealu";"Weak";"Stems in -þ";"N"
"ME";"salt:/ppcme2/cmbenrul.m3#sTok20738";"þe";"the";"til þe bisschope";"PP";"bisschope";"bishop";"N";"M3";"m3";"";"NL";"CMBENRUL";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22046";"þe";"the";"But þe bysshop of London 0 þat *T*-1 was þo , 0 þat me called *T*-2 Gosselyn , scaped ,";"IP-MAT";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22129";"þ=e=";"the";"And so þ=e= Bysshop Gosselyn went þens with-oute ony Socour or helpe ;";"IP-MAT";"Bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22179";"The";"the";"The bysshop prayed this Kyng Aldroye of socour & of helpe .";"IP-MAT";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22199";"þ=e=";"the";"*T*-1 þ=e= bysshop fledde";"IP";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22275";"þ=e=";"the";"and when 0 al thing was redy , he called þ=e= bysshop ,";"IP-MAT";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22333";"þ=e=";"the";"& þ=e= bysshop yt graunted with good wyll .";"IP-MAT";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22344";"þ=e=";"the";"& þ=e= bysshop";"CONJP";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22578";"þ=e=";"the";"And þ=e= bysshop Gosselyn sette þ=e= Croune vpon his hed ,";"IP-MAT";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok22958";"þ=e=";"the";"Gosselyn , þ=e= bysshop of London";"NP";"bysshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok29581";"þe";"the";"Þo spake to þe kyng þe bishop of London 0 þat me called *T*-1 Ternekyn , þat he shulde enquere after Merlyn ,";"IP-MAT";"bishop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok31707";"the";"the";"the bisshoppes cherche";"NP";"bisshoppes";"bishop";"N$";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok37688";"þe";"the";"þe bisshoppes , Abbotes , & oþere folc of þe contre , and Ladies , openheuedede";"NP";"bisshoppes";"bishop";"NS";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok47663";"a";"a";"by a bisshop 0 þat me callede *T*-2 Paulyn";"PP";"bisshop";"bishop";"N";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok47955";"þe";"the";"to þe bisshoppes";"PP";"bisshoppes";"bishop";"NS";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmbrut3.m3#sTok64330";"þe";"the";"of þe Bisshoppes of Lincoln";"PP";"Bisshoppes";"bishop";"NS";"M3";"m3";"";"WML";"CMBRUT3";"";"";"X";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok4958";"þe";"the";"Eleazar þe bischop";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok8521";"a";"a";"vii deknes schuld kepe a bischop whan 0 he prechid , for drede of enmyes of þe feith";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok9172";"þe";"the";"for to reforme all þe bischoppis of Asie to þe same reule";"IP";"bischoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok11065";"a";"a";"with a bischop";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok11179";"þe";"the";"Cipriane , þe bischop";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok11741";"a";"a";"*-3 a bischop";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok11800";"a";"a";"in euery grete cyte' *exp* schuld be a bischop";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok12907";"þe";"the";"and þere was Seint Nicholas þe bischop .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok13295";"þe";"the";"He pursewid all þe Cristen bischoppis and prestis þorow þe world :";"IP-MAT";"bischoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok13908";"þe";"the";"Basile , þe bischop";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok13929";"þe";"the";"Vpon þis þe bischop comaunded þe puple to prey God þat he schuld lette þe cursed mannes appetite ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok14072";"þe";"the";"All þe biscoppis 0 þat *T*-1 were exiled in Constans tyme he cleped hem hom to her cherchis ;";"IP-MAT";"biscoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok15049";"a";"a";"In his tyme was a bischop *ICH*-2 in a town 0 0 þei cleped *T*-1 Pire , his name was Donate , whech 0 *T*-3 kyllid a grete dragoun with þe breth of his mouth ;";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok16738";"a";"a";"In þat same tyme a bischop at Cartage , whos name 0 *T*-1 was Olimpius , in a bath as 0 he blasphemed þe blessed Trinite' , for he was a Ariane , sodeynly with iii firi dartis a aungel smet him to þe deth .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok16781";"A";"a";"A othir bischop of þe same secte , his name was Barabas , he baptized a man in þis forme ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok17156";"þe";"the";"and *con* wold a killid þe bischoppis of Itaile but þat he dred indignacion of the emperour .";"IP-MAT";"bischoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok17197";"þe";"the";"he wold kille þe bischoppis of Ytaile";"IP";"bischoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok17790";"a";"a";"he cursed a byschop 0 0 þei clepid *T*-1 Anthemius for heresie";"IP";"byschop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok25664";"a";"a";"lich a bischop";"ADJP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok28097";"a";"a";"and whan 0 þei cam to þe brynk he sey a bischop of his knowlech ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok28375";"þe";"the";"Pauline , þe bischop";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok28964";"þe";"the";"of þe bischop of Cauntirbury";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok31037";"a";"a";"onto a bischop 0 þat *T*-3 entred be symonie";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok31915";"þe";"the";"þe bischop of Cauntirbyri , whos name 0 *T*-1 was Stigand , and many oþir lordis";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok32033";"a";"a";"as a bischop";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok32299";"a";"a";"And at Ȝork þe kyng mad a bischop ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok33205";"þe";"the";"þe bischop of Compostel a archbiscop";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok35128";"a";"a";"*-1 a bischop";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok36065";"þe";"the";"Gerard , þe bischop Sagiense";"NP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok36291";"þe";"the";"*T*-1 first was þe bischop exiled";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok37909";"a";"a";"Than was þere at Dorham <P_114> a bischop , a old *ICH*-2 man and rich :";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok37963";"a";"a";"of a elde bischop a ȝong erl";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok38997";"þe";"the";"of þe bischop of Cauntyrbyry";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok39020";"þe";"the";"and summe chose þe bischop of Norwich aftir þe kyngis wil .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok39045";"þe";"the";"of þe bischop";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok40112";"þe";"the";"of þe bischop of Wynchestir";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok40670";"þe";"the";"þe bischop was at masse at Seynt Poules";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok40713";"þe";"the";"with þe bischop";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok41030";"þe";"the";"þe bischop of Wynchester wrot onto þe emperour for his promocioun";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok42101";"þis";"this";"and þis same Bischop Robert wrot and seid ageyn þe pope ,";"IP-MAT";"Bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok45421";"þe";"the";"with him þe bischop of Cauntirbury";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok45443";"þe";"the";"Because 0 Leulyne wold not come to þe kingis presens , þerfor þe kyng sent þe bischop onto him , to trete him to pes .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok45466";"þe";"the";"*T*-1 þe bischop cursid him";"IP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok46038";"þe";"the";"fro þe bischop";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok46197";"þe";"the";"onto þe bischop of Lincoln";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok46206";"þe";"the";"þe bischop seide 0 it was his deute to com himselue .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok46236";"The";"the";"The bischop was inflexibil ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok46281";"þe";"the";"But at þe last þe bischop condescendid to her elde custome .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok48669";"þe";"the";"be þe bischop of Wynchestir , whech 0 *T*-3 had special commission of þe bischop of Cauntirbury for 0 he was not in þis lond";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok48681";"þe";"the";"of þe bischop of Cauntirbury";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok49198";"þe";"the";"And þan þe bischop of Cauntyrbury , Maistir Robert Wynchilseye , with all his suffraganes , cursed all hem 0 þat *T*-1 schuld lette þe entent of þe barones .";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok50780";"þe";"the";"He clepid þe bischop onto him ,";"IP-MAT";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok53793";"þese";"this";"and fro þens þei sent onto þe kyng þese v bischoppis , London , Salisbury , Hely , and Herforth , and Chichestir , desiryng of þe kyng þat Hugo Spenser þe elder and Hew þe ȝonger schuld be banchid þe rewme as tretoures , and þat al þis rysing of þe barnes schuld be pardoned , because 0 þei ded it for þe comon profite .";"IP-MAT";"bischoppis";"bishop";"NS";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmcapchr.m4#sTok55497";"þe";"the";"to þe bischop of Cauntirbyri , whech 0 *T*-1 was his juge immediatly vndir þe pope";"PP";"bischop";"bishop";"N";"M4";"m4";"";"EML";"CMCAPCHR";"";"";"CAPGRAVE JOHN";"PROSE";"X";"WRITTEN";"NARR NON-IMAG";"c";"c";"G";"bisceop";"Strong";"A-Stem";"M"
