"corpus";"id";"det";"det_lemma";"context";"context_pos";"noun";"noun_lemma";"noun_pos";"Period";"period_simple";"Genre";"Dialect";"File_name";"Text_name";"Date";"Author";"Verse_or_prose";"Foreign_original";"Relationship_to_spoken_language";"Prototypicaltext_category";"pde_count";"semantics";"orig";"oe_etymon";"oe_class";"oe_stem";"oe_gender"
"ME";"salt:/ppcme2/cmkempe.m4#sTok57786";"þat";"this";"as þat day when 0 *T*-2 sche suffyrd tribulacyon";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok57842";"þes";"this";"to abyden þes xiiij days";"IP";"days";"day";"NS";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok58532";"a";"a";"Þan he sett hir a day , comawndyng hir for to aperyn beforn hym in þe Chapelhows .";"IP-MAT";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok58646";"þat";"this";"Þer was meche pepil þat day in þe Chapetilhows of þe Mynstyr to her & se what 0 *T*-2 xulde ben seyd er do to þe forseyd creatur .";"IP-MAT";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok58674";"þe";"the";"þe day cam";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok58776";"þis";"this";"as þis day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok59144";"þe";"the";"þe day of hir aperyng come";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok59528";"þis";"this";"*T*-1 haue ȝe don þis day";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok59712";"þe";"the";"On þe next day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok59861";"þat";"this";"to be demenyd þat day";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok61332";"þe";"the";"on þe next day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok61553";"þe";"the";"Sithyn al þe day aftyr þu myssespendist þi tyme ,";"IP-MAT-SPE";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok62429";"þe";"the";"On þe next day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok63133";"þat";"this";"& sone aftyr þat same day cam tydyngys þat þe Erchebischop was comyn in-to þe town wher 0 *T*-1 hys man was put in preson .";"IP-MAT";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok63531";"þe";"the";"on þe day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok63604";"þe";"the";"On þe next day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok71002";"þes";"this";"*T*-1 I haue suffryd þes xij days";"IP";"days";"day";"NS";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok71744";"þis";"this";"he had deyd þis same day";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok73766";"þis";"this";"as þis day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok73855";"þat";"this";"þei had not an herd hym þat day";"IP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok76910";"þe";"the";"on þe next day 0 þat *T*-1 was þe Sonday";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok79105";"þat";"this";"þat day & þe Fryday";"NP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkempe.m4#sTok80583";"þis";"this";"on-to þis day";"PP";"day";"day";"N";"M4";"m4";"";"EMO";"CMKEMPE";"";"";"KEMPE MARGERY";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentho.m1#sTok4899";"þæs";"this";"*T*-1 aras ure Drihten <em> of deaðe </em> þæs formeste dæȝes þære wuca";"IP";"dæȝes";"day";"N";"m1";"m1";"Homilies";"Kentish";"cmkentho.m1";"Kentish Homilies";"";"";"";"";"";;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentho.m1#sTok4915";"þan";"this";"on þan ylcan dæiȝe , 0 þe *T*-1 he ærst ȝetimbrod wæs";"PP";"dæiȝe";"day";"N";"m1";"m1";"Homilies";"Kentish";"cmkentho.m1";"Kentish Homilies";"";"";"";"";"";;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentho.m1#sTok4932";"$þa";"this";"*T*-1 wicode he $þa feowertiȝ daȝes æfter his æriste";"IP";"daȝes";"day";"NS";"m1";"m1";"Homilies";"Kentish";"cmkentho.m1";"Kentish Homilies";"";"";"";"";"";;"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok1056";"þo";"this";"ac alle þo daies i þo yere";"CONJP";"daies";"day";"NS";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok3517";"þo";"this";"of al þo daie";"PP";"daie";"day";"N";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok3637";"þo";"this";"of þo daie";"PP";"daie";"day";"N";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok4066";"þa";"this";"be þa daghen";"PP";"daghen";"day";"NS";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok4270";"þo";"this";"þo dai is alþer hotestd";"IP";"dai";"day";"N";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmkentse.m2#sTok4414";"þane";"this";"non ne wot þane dai of his diaþe";"IP";"dai";"day";"N";"M2";"m2";"";"KL";"CMKENTSE";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok2316";"þe";"the";"in þe ehtuþe dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3355";"þe";"the";"In þe deie of liureisun hwense 0 *T*-1 god almihtin wule windwin 0 þet *T*-2 er wes $iþorschen";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3574";"þis";"this";"Muchel man ach to wurþen þis halie dei 0 þat *T*-1 is *-2 sunnen dei icleoped .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3605";"þis";"this";"to þis dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3609";"þis";"this";"þis dei is þet halie dei þet blescede dei þe blisfulle dei þe murie dei . þe dei seouensiþe brictere þene þe sunne . þe $formeste dei 0 þet *T*-1 eauer ȝiete was iseȝen buuen eorðe .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3612";"þet";"this";"þet halie dei þet blescede dei þe blisfulle dei þe murie dei . þe dei seouensiþe brictere þene þe sunne . þe $formeste dei 0 þet *T*-1 eauer ȝiete was iseȝen buuen eorðe";"NP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3615";"þet";"this";"þet blescede dei";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3618";"þe";"the";"þe blisfulle dei";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3621";"þe";"the";"þe murie dei";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3625";"þe";"the";"þe dei seouensiþe brictere þene þe sunne";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3633";"þe";"the";"þe $formeste dei 0 þet *T*-1 eauer ȝiete was iseȝen buuen eorðe";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3668";"þis";"this";"for ure drihten seide þis dei . Fiat lux & facta est lux .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3700";"þisse";"this";"Of þisse dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3811";"þe";"the";"þis is þe dei 0 þet *T*-1 god makede .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3826";"þis";"this";"on þis dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok3857";"þisse";"this";"on þisse dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok4326";"þe";"the";"on þe twelftuȝeþe dei efter þet he wes arisen";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlamb1.m1#sTok8491";"þene";"this";"*T*-3 þe sunne drach up þene deu";"IP";"deu";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok25";"an";"a";"Gode men hit is an heste dei *ICH*-2 to dei 0 þe *T*-3 is on .xxi. monþe";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok1950";"þa";"this";"þa bicumeliche daȝes and þa halie daȝes";"NP";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok1954";"þa";"this";"and þa halie daȝes";"CONJP";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok1972";"þisse";"this";"on þisse gastliche daȝen";"PP";"daȝen";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok1990";"þas";"this";"þas daȝes beoð iset us to muchele helpe";"IP";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok2015";"þes";"this";"al swa moyses 0 þe *T*-1 hehte heom feste þes daȝes uppon þe munte of synai þet he nefre ne ete mennisses metes for drihtenes luue";"IP-MAT";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok8102";"þes";"this";"come þes dei";"IP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok9947";"þan";"this";"to þan deie 0 þe *T*-2 is iclepeð *-3 {TEXT:su} sunedei";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok9968";"þe";"the";"and ec þe dei of blisse and of lisse and of alleirest";"CONJP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok9981";"þon";"this";"On þon deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok11084";"þenne";"this";"to haliȝen and to wurðien þenne dei 0 þe *T*-3 is icleped *-4 sunne-dei";"IP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok11097";"þam";"this";"of þam deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok11275";"þon";"this";"on þon dei 0 þe *T*-2 is icleped *-3 wit-sunne-dei";"PP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok11409";"þa";"this";"oðer þa oðer halie daȝes 0 þe mon beot *T*-1 in chirche to lokien swa þe sunne dei";"CONJP";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13327";"þisse";"this";"to þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13331";"þes";"this";"and þes dei is ihaten *-1 pentecostes þet is þe fiftuða dei fram þan ester tid .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13339";"þe";"the";"þet is þe fiftuða dei fram þan ester tid";"IP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13348";"þes";"this";"þes dei wes on þere alde laȝe iset and ihalden .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13646";"þe";"the";"þa wes þe dei *-1 pentecostes ihaten on þere alde isetnesse .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13762";"Ðas";"this";"Ðas fifti daȝes fram þan esterliche deie beoð alle ihalȝode to ane herunge ;";"IP-MAT";"daȝes";"day";"NS";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13766";"þan";"this";"fram þan esterliche deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13778";"þes";"this";"and þes dei is ure pentecostes dei . þet is ure witte sunnedei 0 þet *T*-1 is þe fifteoȝaðe dei fram þam ester deie .";"IP-MAT";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13794";"þe";"the";"*T*-1 is þe fifteoȝaðe dei fram þam ester deie";"IP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13827";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok13973";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok14059";"þisse";"this";"on þisse deie þet is pentecostes and wittesunnedeie on ure speche";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok14479";"þon";"this";"on þon deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok15162";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok16258";"Ðisses";"this";"Ðisses deiȝes hehnesse";"NP";"deiȝes";"day";"N$";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok16280";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok16302";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok16530";"þisse";"this";"on þisse deie";"PP";"deie";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
"ME";"salt:/ppcme2/cmlambx1.mx1#sTok18496";"þene";"this";"þene dei ne þene time 0 þe *T*-1 hit al forletan scal";"NP";"dei";"day";"N";"MX/1";"m1";"";"WMO";"CMLAMBET";"";"";"X";"PROSE";"X";"WRITTEN";"INSTR REL";"c";"a";"G";"dæg";"Strong";"A-Stem";"M"
