"lemma","analysis_period","q_many_n","q_many_total","number_plural_n","number_plural_total","det_a_n","det_a_total","q_plural_n","q_plural_total","det_plural_n","det_plural_total","semantics","q_many_prop","q_many_prop_smoothed","q_many_logit_smoothed","number_plural_prop","number_plural_prop_smoothed","number_plural_logit_smoothed","det_a_prop","det_a_prop_smoothed","det_a_logit_smoothed","q_plural_prop","q_plural_prop_smoothed","q_plural_logit_smoothed","det_plural_prop","det_plural_prop_smoothed","det_plural_logit_smoothed","has_q_many","has_number_plural","has_det_a","complete_primary","min_primary_total","primary_total"
"seaw_juice","a_oe",0,0,2,137,0,0,0,0,0,0,"s",,0.5,0,0.0145985401459854,0.0181159420289855,-3.9926809084456,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,137
"seed","a_oe",0,2,13,264,0,0,0,0,0,0,"s",0,0.166666666666667,-1.6094379124341,0.0492424242424242,0.0509433962264151,-2.92475330409541,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,266
"ship","a_oe",0,2,492,767,0,0,0,0,0,0,"c",0,0.166666666666667,-1.6094379124341,0.641460234680574,0.641276041666667,0.580906832019174,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,769
"silver","a_oe",0,1,0,142,0,0,0,0,0,0,"s",0,0.25,-1.09861228866811,0,0.0034965034965035,-5.65248918026865,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,143
"sin","a_oe",2,11,867,1151,0,0,0,0,0,0,"a",0.181818181818182,0.208333333333333,-1.33500106673234,0.753258036490009,0.753038194444444,1.11488225825463,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,1162
"son","a_oe",0,0,355,2024,0,0,0,0,0,0,"c",,0.5,0,0.175395256916996,0.175555555555556,-1.54675421014041,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,2024
"soul","a_oe",4,4,370,1355,0,0,0,0,0,0,"a",1,0.9,2.19722457733622,0.273062730627306,0.273230088495575,-0.978295681856633,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,1359
"stench","a_oe",0,4,0,0,0,0,0,0,0,0,"s",0,0.1,-2.19722457733622,,0.5,0,,0.5,0,,0.5,0,,0.5,0,TRUE,FALSE,FALSE,FALSE,0,4
"stone","a_oe",0,6,195,461,0,0,0,0,0,0,"c",0,0.0714285714285714,-2.56494935746154,0.422993492407809,0.423160173160173,-0.309813864180479,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,467
"þearf_need","a_oe",0,0,197,728,0,0,0,0,0,0,"a",,0.5,0,0.270604395604396,0.270919067215364,-0.989964613440826,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,728
"tree","a_oe",0,3,108,328,0,0,0,0,0,0,"c",0,0.125,-1.94591014905531,0.329268292682927,0.329787234042553,-0.709147521906387,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,331
"water","a_oe",0,2,80,1063,0,0,0,0,0,0,"s",0,0.166666666666667,-1.6094379124341,0.0752587017873942,0.0756578947368421,-2.5028604534046,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,1065
"wer_man","a_oe",0,0,299,1733,0,0,0,0,0,0,"c",,0.5,0,0.172533179457588,0.172722029988466,-1.56645721786592,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,1733
"wet","a_oe",0,2,29,162,0,0,0,0,0,0,"s",0,0.166666666666667,-1.6094379124341,0.179012345679012,0.180981595092025,-1.50971121449453,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,164
"wife","a_oe",1,1,325,1409,0,0,0,0,0,0,"c",1,0.75,1.09861228866811,0.230660042583392,0.230851063829787,-1.20351186861831,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,1410
"wisdom","a_oe",0,10,3,545,0,0,0,0,0,0,"a",0,0.0454545454545455,-3.04452243772342,0.0055045871559633,0.00641025641025641,-5.04342511691925,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,555
"wood","a_oe",0,2,26,164,0,0,0,0,0,0,"s",0,0.166666666666667,-1.6094379124341,0.158536585365854,0.160606060606061,-1.65372559263522,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,166
"work","a_oe",4,16,701,1187,0,0,0,0,0,0,"a",0.25,0.264705882352941,-1.02165124753198,0.590564448188711,0.590488215488216,0.365983997916456,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,1203
"wyrd_fate","a_oe",0,0,11,109,0,0,0,0,0,0,"a",,0.5,0,0.100917431192661,0.104545454545455,-2.14770951280884,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,109
"wyrt_plant","a_oe",0,0,237,1089,0,0,0,0,0,0,"c",,0.5,0,0.21763085399449,0.217889908256881,-1.27800558568298,,0.5,0,,0.5,0,,0.5,0,FALSE,TRUE,FALSE,FALSE,0,1089
"year","a_oe",56,56,741,2140,0,0,0,0,0,0,"a",1,0.991228070175439,4.72738781871234,0.346261682242991,0.346333489023821,-0.635195147377521,,0.5,0,,0.5,0,,0.5,0,TRUE,TRUE,FALSE,FALSE,0,2196
"ale","b_me",0,0,0,15,1,5,0,2,0,5,"s",,0.5,0,0,0.03125,-3.43398720448515,0.2,0.25,-1.09861228866811,0,0.166666666666667,-1.6094379124341,0,0.0833333333333333,-2.39789527279837,FALSE,TRUE,TRUE,FALSE,0,20
"bishop","b_me",5,5,132,712,40,282,13,20,46,369,"c",1,0.916666666666667,2.39789527279837,0.185393258426966,0.185834502103787,-1.47730715571167,0.141843971631206,0.143109540636042,-1.78969973626504,0.65,0.642857142857143,0.587786664902119,0.124661246612466,0.125675675675676,-1.93974680134764,TRUE,TRUE,TRUE,TRUE,5,999
"bliss","b_me",0,13,21,634,5,137,3,43,6,188,"a",0,0.0357142857142857,-3.29583686600433,0.0331230283911672,0.0338582677165354,-3.35112732901735,0.0364963503649635,0.0398550724637681,-3.18183455318785,0.0697674418604651,0.0795454545454545,-2.44853900561713,0.0319148936170213,0.0343915343915344,-3.33494799612095,TRUE,TRUE,TRUE,TRUE,13,784
"blood","b_me",0,3,1,460,2,76,0,18,0,94,"s",0,0.125,-1.94591014905531,0.00217391304347826,0.00325379609544469,-5.72467383368758,0.0263157894736842,0.0324675324675325,-3.39450839351136,0,0.0263157894736842,-3.61091791264422,0,0.00526315789473684,-5.24174701505964,TRUE,TRUE,TRUE,TRUE,3,539
"book","b_me",17,17,166,673,45,273,26,35,44,418,"c",1,0.972222222222222,3.55534806148941,0.24665676077266,0.247032640949555,-1.11450140149544,0.164835164835165,0.166058394160584,-1.61382388437735,0.742857142857143,0.736111111111111,1.02585293438568,0.105263157894737,0.106205250596659,-2.13010261378508,TRUE,TRUE,TRUE,TRUE,17,963
"brother","b_me",0,0,172,635,6,31,12,13,25,61,"c",,0.5,0,0.270866141732283,0.27122641509434,-0.988409148534495,0.193548387096774,0.203125,-1.36687627526279,0.923076923076923,0.892857142857143,2.12026353620009,0.409836065573771,0.411290322580645,-0.358633808424065,FALSE,TRUE,TRUE,FALSE,0,666
"butter","b_me",0,0,0,14,0,3,0,0,0,3,"s",,0.5,0,0,0.0333333333333333,-3.36729582998647,0,0.125,-1.94591014905531,,0.5,0,0,0.125,-1.94591014905531,FALSE,TRUE,TRUE,FALSE,0,17
"castle","b_me",2,2,67,420,56,249,6,12,15,314,"c",1,0.833333333333333,1.6094379124341,0.15952380952381,0.160332541567696,-1.65575588745814,0.224899598393574,0.226,-1.23103687431744,0.5,0.5,0,0.0477707006369427,0.0492063492063492,-2.9612743936303,TRUE,TRUE,TRUE,TRUE,2,671
"cloth","b_me",1,1,165,366,45,75,5,9,14,102,"s",1,0.75,1.09861228866811,0.450819672131148,0.450953678474114,-0.19681818656962,0.6,0.598684210526316,0.399985642343539,0.555555555555556,0.55,0.200670695462151,0.137254901960784,0.140776699029126,-1.80885390258736,TRUE,TRUE,TRUE,TRUE,1,442
"country","b_me",15,15,83,514,36,201,27,70,28,347,"c",1,0.96875,3.43398720448515,0.16147859922179,0.162135922330097,-1.64242087866667,0.17910447761194,0.180693069306931,-1.51165893422867,0.385714285714286,0.387323943661972,-0.458574933422113,0.0806916426512968,0.0818965517241379,-2.41685318654298,TRUE,TRUE,TRUE,TRUE,15,730
"craft","b_me",0,0,29,99,1,6,8,15,2,11,"a",,0.5,0,0.292929292929293,0.295,-0.871222446472449,0.166666666666667,0.214285714285714,-1.29928298413026,0.533333333333333,0.53125,0.125163142954006,0.181818181818182,0.208333333333333,-1.33500106673234,FALSE,TRUE,TRUE,FALSE,0,105
"creature","b_me",0,0,113,571,12,139,58,105,15,381,"c",,0.5,0,0.197898423817863,0.198426573426573,-1.39615745477506,0.0863309352517986,0.0892857142857143,-2.32238772029023,0.552380952380952,0.55188679245283,0.208297043197216,0.0393700787401575,0.0405759162303665,-3.16315849740151,FALSE,TRUE,TRUE,FALSE,0,710
"daughter","b_me",0,0,83,517,18,47,0,0,11,63,"c",,0.5,0,0.160541586073501,0.161196911196911,-1.64934931284864,0.382978723404255,0.385416666666667,-0.466619531261495,,0.5,0,0.174603174603175,0.1796875,-1.51846613422837,FALSE,TRUE,TRUE,FALSE,0,564
"day","b_me",21,21,600,2575,116,864,64,269,177,1508,"a",1,0.977272727272727,3.76120011569356,0.233009708737864,0.233113354037267,-1.19081416833141,0.134259259259259,0.134682080924855,-1.86017993085393,0.237918215613383,0.238888888888889,-1.15878081013456,0.11737400530504,0.117627567925779,-2.01509079633852,TRUE,TRUE,TRUE,TRUE,21,3460
"death","b_me",0,0,10,1103,9,231,0,8,1,258,"a",,0.5,0,0.00906618313689937,0.00951086956521739,-4.64576358295334,0.038961038961039,0.040948275862069,-3.1536353029998,0,0.0555555555555556,-2.83321334405622,0.00387596899224806,0.00579150579150579,-5.14555461199563,FALSE,TRUE,TRUE,FALSE,0,1334
"devil","b_me",0,0,81,155,15,49,10,16,22,78,"c",,0.5,0,0.52258064516129,0.522435897435897,0.0898038948613033,0.306122448979592,0.31,-0.800119300112113,0.625,0.617647058823529,0.479573080261886,0.282051282051282,0.284810126582278,-0.920725328942021,FALSE,TRUE,TRUE,FALSE,0,204
"doom","b_me",0,0,20,289,3,68,0,7,4,83,"a",,0.5,0,0.069204152249135,0.0706896551724138,-2.57614350420469,0.0441176470588235,0.0507246376811594,-2.92928717414584,0,0.0625,-2.70805020110221,0.0481927710843374,0.0535714285714286,-2.87167962488401,FALSE,TRUE,TRUE,FALSE,0,357
"dust","b_me",0,0,0,29,0,10,0,0,0,11,"s",,0.5,0,0,0.0166666666666667,-4.07753744390572,0,0.0454545454545455,-3.04452243772342,,0.5,0,0,0.0416666666666667,-3.13549421592915,FALSE,TRUE,TRUE,FALSE,0,39
"earth","b_me",0,0,3,361,2,200,0,6,1,219,"s",,0.5,0,0.00831024930747922,0.00966850828729282,-4.62916569154431,0.01,0.0124378109452736,-4.37449836825309,0,0.0714285714285714,-2.56494935746154,0.0045662100456621,0.00681818181818182,-4.98132090642748,FALSE,TRUE,TRUE,FALSE,0,561
"emperor","b_me",0,0,15,398,3,113,0,2,6,147,"c",,0.5,0,0.0376884422110553,0.0388471177944862,-3.20849959688211,0.0265486725663717,0.0307017543859649,-3.45225255246244,0,0.166666666666667,-1.6094379124341,0.0408163265306122,0.0439189189189189,-3.0804975401817,FALSE,TRUE,TRUE,FALSE,0,511
"enemy","b_me",2,2,308,446,12,28,21,26,19,47,"c",1,0.833333333333333,1.6094379124341,0.690582959641256,0.690156599552573,0.800851517718049,0.428571428571429,0.431034482758621,-0.27763173659828,0.807692307692308,0.796296296296296,1.36330484289519,0.404255319148936,0.40625,-0.379489621704904,TRUE,TRUE,TRUE,TRUE,2,476
"evil","b_me",8,13,76,467,9,51,19,71,7,76,"a",0.615384615384615,0.607142857142857,0.435318071257845,0.162740899357602,0.163461538461538,-1.63269477459837,0.176470588235294,0.182692307692308,-1.49821227732388,0.267605633802817,0.270833333333333,-0.990398704027877,0.0921052631578947,0.0974025974025974,-2.22642373202848,TRUE,TRUE,TRUE,TRUE,13,531
"eye","b_me",0,10,294,468,6,32,5,22,34,70,"c",0,0.0454545454545455,-3.04452243772342,0.628205128205128,0.627931769722815,0.52335426144916,0.1875,0.196969696969697,-1.40534255609059,0.227272727272727,0.239130434782609,-1.15745278869104,0.485714285714286,0.485915492957746,-0.0563529365511316,TRUE,TRUE,TRUE,TRUE,10,510
"father","b_me",1,1,113,985,21,103,7,11,21,136,"c",1,0.75,1.09861228866811,0.114720812182741,0.115111561866126,-2.03955981715513,0.203883495145631,0.206730769230769,-1.34474535820702,0.636363636363636,0.625,0.510825623765991,0.154411764705882,0.156934306569343,-1.68121759482823,TRUE,TRUE,TRUE,TRUE,1,1089
"fish","b_me",1,1,47,75,4,6,7,8,18,25,"c",1,0.75,1.09861228866811,0.626666666666667,0.625,0.510825623765991,0.666666666666667,0.642857142857143,0.587786664902119,0.875,0.833333333333333,1.6094379124341,0.72,0.711538461538462,0.902867711542014,TRUE,TRUE,TRUE,TRUE,1,82
"flesh","b_me",1,2,6,555,1,111,1,33,0,130,"s",0.5,0.5,0,0.0108108108108108,0.0116906474820144,-4.43720659694208,0.00900900900900901,0.0133928571428571,-4.29955041284964,0.0303030303030303,0.0441176470588235,-3.07577498122753,0,0.00381679389312977,-5.56452040732269,TRUE,TRUE,TRUE,TRUE,2,668
"folk","b_me",14,33,62,932,7,198,17,153,17,334,"c",0.424242424242424,0.426470588235294,-0.296265816143172,0.0665236051502146,0.0669882100750268,-2.63390120246589,0.0353535353535354,0.0376884422110553,-3.23998478807844,0.111111111111111,0.113636363636364,-2.05412373369555,0.0508982035928144,0.0522388059701493,-2.89827693740328,TRUE,TRUE,TRUE,TRUE,33,1163
"fruit","b_me",1,2,20,164,3,42,2,10,9,61,"s",0.5,0.5,0,0.121951219512195,0.124242424242424,-1.95285462140812,0.0714285714285714,0.0813953488372093,-2.42353770341171,0.2,0.227272727272727,-1.22377543162212,0.147540983606557,0.153225806451613,-1.70952137099108,TRUE,TRUE,TRUE,TRUE,2,208
"fur","b_me",0,1,3,147,3,34,0,9,0,48,"s",0,0.25,-1.09861228866811,0.0204081632653061,0.0236486486486486,-3.72051653905712,0.0882352941176471,0.1,-2.19722457733622,0,0.05,-2.94443897916644,0,0.0102040816326531,-4.57471097850338,TRUE,TRUE,TRUE,TRUE,1,182
"gold","b_me",0,3,0,303,0,23,0,11,0,33,"s",0,0.125,-1.94591014905531,0,0.00164473684210526,-6.4085287910595,0,0.0208333333333333,-3.85014760171006,0,0.0416666666666667,-3.13549421592915,0,0.0147058823529412,-4.20469261939097,TRUE,TRUE,TRUE,TRUE,3,329
"grace","b_me",0,4,19,881,14,150,6,22,7,195,"a",0,0.1,-2.19722457733622,0.021566401816118,0.022108843537415,-3.78942068333581,0.0933333333333333,0.0960264900662252,-2.24217596519849,0.272727272727273,0.282608695652174,-0.931558204004944,0.0358974358974359,0.038265306122449,-3.2241949863458,TRUE,TRUE,TRUE,TRUE,4,1035
"hand","b_me",0,0,355,849,2,110,0,0,47,168,"c",,0.5,0,0.418138987043581,0.418235294117647,-0.330021901819471,0.0181818181818182,0.0225225225225225,-3.77045944110636,,0.5,0,0.279761904761905,0.281065088757396,-0.939184551740008,FALSE,TRUE,TRUE,FALSE,0,959
"heart","b_me",0,0,149,1673,31,239,6,98,19,281,"c",,0.5,0,0.0890615660490137,0.0893070489844683,-2.32212537359757,0.129707112970711,0.13125,-1.88995149540727,0.0612244897959184,0.0656565656565657,-2.65540646761679,0.0676156583629893,0.0691489361702128,-2.59983661646198,FALSE,TRUE,TRUE,FALSE,0,1912
"heaven","b_me",0,0,55,101,2,8,1,1,30,38,"a",,0.5,0,0.544554455445545,0.544117647058823,0.176930708159078,0.25,0.277777777777778,-0.955511445027436,1,0.75,1.09861228866811,0.789473684210526,0.782051282051282,1.2776605201171,FALSE,TRUE,TRUE,FALSE,0,109
"honey","b_me",0,0,0,65,1,6,0,1,0,8,"s",,0.5,0,0,0.00757575757575758,-4.87519732320115,0.166666666666667,0.214285714285714,-1.29928298413026,0,0.25,-1.09861228866811,0,0.0555555555555556,-2.83321334405622,FALSE,TRUE,TRUE,FALSE,0,71
"horse","b_me",0,0,38,393,62,107,2,8,4,138,"c",,0.5,0,0.0966921119592875,0.0977157360406091,-2.22286700794956,0.579439252336449,0.578703703703704,0.317454230785451,0.25,0.277777777777778,-0.955511445027436,0.0289855072463768,0.0323741007194245,-3.39748680226562,FALSE,TRUE,TRUE,FALSE,0,500
"hound","b_me",0,0,40,71,10,14,1,2,8,26,"c",,0.5,0,0.563380281690141,0.5625,0.251314428280906,0.714285714285714,0.7,0.847297860387203,0.5,0.5,0,0.307692307692308,0.314814814814815,-0.777704568588008,FALSE,TRUE,TRUE,FALSE,0,85
