1_id	1_span	1_anno_ptb:pos	1_meta_Author	1_meta_Dialect	1_meta_File_name	1_meta_Foreign_original	1_meta_Genre	1_meta_Period	1_meta_Prototypicaltext_category	1_meta_Relationship_to_spoken_language	1_meta_Text_name	1_meta_Verse_or_prose	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_ptb:pos	5_id	5_span	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
19287785	na	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19287784	do na werke 0 +tat *T*-3 lettis thaym to gyffe +taire herte to Godd , thatt +tay halowe +te daye in ryst , and deuocyone , and dedys of charyte	IP	19287786	na werke 0 +tat *T*-3 lettis thaym to gyffe +taire herte to Godd	NP	19287787	werke	N	19287787	werke	N	19287786	na werke 0 +tat *T*-3 lettis thaym to gyffe +taire herte to Godd	NP	19287786	na werke 0 +tat *T*-3 lettis thaym to gyffe +taire herte to Godd	NP
19296238	all	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19296237	in all swich bodily werkes	PP	19296239	all swich bodily werkes	NP	19296242	werkes	NS	19296242	werkes	NS	19296239	all swich bodily werkes	NP	19296239	all swich bodily werkes	NP
19300218	nane	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19300217	for nane outwarde werkes of actyfe lyfe	PP	19300219	nane outwarde werkes of actyfe lyfe	NP	19300221	werkes	NS	19300221	werkes	NS	19300219	nane outwarde werkes of actyfe lyfe	NP	19300219	nane outwarde werkes of actyfe lyfe	NP
19300861	all	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19300860	are all thi werkes *T*-1 worthe , whethire 0 +tay be bodyly or gastely , bot if 0 they be done ryghtefully and resonnably , to +te wirchipe of Godde , and at His byddynges	IP	19300862	all thi werkes	NP	19300864	werkes	NS	19300864	werkes	NS	19300862	all thi werkes	NP	19300862	all thi werkes	NP
19305146	many	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19305144	to do many gud werkis owtewarde to his euen cristyn	IP	19305147	many gud werkis	NP	19305149	werkis	NS	19305149	werkis	NS	19305147	many gud werkis	NP	19305147	many gud werkis	NP
19306193	all	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19306192	of all +ti werke	PP	19306194	all +ti werke	NP	19306196	werke	N	19306196	werke	N	19306194	all +ti werke	NP	19306194	all +ti werke	NP
19314284	all	Q	ROLLE RICHARD	NO/EMO	CMROLLTR	LATIN	'NULL'	M2/4	INSTR REL	WRITTEN	'NULL'	PROSE	19314283	and all thi werkes gude & ill	CONJP	19314285	all thi werkes gude & ill	NP	19314287	werkes	NS	19314287	werkes	NS	19314285	all thi werkes gude & ill	NP	19314285	all thi werkes gude & ill	NP
19341285	all	Q	X	WMO	CMSIEGE	X	'NULL'	M4	NARR IMAG	WRITTEN	'NULL'	PROSE	19341282	*T*-2 hath set all his werkys at serttayn	IP	19341286	all his werkys	NP	19341288	werkys	NS	19341288	werkys	NS	19341286	all his werkys	NP	19341286	all his werkys	NP
19453433	alle	Q	X	EMO	CMVICES1	X	'NULL'	M1	INSTR REL	WRITTEN	'NULL'	PROSE	19453432	on alle gode woerkes	PP	19453434	alle gode woerkes	NP	19453436	woerkes	NS	19453436	woerkes	NS	19453434	alle gode woerkes	NP	19453434	alle gode woerkes	NP
19489605	alle	Q	X	EMO	CMVICES1	X	'NULL'	M1	INSTR REL	WRITTEN	'NULL'	PROSE	19489604	on alle gode werkes	PP	19489606	alle gode werkes	NP	19489608	werkes	NS	19489608	werkes	NS	19489606	alle gode werkes	NP	19489606	alle gode werkes	NP
19490689	alle	Q	X	EMO	CMVICES1	X	'NULL'	M1	INSTR REL	WRITTEN	'NULL'	PROSE	19490688	a+gean alle werkes	PP	19490690	alle werkes	NP	19490691	werkes	NS	19490691	werkes	NS	19490690	alle werkes	NP	19490690	alle werkes	NP
19531693	alle	Q	X	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19531692	in alle oure werkys	PP	19531694	alle oure werkys	NP	19531696	werkys	NS	19531696	werkys	NS	19531694	alle oure werkys	NP	19531694	alle oure werkys	NP
19537613	alle	Q	X	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19537612	For alle werkys of Crist ben good lore to cristen men to techen hem how 0 *T*-1 +tey schal lyue for to gete +te blisse of heuene ,	IP-MAT	19537614	alle werkys of Crist	NP	19537615	werkys	NS	19537615	werkys	NS	19537614	alle werkys of Crist	NP	19537614	alle werkys of Crist	NP
19560102	alle	Q	X	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19560101	in alle his werkys	PP	19560103	alle his werkys	NP	19560105	werkys	NS	19560105	werkys	NS	19560103	alle his werkys	NP	19560103	alle his werkys	NP
19560126	alle	Q	X	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19560125	to alle here werkis	PP	19560127	alle here werkis	NP	19560129	werkis	NS	19560129	werkis	NS	19560127	alle here werkis	NP	19560127	alle here werkis	NP
19625844	alle	Q	X	EML	CMWYCSER	X	'NULL'	M3	INSTR REL	X	'NULL'	PROSE	19625845	alle werkys of +te Trinnyte may not be departede	IP	19625846	alle werkys of +te Trinnyte	NP	19625847	werkys	NS	19625847	werkys	NS	19625846	alle werkys of +te Trinnyte	NP	19625846	alle werkys of +te Trinnyte	NP
