1_id	1_span	1_anno_ptb:pos	1_meta_Author	1_meta_Dialect	1_meta_File_name	1_meta_Foreign_original	1_meta_Period	1_meta_Prototypicaltext_category	1_meta_Relationship_to_spoken_language	1_meta_Verse_or_prose	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_ptb:pos	5_id	5_span	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
17754210	all	Q	CAPGRAVE JOHN	EML	CMCAPCHR	X	M4	NARR NON-IMAG	WRITTEN	PROSE	17754195	Than +te cuntesse of Bowan stal fro hir lord all his grete hors ,	IP-MAT	17754211	all his grete hors	NP	17754214	hors	N	17754214	hors	N	17754211	all his grete hors	NP	17754211	all his grete hors	NP
17759754	al	Q	CAPGRAVE JOHN	EML	CMCAPCHR	X	M4	NARR NON-IMAG	WRITTEN	PROSE	17759753	with al his hors and tresoure	PP	17759755	al his hors and tresoure	NP	17759757	hors	NS	17759757	hors	NS	17759755	al his hors and tresoure	NP	17759755	al his hors and tresoure	NP
18175497	alle	Q	X	SL	CMGREGOR	X	M4	NARR NON-IMAG	WRITTEN	PROSE	18175496	and alle hyr hors	CONJP	18175498	alle hyr hors	NP	18175500	hors	N	18175500	hors	N	18175498	alle hyr hors	NP	18175498	alle hyr hors	NP
18552111	both	Q	MALORY THOMAS	WML	CMMALORY	X	M4	NARR IMAG	WRITTEN	PROSE	18552114	both their horsys backys	NP	18552115	both their horsys	NP	18552117	horsys	NS$	18552117	horsys	NS$	18552115	both their horsys	NP	18552115	both their horsys	NP
18553359	no	Q	MALORY THOMAS	WML	CMMALORY	X	M4	NARR IMAG	WRITTEN	PROSE	18553355	but I have no horse . '	IP-MAT-SPE	18553360	no horse	NP	18553361	horse	N	18553361	horse	N	18553360	no horse	NP	18553360	no horse	NP
18632822	non	Q	X	EML	CMMANDEV	FRENCH	M3	NARR IMAG	WRITTEN	PROSE	18632818	And +tat may non hors don .	IP-MAT	18632823	non hors	NP	18632824	hors	N	18632824	hors	N	18632823	non hors	NP	18632823	non hors	NP
18761751	any	Q	MIRK JOHN	WMO	CMMIRK	X	M3/4	INSTR REL	X	PROSE	18761750	*T*-2 any o+ter hors {will_run} yn +tre dayes	IP	18761752	any o+ter hors	NP	18761754	hors	N	18761754	hors	N	18761752	any o+ter hors	NP	18761752	any o+ter hors	NP
19099261	all	Q	TREVISA JOHN	SL	CMPOLYCH	LATIN	M3	NARR NON-IMAG	WRITTEN	PROSE	19099259	*con* took all +te hors of +te Danes	IP	19099262	all +te hors of +te Danes	NP	19099264	hors	N	19099264	hors	N	19099262	all +te hors of +te Danes	NP	19099262	all +te hors of +te Danes	NP
