1_id	1_span	1_anno_ptb:pos	1_meta_Author	1_meta_Dialect	1_meta_File_name	1_meta_Foreign_original	1_meta_Period	1_meta_Prototypicaltext_category	1_meta_Relationship_to_spoken_language	1_meta_Verse_or_prose	2_id	2_span	2_anno_ptb:cat	3_id	3_span	3_anno_ptb:cat	4_id	4_span	4_anno_ptb:pos	5_id	5_span	5_anno_ptb:pos	6_id	6_span	6_anno_ptb:cat	7_id	7_span	7_anno_ptb:cat
18481491	alle	Q	X	WMO	CMLAMBET	X	MX/1	INSTR REL	WRITTEN	PROSE	18481490	and alle +te fiscas 0 +te *T*-4 swummen in +tere se	CONJP	18481492	alle +te fiscas 0 +te *T*-4 swummen in +tere se	NP	18481494	fiscas	NS	18481494	fiscas	NS	18481492	alle +te fiscas 0 +te *T*-4 swummen in +tere se	NP	18481492	alle +te fiscas 0 +te *T*-4 swummen in +tere se	NP
18673814	no	Q	X	EML	CMMANDEV	FRENCH	M3	NARR IMAG	WRITTEN	PROSE	18673803	In +tat see of libye *exp* is no fissch ,	IP-MAT	18673815	no fissch	NP	18673816	fissch	N	18673816	fissch	N	18673815	no fissch	NP	18673815	no fissch	NP
18698656	all	Q	X	EML	CMMANDEV	FRENCH	M3	NARR IMAG	WRITTEN	PROSE	18698653	And +terefore all +te fissches of the see comen to maken him homage as the most noble & excellent *ICH*-2 kyng of the world & 0 +tat *T*-3 is best beloued with god als 0 0 *T*-1 +tei seyn .	IP-MAT	18698657	all +te fissches of the see	NP	18698659	fissches	NS	18698659	fissches	NS	18698657	all +te fissches of the see	NP	18698657	all +te fissches of the see	NP
19002339	alle	Q	X	EML	CMOTEST	LATIN	M3	X	WRITTEN	PROSE	19002340	alle fischis of the see ben +gouun to +goure hond .	IP-MAT-SPE	19002341	alle fischis of the see	NP	19002342	fischis	NS	19002342	fischis	NS	19002341	alle fischis of the see	NP	19002341	alle fischis of the see	NP
19534941	many	Q	X	EML	CMWYCSER	X	M3	INSTR REL	X	PROSE	19534940	of many grete fyschys	PP	19534942	many grete fyschys	NP	19534944	fyschys	NS	19534944	fyschys	NS	19534942	many grete fyschys	NP	19534942	many grete fyschys	NP
19537986	fewe	Q	X	EML	CMWYCSER	X	M3	INSTR REL	X	PROSE	19537980	And +tei hadden a fewe lytel fysches ,	IP-MAT	19537985	a fewe lytel fysches	NP	19537988	fysches	NS	19537988	fysches	NS	19537985	a fewe lytel fysches	NP	19537985	a fewe lytel fysches	NP
19539338	fewe	Q	X	EML	CMWYCSER	X	M3	INSTR REL	X	PROSE	19539336	+Tes fewe lytel fyschis 0 +tat *T*-1 +tey hadden to companage ben pystelis of reule of Iames and Peter and Ion and of Iudas .	IP-MAT	19539337	+Tes fewe lytel fyschis 0 +tat *T*-1 +tey hadden to companage	NP	19539340	fyschis	NS	19539340	fyschis	NS	19539337	+Tes fewe lytel fyschis 0 +tat *T*-1 +tey hadden to companage	NP	19539337	+Tes fewe lytel fyschis 0 +tat *T*-1 +tey hadden to companage	NP
19613243	fewe	Q	X	EML	CMWYCSER	X	M3	INSTR REL	X	PROSE	19613242	and fewe fyschis	CONJP	19613244	fewe fyschis	NP	19613245	fyschis	NS	19613245	fyschis	NS	19613244	fewe fyschis	NP	19613244	fewe fyschis	NP
