1_id;1_span;1_span_lemma;1_anno_ptb::pos;2_id;2_span;2_span_lemma;2_anno_ptb::pos;3_id;3_span;3_anno_ptb::cat;meta_Cameron_number;meta_DOE_short_title;meta_Dialect;meta_Edition;meta_Genre;meta_Latin_translation;meta_Manuscript;meta_Manuscript_date;meta_Remarks;meta_Sawyer_number;meta_Word_count;meta_filename;meta_period;meta_text_name;PDE word
salt:/ycoe/coalcuin#sTok5116;man;man;N^N;salt:/ycoe/coalcuin#sTok5115;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure2897;ælc man;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalcuin#sTok5728;mann;man;N^N;salt:/ycoe/coalcuin#sTok5727;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure3252;ælc mann;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalcuin#sTok6084;man;man;N^N;salt:/ycoe/coalcuin#sTok6083;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure3458;ælc man;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalcuin#sTok6120;man;man;N^N;salt:/ycoe/coalcuin#sTok6119;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure3480;ælc man;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalcuin#sTok6664;man;man;N^N;salt:/ycoe/coalcuin#sTok6663;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure3799;ælc man;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalcuin#sTok6736;mann;man;N^N;salt:/ycoe/coalcuin#sTok6735;ælc;ǽlc;Q^N;salt:/ycoe/coalcuin#structure3838;ælc mann;NP;B9.7.4;Alc;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152: 91-105. London: Trübner.";Religious Treatise;?;British Museum, Cotton Vespasian D.XIV;s. xii med.;;;5,549;coalcuin;?;Alcuin's De Virtutibus et Vitiis;man
salt:/ycoe/coalex.o23#sTok264;monnes;man;N^G;salt:/ycoe/coalex.o23#sTok263;æniges;ǽnig;Q^G;salt:/ycoe/coalex.o23#structure169;æniges monnes;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok2436;men;man;N^N;salt:/ycoe/coalex.o23#sTok2435;Sume;sum;Q^N;salt:/ycoe/coalex.o23#structure1468;Sume men;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok2477;mon;man;N^A;salt:/ycoe/coalex.o23#sTok2476;ælcne;ǽlc;Q^A;salt:/ycoe/coalex.o23#structure1496;ælcne mon;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok2691;men;man;N^A;salt:/ycoe/coalex.o23#sTok2692;fea;feáwa;Q^A;salt:/ycoe/coalex.o23#structure1625;$Indisce men fea healf nacode;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok3964;men;man;N^N;salt:/ycoe/coalex.o23#sTok3963;monige;manig;Q^N;salt:/ycoe/coalex.o23#structure2403;monige men;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok4440;men;man;N^N;salt:/ycoe/coalex.o23#sTok4439;monige;manig;Q^N;salt:/ycoe/coalex.o23#structure2683;monige men;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok5039;mon;man;N^N;salt:/ycoe/coalex.o23#sTok5037;hwelc;hwilc;Q^N;salt:/ycoe/coalex.o23#structure3047;hwelc folclic mon;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok8123;men;man;N^D;salt:/ycoe/coalex.o23#sTok8122;ænigum;ǽnig;Q^D;salt:/ycoe/coalex.o23#structure4971;ænigum men;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coalex.o23#sTok9251;mon;man;N^N;salt:/ycoe/coalex.o23#sTok9250;ænig;ǽnig;Q^N;salt:/ycoe/coalex.o23#structure5626;ænig mon þære ferde;NP;B22.1;Alex;West Saxon/Anglian;"Orchard, Andrew P.M. 1995. ""Pride and Prodigies: Studies in the Monsters of the""Beowulf"" Manuscript."" Pp. 224-52. Cambridge: D.S. Brewer.";Travelogue;Yes;London, British Museum, Cotton Vitellius A.XV;s. x/xi;;;7,271;coalex.o23;o23;Alexander's Letter to Aristotle;man
salt:/ycoe/coapollo.o3#sTok81;man;man;N^N;salt:/ycoe/coapollo.o3#sTok79;mænig;manig;Q^N;salt:/ycoe/coapollo.o3#structure46;mænig mære man micele mærða beodende;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok703;man;man;N^N;salt:/ycoe/coapollo.o3#sTok701;sum;sum;Q^N;salt:/ycoe/coapollo.o3#structure398;sum iung man se 0 *T*-1 wæs swiðe welig and snotor and *T*-1 wæs ealdorman on Tiro þare mægðe , se 0 *T*-2 getruwode on his snotornesse and on ða boclican lare and *T*-2 agan $rowan oð þæt 0 he becom to Antiochian;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok1465;mannum;man;N^D;salt:/ycoe/coapollo.o3#sTok1462;feawum;feáwa;Q^D;salt:/ycoe/coapollo.o3#structure835;feawum þam getrywestum mannum;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok3923;mannes;man;N^G;salt:/ycoe/coapollo.o3#sTok3921;hwilces;hwilc;Q^G;salt:/ycoe/coapollo.o3#structure2251;hwilces iunges mannes;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok4214;men;man;N^N;salt:/ycoe/coapollo.o3#sTok4212;ealle;eal;Q^N;salt:/ycoe/coapollo.o3#structure2408;ealle oðre men;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok4911;men;man;N^N;salt:/ycoe/coapollo.o3#sTok4909;ealle;eal;Q^N;salt:/ycoe/coapollo.o3#structure2808;ealle þa men;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok4940;men;man;N^N;salt:/ycoe/coapollo.o3#sTok4939;ealle;eal;Q^N;salt:/ycoe/coapollo.o3#structure2825;ealle men;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok5399;men;man;N^N;salt:/ycoe/coapollo.o3#sTok5397;ealle;eal;Q^N;salt:/ycoe/coapollo.o3#structure3084;ealle þa men;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coapollo.o3#sTok5421;men;man;N^N;salt:/ycoe/coapollo.o3#sTok5422;ealle;eal;Q^N;salt:/ycoe/coapollo.o3#structure3094;þa men ealle;NP;B4.1;ApT;West Saxon;"Goolden, Peter. 1958. ""The Old English ""Apollonius of Tyre""."" London: OUP. ";Fiction;Yes;Cambridge, Corpus Christi College, 201;s. xi med.;;;6,545;coapollo.o3;o3;Apollonius of Tyre;man
salt:/ycoe/coaugust#sTok94;mann;man;N^N;salt:/ycoe/coaugust#sTok93;ælc;ǽlc;Q^N;salt:/ycoe/coaugust#structure56;ælc mann;NP;B9.8;Aug;;"Warner, Rubie D.-N. 1917 (1971). ""Early English Homilies from the 12th Century Ms. Vespasian D.XIV."" EETS 152. P.65. London: Trübner.  [repr. 1971]";Homilies;No;London, British Museum, Cotton Vespasian D.XIV;s. xii med.;;;103;coaugust;?;Augustine;man
salt:/ycoe/cobede.o2#sTok602;manum;man;N^D;salt:/ycoe/cobede.o2#sTok601;manegum;manig;Q^D;salt:/ycoe/cobede.o2#structure389;manegum manum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok1441;man;man;N^N;salt:/ycoe/cobede.o2#sTok1440;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure911;sum man;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok2586;man;man;N^N;salt:/ycoe/cobede.o2#sTok2585;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure1602;sum man;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok5847;mann;man;N^A;salt:/ycoe/cobede.o2#sTok5845;sumne;sum;Q^A;salt:/ycoe/cobede.o2#structure3588;sumne Godes mann preosthades , se 0 *T*-1 wæs ða reþan ehteras fleonde;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok7043;menn;man;N^N;salt:/ycoe/cobede.o2#sTok7042;ealle;eal;Q^N;salt:/ycoe/cobede.o2#structure4295;ealle menn;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok9161;monna;man;N^G;salt:/ycoe/cobede.o2#sTok9160;ealra;eal;Q^G;salt:/ycoe/cobede.o2#structure5495;ealra monna;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok15639;mon;man;N^N;salt:/ycoe/cobede.o2#sTok15638;hwylc;hwilc;Q^N;salt:/ycoe/cobede.o2#structure9246;hwylc mon;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok20079;mon;man;N^A;salt:/ycoe/cobede.o2#sTok20077;sumne;sum;Q^A;salt:/ycoe/cobede.o2#structure11814;sumne untrumne mon;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok20124;mon;man;N^A;salt:/ycoe/cobede.o2#sTok20122;sumne;sum;Q^A;salt:/ycoe/cobede.o2#structure11843;sumne blinde mon;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok20323;men;man;N^N;salt:/ycoe/cobede.o2#sTok20320;ealle;eal;Q^N;salt:/ycoe/cobede.o2#structure11951;ealle þa gelæredestan men , þa 0 *T*-1 wæron swiðost of Boncra byrig;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok23642;mon;man;N^N;salt:/ycoe/cobede.o2#sTok23641;hwylc;hwilc;Q^N;salt:/ycoe/cobede.o2#structure13961;hwylc mon;WNP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok25126;monn;man;N^N;salt:/ycoe/cobede.o2#sTok25125;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure14813;sum monn;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok26700;mon;man;N^A;salt:/ycoe/cobede.o2#sTok26699;sumne;sum;Q^A;salt:/ycoe/cobede.o2#structure15731;sumne mon *ICH*-1;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok30030;men;man;N^D;salt:/ycoe/cobede.o2#sTok30028;sumum;sum;Q^D;salt:/ycoe/cobede.o2#structure17697;sumum hæðnum men , *pro* Ricberht hatte;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok37906;men;man;N^N;salt:/ycoe/cobede.o2#sTok37905;monige;manig;Q^N;salt:/ycoe/cobede.o2#structure22313;monige men;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok38084;man;man;N^N;salt:/ycoe/cobede.o2#sTok38083;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure22418;sum man;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok38561;mon;man;N^N;salt:/ycoe/cobede.o2#sTok38562;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure22659;oðer mon sum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok38637;mon;man;N^N;salt:/ycoe/cobede.o2#sTok38634;sum;sum;Q^N;salt:/ycoe/cobede.o2#structure22700;sum $haligra *ICH*-2 mon hwylchwugu þam oðrum weorode;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok38637;mon;man;N^N;salt:/ycoe/cobede.o2#sTok38638;hwylchwugu;hwilc-hwega ;Q^N;salt:/ycoe/cobede.o2#structure22700;sum $haligra *ICH*-2 mon hwylchwugu þam oðrum weorode;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok38965;men;man;N^N;salt:/ycoe/cobede.o2#sTok38964;monige;manig;Q^N;salt:/ycoe/cobede.o2#structure22879;monige men;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok39812;men;man;N^A;salt:/ycoe/cobede.o2#sTok39811;monige;manig;Q^A;salt:/ycoe/cobede.o2#structure23330;monige men *ICH*-1;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok41561;monnum;man;N^D;salt:/ycoe/cobede.o2#sTok41560;eallum;eal;Q^D;salt:/ycoe/cobede.o2#structure24320;eallum monnum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok42236;monnum;man;N^D;salt:/ycoe/cobede.o2#sTok42235;eallum;eal;Q^D;salt:/ycoe/cobede.o2#structure24721;eallum monnum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok43996;monn;man;N^A;salt:/ycoe/cobede.o2#sTok43995;monig;manig;Q^A;salt:/ycoe/cobede.o2#structure25743;monig monn;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok45054;men;man;N^N;salt:/ycoe/cobede.o2#sTok45053;sume;sum;Q^N;salt:/ycoe/cobede.o2#structure26361;sume men;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok45906;menn;man;N^N;salt:/ycoe/cobede.o2#sTok45904;monige;manig;Q^N;salt:/ycoe/cobede.o2#structure26882;monige æðele menn;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok46647;mon;man;N^N;salt:/ycoe/cobede.o2#sTok46646;hwylc;hwilc;Q^N;salt:/ycoe/cobede.o2#structure27312;hwylc mon;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok47254;monnum;man;N^D;salt:/ycoe/cobede.o2#sTok47253;eallum;eal;Q^D;salt:/ycoe/cobede.o2#structure27646;eallum monnum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
salt:/ycoe/cobede.o2#sTok47312;monnum;man;N^D;salt:/ycoe/cobede.o2#sTok47311;eallum;eal;Q^D;salt:/ycoe/cobede.o2#structure27679;eallum monnum;NP;B9.6;Bede;West Saxon/Anglian;"Miller, Thomas. 1959-1963 (1890-1898). ""The Old English Version of ""Bede's Ecclesiastical History of the English People""."" EETS 95, 96, 110, 111. London: OUP.";History;Yes;Cambridge, University Library Kk.3.18;s. xi2;;;80,767;cobede.o2;o2;Bede's History of the English Church;man
