1_id;1_span;1_span_lemma;1_anno_ptb::pos;2_id;2_span;2_span_lemma;2_anno_ptb::pos;3_id;3_span;3_anno_ptb::cat;meta_Cameron_number;meta_DOE_short_title;meta_Dialect;meta_Edition;meta_Genre;meta_Latin_translation;meta_Manuscript;meta_Manuscript_date;meta_Remarks;meta_Sawyer_number;meta_Word_count;meta_filename;meta_period;meta_text_name;PDE word
salt:/ycoe/cochronE.o34#sTok33856;mannon;man;N^D;salt:/ycoe/cochronE.o34#sTok33854;eallon;eal;Q^D;salt:/ycoe/cochronE.o34#structure18937;eallon þam mannon 0 þe *T*-3 him mide wæron;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok33894;menn;man;N^A;salt:/ycoe/cochronE.o34#sTok33891;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure18959;ealle þa Frencisce menn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok34179;mannum;man;N^D;salt:/ycoe/cochronE.o34#sTok34177;eallum;eal;Q^D;salt:/ycoe/cochronE.o34#structure19118;eallum þam mannum 0 þe *T*-1 þær gegaderode wæron;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok35784;mannes;man;N^G;salt:/ycoe/cochronE.o34#sTok35783;ælces;ǽlc;Q^G;salt:/ycoe/cochronE.o34#structure19979;ælces mannes;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok36317;menn;man;N^A;salt:/ycoe/cochronE.o34#sTok36314;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure20261;ealle hise Frencisce menn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok37038;men;man;N^A;salt:/ycoe/cochronE.o34#sTok37036;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure20674;ealle þa men þa 0 *T*-1 þæt yfel dæde hæfden don;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok37684;men;man;N^A;salt:/ycoe/cochronE.o34#sTok37682;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure21010;ealle his men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok37997;men;man;N^N;salt:/ycoe/cochronE.o34#sTok37995;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure21178;ealle hire men 0 þe *T*-2 hire mid woldon;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok39508;mann;man;N^N;salt:/ycoe/cochronE.o34#sTok39507;ælc;ǽlc;Q^N;salt:/ycoe/cochronE.o34#structure22028;ælc mann *ICH*-4;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok39691;men;man;N^N;salt:/ycoe/cochronE.o34#sTok39688;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure22131;ealle þa landsittende men . 0 þe *T*-2 ahtes wæron ofer eall Engleland . *pro* wæron þæs mannes men þe *T*-3 hi wæron;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok39741;men;man;N^A;salt:/ycoe/cochronE.o34#sTok39739;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure22156;ealle oðre men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok39931;men;man;N^A;salt:/ycoe/cochronE.o34#sTok39930;manige;manig;Q^A;salt:/ycoe/cochronE.o34#structure22266;manige men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok40039;menn;man;N^N;salt:/ycoe/cochronE.o34#sTok40038;mænige;manig;Q^N;salt:/ycoe/cochronE.o34#structure22336;mænige menn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok40185;menn;man;N^A;salt:/ycoe/cochronE.o34#sTok40184;ænige;ǽnig;Q^A;salt:/ycoe/cochronE.o34#structure22418;ænige menn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41017;man;man;N^N;salt:/ycoe/cochronE.o34#sTok41016;ælc;ǽlc;Q^N;salt:/ycoe/cochronE.o34#structure22880;ælc man *ICH*-3;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41091;men;man;N^N;salt:/ycoe/cochronE.o34#sTok41088;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure22927;ealle þa rice men ofer eall Englaland . arcebiscopas . & leodbiscopas . abbodas & eorlas . þegnas & cnihtas;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41324;man;man;N^N;salt:/ycoe/cochronE.o34#sTok41322;hwilc;hwilc;Q^N;salt:/ycoe/cochronE.o34#structure23053;hwilc carl man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41708;man;man;N^N;salt:/ycoe/cochronE.o34#sTok41707;ænig;ǽnig;Q^N;salt:/ycoe/cochronE.o34#structure23277;ænig man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41719;men;man;N^A;salt:/ycoe/cochronE.o34#sTok41718;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure23285;ealle men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok41989;men;man;N^N;salt:/ycoe/cochronE.o34#sTok41987;manega;manig;Q^N;salt:/ycoe/cochronE.o34#structure23420;manega rice men . Stigand biscop of Ciceastre . & se abbod of Sancte Augustine . & se abbod of Baðon . & þe of Perscoran . & ða heora eallra hlaford Willelm Englælandes cyng . 0 þe we ær beforan *T*-1 embe spæcon;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42074;men;man;N^N;salt:/ycoe/cochronE.o34#sTok42072;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure23475;ealle þa men on Englalande;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42125;men;man;N^D;salt:/ycoe/cochronE.o34#sTok42124;ænie;ǽnig;Q^D;salt:/ycoe/cochronE.o34#structure23502;ænie men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42260;menn;man;N^A;salt:/ycoe/cochronE.o34#sTok42258;ealle;eal;Q^A;salt:/ycoe/cochronE.o34#structure23590;ealle þa menn 0 þe *T*-1 on hæftnunge wæron under his anwealde;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42424;men;man;N^N;salt:/ycoe/cochronE.o34#sTok42422;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure23684;ealle Frencisce men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42466;manna;man;N^G;salt:/ycoe/cochronE.o34#sTok42464;eallra;eal;Q^G;salt:/ycoe/cochronE.o34#structure23704;eallra þæra manna *ICH*-1;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok42669;mannan;man;N^A;salt:/ycoe/cochronE.o34#sTok42668;feawe;feáwa;Q^A;salt:/ycoe/cochronE.o34#structure23811;feawe mannan;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok43207;man;man;N^N;salt:/ycoe/cochronE.o34#sTok43206;ænig;ǽnig;Q^N;salt:/ycoe/cochronE.o34#structure24093;ænig man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok43357;men;man;N^N;salt:/ycoe/cochronE.o34#sTok43354;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure24175;ealle þa betstboren men . 0 þe *T*-1 wæron innan þisan lande . oððe on Normandige;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok43409;man;man;N^N;salt:/ycoe/cochronE.o34#sTok43408;ælc;ǽlc;Q^N;salt:/ycoe/cochronE.o34#structure24203;ælc man 0 þe *T*-1 wære unniðing *ICH*-2;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok43558;men;man;N^N;salt:/ycoe/cochronE.o34#sTok43556;manige;manig;Q^N;salt:/ycoe/cochronE.o34#structure24282;manige Frencisce men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok43653;men;man;N^N;salt:/ycoe/cochronE.o34#sTok43652;manig;manig;Q^N;salt:/ycoe/cochronE.o34#structure24334;manig men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok45739;man;man;N^N;salt:/ycoe/cochronE.o34#sTok45738;ælc;ǽlc;Q^N;salt:/ycoe/cochronE.o34#structure25552;ælc man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok47458;man;man;N^A;salt:/ycoe/cochronE.o34#sTok47457;mænig;manig;Q^A;salt:/ycoe/cochronE.o34#structure26540;mænig man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok47769;men;man;N^N;salt:/ycoe/cochronE.o34#sTok47768;Manige;manig;Q^N;salt:/ycoe/cochronE.o34#structure26717;Manige men;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok47988;man;man;N^N;salt:/ycoe/cochronE.o34#sTok47987;mænige;manig;Q^N;salt:/ycoe/cochronE.o34#structure26854;mænige man;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok48144;men;man;N^N;salt:/ycoe/cochronE.o34#sTok48142;manige;manig;Q^N;salt:/ycoe/cochronE.o34#structure26951;manige trywe men *ICH*-1;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok48657;mannes;man;N^G;salt:/ycoe/cochronE.o34#sTok48656;ælces;ǽlc;Q^G;salt:/ycoe/cochronE.o34#structure27253;ælces mannes gehadodes & læwedes;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok52360;mann;man;N^N;salt:/ycoe/cochronE.o34#sTok52359;ænig;ǽnig;Q^N;salt:/ycoe/cochronE.o34#structure29513;ænig mann;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok54178;mæn;man;N^N;salt:/ycoe/cochronE.o34#sTok54175;ealle;eal;Q^N;salt:/ycoe/cochronE.o34#structure30563;ealle his betste mæn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok54188;mæn;man;N^N;salt:/ycoe/cochronE.o34#sTok54190;manega;manig;Q^N;salt:/ycoe/cochronE.o34#structure30566;þæs cynges *ICH*-1 mæn Heanriges manega *ICH*-2;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cochronE.o34#sTok54497;mæn;man;N^N;salt:/ycoe/cochronE.o34#sTok54492;ealles;eal;Q;salt:/ycoe/cochronE.o34#structure30750;ealles þæs cynges Heanriges agene mæn;NP;B17.9;ChronE;West Saxon/X;"Plummer, Charles. 1965 (1892-1899). ""Two of the Saxon Chronicles Parallel."" Oxford: Clarendon Press. Reissued D. Whitelock, Oxford 1952.";History;?;Oxford, Bodleian, Laud Misc. 636;s. xii1, xii med.;Only the text up to the first continuation is included. The interpolations are indicated in the token ID by cochronE-INTERPOLATION;;40,641;cochronE.o34;o34;Anglo-Saxon Chronicle E (Peterborough Chronicle);man
salt:/ycoe/cocura.o2#sTok366;monnum;man;N^D;salt:/ycoe/cocura.o2#sTok365;eallum;eal;Q^D;salt:/ycoe/cocura.o2#structure214;eallum monnum;NP;B9.1.2, B9.1.3;CP;West Saxon;"Sweet, Henry. 1958 (1871). ""King Alfred's West-Saxon Version of Gregory's Pastoral Care."" EETS 45, 50. London: OUP.";Religious treatise;Yes;Oxford, Bodleian, Hatton 20;s. ix ex.;Defective section 33 replaced by Cotton Tiberius B.XI, see cocuraC ;;68,556;cocura.o2;o2;Cura Pastoralis;man
